rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.00086992825445,79.89668354641533,603005,晶方科技,bottom_area,2021-09-23,45.24,2021-09-22,44.5,1.6629213483146115,2.8089887640449436,29.92125984251969,False,1.0047,1.9263,1,1,1,100.0,24.55991516436903,24.55991516436903,18.33707865168539,1.6629213483146115,历史1/1次成功; 当前距低点1.66%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
2,87.0241831280721,76.78262484115899,000532,华金资本,bottom_area,2021-09-23,13.21,2021-09-22,12.81,3.1225604996096825,4.137392661982821,28.595317725752512,False,1.0712,1.4577,1,1,1,100.0,25.710014947683103,25.710014947683103,16.877439500390317,3.1225604996096825,历史1/1次成功; 当前距低点3.12%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
3,83.19089458443773,70.08669807470092,688080,映翰通,bottom_area,2021-09-23,47.28,2021-09-23,47.0,0.5957446808510662,5.2553191489361675,32.76108726752504,False,-1.9697,2.1181,1,1,1,100.0,21.048365306673873,21.048365306673873,19.404255319148938,0.5957446808510662,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
