rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.0783044659896,84.13563155890516,603221,爱丽家居,bottom_area,2025-08-29,12.16,2025-08-28,11.98,1.502504173622702,2.754590984974959,31.931818181818183,False,-1.2185,1.6528,4,4,4,100.0,17.856672444972688,20.699708454810505,13.497495826377298,1.502504173622702,历史4/4次成功; 当前距低点1.50%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
2,84.49065200614298,75.91180211159596,300510,金冠股份,bottom_area,2025-08-29,4.65,2025-08-28,4.57,1.7505470459518613,5.68927789934354,27.8041074249605,False,-2.9228,7.5661,3,4,3,75.0,30.849727829925854,40.000000000000014,13.249452954048138,1.7505470459518613,历史3/4次成功; 当前距低点1.75%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
3,83.7689065003338,79.47579439252337,002097,山河智能,bottom_area,2025-08-29,15.68,2025-08-28,14.98,4.672897196261677,7.009345794392528,28.59866539561487,True,0.836,7.3614,1,1,1,100.0,50.210970464135016,50.210970464135016,10.327102803738322,4.672897196261677,历史1/1次成功; 当前距低点4.67%; 最新日涨幅0.84%; 状态bottom_area; 底部已确认
4,83.52436533169173,74.78407006535556,300486,东杰智能,bottom_area,2025-08-29,20.12,2025-08-29,19.81,1.5648662291771949,11.559818273599207,27.169117647058826,False,-7.024,14.9636,4,5,4,80.0,21.892285311180533,28.358208955223873,13.435133770822805,1.5648662291771949,历史4/5次成功; 当前距低点1.56%; 最新日涨幅-7.02%; 状态bottom_area; 底部未确认
5,82.78958136284844,76.19791827013185,002041,登海种业,bottom_area,2025-08-29,9.82,2025-06-23,9.53,3.04302203567682,7.345225603357829,29.719764011799416,True,-0.6073,2.2185,2,2,2,100.0,18.2043468358871,21.395106715252467,11.95697796432318,3.04302203567682,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-0.61%; 状态bottom_area; 底部已确认
6,80.74106479520981,73.96245943183304,300665,飞鹿股份,bottom_area,2025-08-29,9.58,2025-08-28,9.32,2.7896995708154484,6.115879828326183,27.470817120622566,False,-1.5416,10.4717,4,5,4,80.0,22.274056200496023,23.50486787204451,12.210300429184551,2.7896995708154484,历史4/5次成功; 当前距低点2.79%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
7,80.26741529694351,70.24291756926235,603511,爱慕股份,bottom_area,2025-08-29,14.75,2025-08-28,14.7,0.3401360544217735,3.8095238095238133,31.308411214953267,False,-1.3378,0.9782,1,1,1,100.0,18.754988028731056,18.754988028731056,14.659863945578225,0.3401360544217735,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
8,79.77092729970326,69.3660237388724,600658,电子城,bottom_area,2025-08-29,6.31,2025-08-29,6.31,0.0,7.92393026941363,29.101123595505623,False,-5.6801,6.9537,1,1,1,100.0,32.344213649851625,32.344213649851625,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-5.68%; 状态bottom_area; 底部未确认
9,76.72132663036145,71.53723186552168,000026,飞亚达,bottom_area,2025-08-29,17.47,2025-08-28,16.84,3.741092636579567,8.966745843230413,27.0047680970958,False,-0.6257,3.0384,1,1,1,100.0,27.564102564102562,27.564102564102562,11.258907363420432,3.741092636579567,历史1/1次成功; 当前距低点3.74%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
10,74.05718840807566,68.62115074609109,002795,永和智控,bottom_area,2025-08-29,4.86,2025-08-28,4.7,3.404255319148939,5.957446808510643,31.884057971014496,False,-0.8163,4.5181,4,6,4,66.66666666666666,29.97949573701075,32.328767123287676,11.59574468085106,3.404255319148939,历史4/6次成功; 当前距低点3.40%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
11,69.04423465532975,64.32145392852311,002218,拓日新能,bottom_area,2025-08-29,3.65,2025-08-28,3.52,3.693181818181815,5.397727272727272,28.163265306122454,False,-1.084,2.0005,2,3,2,66.66666666666666,27.07119251242463,39.04109589041095,11.306818181818185,3.693181818181815,历史2/3次成功; 当前距低点3.69%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
