rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,95.92101675643846,81.45213658536585,000789,万年青,bottom_area,2022-10-31,7.87,2022-10-31,7.79,1.0269576379974337,2.3106546854942196,30.008984725965863,False,-0.6313,0.6693,1,1,1,100.0,47.599999999999994,47.599999999999994,18.973042362002566,1.0269576379974337,历史1/1次成功; 当前距低点1.03%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
2,92.92565431324799,81.29024875621892,002137,实益达,bottom_area,2022-10-31,6.19,2022-10-31,6.03,2.6533996683250436,4.643449419568812,29.3911007025761,False,-0.6421,16.6568,2,2,2,100.0,55.55040286140998,89.3034825870647,17.346600331674956,2.6533996683250436,历史2/2次成功; 当前距低点2.65%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
3,90.76927955134494,79.62546195781373,001296,长江材料,bottom_area,2022-10-31,21.25,2022-10-28,20.67,2.8059990324141184,7.402031930333805,28.724137931034477,False,2.1635,7.1038,2,2,2,100.0,20.446987912461964,20.884413309982484,17.194000967585882,2.8059990324141184,历史2/2次成功; 当前距低点2.81%; 最新日涨幅2.16%; 状态bottom_area; 底部未确认
4,89.39350626118069,76.6230053667263,603030,全筑股份,bottom_area,2022-10-31,2.64,2022-10-31,2.6,1.5384615384615397,2.6923076923076863,32.98969072164948,False,-1.4925,3.231,1,1,1,100.0,27.906976744186036,27.906976744186036,18.461538461538463,1.5384615384615397,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
5,85.8150023794715,76.01665754732572,002333,罗普斯金,bottom_area,2022-10-31,5.26,2022-10-31,5.09,3.3398821218074644,4.322200392927304,28.711484593837532,False,-1.1278,3.9609,1,1,1,100.0,46.728971962616825,46.728971962616825,16.660117878192537,3.3398821218074644,历史1/1次成功; 当前距低点3.34%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
6,83.04073770491804,69.20061475409837,600048,保利发展,bottom_area,2022-10-31,13.8,2022-10-31,13.8,0.0,8.333333333333323,27.368421052631575,False,-9.9804,1.4945,1,1,1,100.0,31.45491803278689,31.45491803278689,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
7,67.64930112057564,59.79078007115256,601919,中远海控,bottom_area,2022-10-31,11.23,2022-10-10,10.88,3.2169117647058787,8.915441176470578,28.13738441215323,True,-0.1778,0.5798,1,2,1,50.0,40.45881126173098,40.45881126173098,16.783088235294123,3.2169117647058787,历史1/2次成功; 当前距低点3.22%; 最新日涨幅-0.18%; 状态bottom_area; 底部已确认
