rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.16988647569362,75.33093776401014,002708,光洋股份,bottom_area,2023-03-22,6.65,2023-03-20,6.36,4.5597484276729565,5.18867924528302,31.759656652360512,False,0.4532,1.7918,1,1,1,100.0,35.522388059701484,35.522388059701484,15.440251572327046,4.5597484276729565,历史1/1次成功; 当前距低点4.56%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
2,78.8307402102312,68.79773691074723,300382,斯莱克,bottom_area,2023-03-22,15.84,2023-03-14,15.45,2.524271844660198,5.501618122977356,29.836512261580385,False,-1.4925,1.4975,2,3,2,66.66666666666666,36.80865618228933,49.70059880239522,17.475728155339805,2.524271844660198,历史2/3次成功; 当前距低点2.52%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
3,68.91377718583463,62.65651358059697,300393,中来股份,bottom_area,2023-03-22,14.94,2023-03-20,14.26,4.768583450210376,7.22300140252454,27.61421319796954,True,-0.994,3.1006,2,3,2,66.66666666666666,22.108694518333078,23.89610389610389,15.231416549789625,4.768583450210376,历史2/3次成功; 当前距低点4.77%; 最新日涨幅-0.99%; 状态bottom_area; 底部已确认
4,66.00311745655564,58.94347650816849,002347,泰尔股份,bottom_area,2023-03-22,5.21,2023-03-20,5.02,3.784860557768933,4.581673306772918,29.09604519774012,False,0.0,2.2143,1,2,1,50.0,29.585798816568047,29.585798816568047,16.21513944223107,3.784860557768933,历史1/2次成功; 当前距低点3.78%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
5,61.15832289201799,55.66349013949016,002660,茂硕电源,bottom_area,2023-03-22,9.34,2023-03-20,8.91,4.82603815937149,4.938271604938266,28.31858407079646,False,1.1918,2.5725,1,2,1,50.0,24.71428571428572,24.71428571428572,15.173961840628511,4.82603815937149,历史1/2次成功; 当前距低点4.83%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
6,59.78800696039542,53.483800456968766,000887,中鼎股份,bottom_area,2023-03-22,12.59,2023-03-20,12.12,3.8778877887788834,6.600660066006607,28.45336481700119,False,-0.788,1.4628,1,2,1,50.0,23.84615384615385,23.84615384615385,16.12211221122112,3.8778877887788834,历史1/2次成功; 当前距低点3.88%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
7,57.92033187783308,52.778906345899536,603290,斯达半导,bottom_area,2023-03-22,269.57,2023-03-20,257.0,4.891050583657585,9.256809338521409,27.605633802816904,True,-1.6455,1.2478,1,2,1,50.0,23.2822670787034,23.2822670787034,15.108949416342416,4.891050583657585,历史1/2次成功; 当前距低点4.89%; 最新日涨幅-1.65%; 状态bottom_area; 底部已确认
