rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.62621995331457,80.32343005989509,002246,北化股份,bottom_area,2025-01-15,9.55,2025-01-06,9.2,3.804347826086972,6.521739130434799,27.38752959747435,False,-0.9336,1.6204,4,4,4,100.0,25.577113458996685,31.992687385740403,4.195652173913028,3.804347826086972,历史4/4次成功; 当前距低点3.80%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
2,79.98469310285947,79.22604182010494,300347,泰格医药,bottom_area,2025-01-15,50.21,2025-01-13,48.51,3.5044320758606538,5.400948258091125,29.797395079594786,False,-0.7708,1.8727,4,4,4,100.0,16.000790070253917,23.423271500843175,4.495567924139347,3.5044320758606538,历史4/4次成功; 当前距低点3.50%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
3,79.41491698161656,80.09248095846053,300434,金石亚药,bottom_area,2025-01-15,8.7,2025-01-13,8.33,4.441776710684264,7.563025210084043,27.439024390243905,True,-2.7933,6.3553,4,4,4,100.0,22.955547628067958,39.62264150943396,3.5582232893157357,4.441776710684264,历史4/4次成功; 当前距低点4.44%; 最新日涨幅-2.79%; 状态bottom_area; 底部已确认
4,78.24598883061974,77.4399227205177,600325,华发股份,bottom_area,2025-01-15,5.38,2025-01-13,5.2,3.4615384615384563,4.8076923076923075,29.539295392953925,False,-0.9208,1.0103,3,3,3,100.0,22.53887318723322,32.553606237816766,4.538461538461544,3.4615384615384563,历史3/3次成功; 当前距低点3.46%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
5,75.69504066229332,76.8123106351685,605208,永茂泰,bottom_area,2025-01-15,7.26,2025-01-13,6.93,4.761904761904763,7.647907647907652,29.501525940996952,True,-2.5503,4.9351,3,3,3,100.0,25.911040281243864,46.887631366208595,3.2380952380952372,4.761904761904763,历史3/3次成功; 当前距低点4.76%; 最新日涨幅-2.55%; 状态bottom_area; 底部已确认
6,75.19543610756898,76.10772407402729,300601,康泰生物,bottom_area,2025-01-15,15.15,2025-01-13,14.48,4.627071823204419,6.21546961325967,28.775209050664035,False,-1.3672,0.9547,5,5,5,100.0,12.997031349104097,24.837758112094402,3.3729281767955808,4.627071823204419,历史5/5次成功; 当前距低点4.63%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
7,75.0923399690332,74.00514731954343,300682,朗新科技,bottom_area,2025-01-15,10.51,2025-01-13,10.18,3.241650294695482,7.26915520628684,29.256428075052128,True,-3.0443,1.6345,2,2,2,100.0,19.0651074809093,21.503593145384194,4.758349705304518,3.241650294695482,历史2/2次成功; 当前距低点3.24%; 最新日涨幅-3.04%; 状态bottom_area; 底部已确认
8,73.7450356336756,71.19283950063401,300715,凯伦股份,confirmed_rebound,2025-01-15,8.48,2025-01-15,8.3,2.168674698795177,9.397590361445776,28.999144568006834,False,-5.2514,5.6594,2,2,2,100.0,10.201171042403265,10.449735449735451,5.831325301204823,2.168674698795177,历史2/2次成功; 当前距低点2.17%; 最新日涨幅-5.25%; 状态confirmed_rebound; 底部未确认
9,71.7423220195261,71.99456575355316,000629,钒钛股份,bottom_area,2025-01-15,2.74,2025-01-13,2.63,4.182509505703434,6.083650190114074,27.348066298342545,False,-1.083,0.6724,2,2,2,100.0,18.767136701919313,27.173913043478265,3.8174904942965657,4.182509505703434,历史2/2次成功; 当前距低点4.18%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
10,70.75447689040844,72.08118172580235,000818,航锦科技,confirmed_rebound,2025-01-15,15.43,2025-01-13,14.7,4.965986394557826,8.027210884353753,31.340495095749652,True,-2.6498,1.7621,1,1,1,100.0,46.52489626556016,46.52489626556016,3.0340136054421736,4.965986394557826,历史1/1次成功; 当前距低点4.97%; 最新日涨幅-2.65%; 状态confirmed_rebound; 底部已确认
11,70.27230966717781,71.00644408911614,688197,首药控股,bottom_area,2025-01-15,28.32,2025-01-13,27.09,4.540420819490588,6.976744186046514,27.216550241805482,False,-1.2552,0.3812,2,2,2,100.0,17.841954610509095,19.863013698630137,3.4595791805094116,4.540420819490588,历史2/2次成功; 当前距低点4.54%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
12,69.5359024120379,70.093863514642,002135,东南网架,bottom_area,2025-01-15,4.02,2025-01-13,3.85,4.4155844155844015,5.714285714285719,28.438661710037174,False,-0.7407,0.6686,2,2,2,100.0,11.405354742873307,13.805970149253719,3.5844155844155985,4.4155844155844015,历史2/2次成功; 当前距低点4.42%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
13,69.36869906718248,70.63176114890403,000877,天山股份,bottom_area,2025-01-15,5.1,2025-01-13,4.86,4.938271604938257,5.76131687242797,29.360465116279066,False,0.3937,0.6723,1,1,1,100.0,14.897959183673459,14.897959183673459,3.061728395061743,4.938271604938257,历史1/1次成功; 当前距低点4.94%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
14,67.82452813080353,69.11392628118772,002047,宝鹰股份,bottom_area,2025-01-15,2.53,2025-01-13,2.41,4.979253112033181,7.46887966804978,28.27380952380952,True,-1.5564,1.8109,1,1,1,100.0,20.51948051948051,20.51948051948051,3.0207468879668196,4.979253112033181,历史1/1次成功; 当前距低点4.98%; 最新日涨幅-1.56%; 状态bottom_area; 底部已确认
15,67.13908784851836,67.29241233231349,001258,立新能源,bottom_area,2025-01-15,6.32,2025-01-13,6.07,4.118616144975288,5.436573311367381,29.98846597462514,False,-0.9404,2.7089,1,1,1,100.0,9.370199692780343,9.370199692780343,3.8813838550247124,4.118616144975288,历史1/1次成功; 当前距低点4.12%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
16,66.59545432490769,61.662457708247864,002184,海得控制,bottom_area,2025-01-15,14.78,2025-01-15,14.78,0.0,7.374830852503382,28.599033816425123,False,-9.9878,32.8976,2,3,2,66.66666666666666,29.81608086871609,50.27203482045704,8.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-9.99%; 状态bottom_area; 底部未确认
17,66.3047117436322,67.10454367838466,688117,圣诺生物,bottom_area,2025-01-15,23.76,2025-01-13,22.71,4.623513870541615,6.340819022457057,27.629063097514333,False,-1.5334,0.9264,3,4,3,75.0,18.715888726986787,24.6076585059636,3.376486129458385,4.623513870541615,历史3/4次成功; 当前距低点4.62%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
