rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.6861842424705,85.77996284589507,601388,怡球资源,bottom_area,2024-07-09,2.16,2024-07-09,2.1,2.8571428571428594,3.3333333333333255,29.292929292929294,False,0.9346,0.9538,4,4,4,100.0,20.829293334305355,35.632183908045974,5.142857142857141,2.8571428571428594,历史4/4次成功; 当前距低点2.86%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
13,85.50685510351937,83.15694733794943,600955,维远股份,bottom_area,2024-07-09,14.07,2024-07-09,13.72,2.5510204081632626,2.6239067055393543,28.911917098445596,False,1.0776,0.1734,3,3,3,100.0,19.641257357858347,25.969084423305596,5.448979591836737,2.5510204081632626,历史3/3次成功; 当前距低点2.55%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
14,85.49886886463364,82.46095006182064,300601,康泰生物,bottom_area,2024-07-09,14.94,2024-07-09,14.63,2.1189336978810576,2.734107997265882,32.487309644670056,False,0.6061,1.0204,3,3,3,100.0,10.602789747255038,11.580726965342352,5.881066302118942,2.1189336978810576,历史3/3次成功; 当前距低点2.12%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
15,85.47928415764305,84.37838166722096,600966,博汇纸业,bottom_area,2024-07-09,4.66,2024-07-09,4.51,3.3259423503326024,3.991130820399127,27.02265372168285,False,1.9694,0.642,5,5,5,100.0,19.04048508591009,40.28436018957346,4.674057649667398,3.3259423503326024,历史5/5次成功; 当前距低点3.33%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
16,85.09924106724006,83.31110037623787,605300,佳禾食品,bottom_area,2024-07-09,10.66,2024-07-09,10.36,2.895752895752903,3.281853281853281,29.762711864406782,False,0.566,0.1979,3,3,3,100.0,24.69579020728222,36.09523809523809,5.104247104247098,2.895752895752903,历史3/3次成功; 当前距低点2.90%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
17,84.54724239063457,82.03636678456348,000301,东方盛虹,bottom_area,2024-07-09,7.58,2024-07-09,7.4,2.4324324324324285,3.378378378378378,28.914505283381363,False,-0.3942,0.1934,6,6,6,100.0,17.969423282308696,28.337639965546952,5.567567567567572,2.4324324324324285,历史6/6次成功; 当前距低点2.43%; 最新日涨幅-0.39%; 状态bottom_area; 底部未确认
18,84.34865286367554,82.16933096000028,605567,春雪食品,bottom_area,2024-07-09,7.39,2024-07-09,7.2,2.6388888888888817,3.333333333333336,29.961089494163417,False,0.0,1.2063,2,2,2,100.0,32.07525605734906,36.46616541353383,5.361111111111119,2.6388888888888817,历史2/2次成功; 当前距低点2.64%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
19,83.8736929489182,82.16604280660304,603060,国检集团,bottom_area,2024-07-09,5.62,2024-07-09,5.46,2.9304029304029333,3.663003663003666,31.835205992509362,False,0.0,0.2562,3,3,3,100.0,18.964309074848,36.2098138747885,5.069597069597067,2.9304029304029333,历史3/3次成功; 当前距低点2.93%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
20,83.86562115322485,79.58124709574332,000620,盈新发展,bottom_area,2024-07-09,1.59,2024-07-09,1.57,1.2738853503184724,4.458598726114639,28.310502283105016,False,-1.8519,1.0386,5,6,5,83.33333333333334,26.67942129643067,58.4192439862543,6.726114649681528,1.2738853503184724,历史5/6次成功; 当前距低点1.27%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
21,83.82393584427855,84.0190195836813,002386,天原股份,bottom_area,2024-07-09,3.79,2024-07-09,3.64,4.120879120879118,4.395604395604387,27.920792079207917,False,1.6086,0.4899,4,4,4,100.0,26.852817092933762,48.85290148448042,3.879120879120882,4.120879120879118,历史4/4次成功; 当前距低点4.12%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
22,83.65113502737834,82.5273582343993,605337,李子园,bottom_area,2024-07-09,9.4,2024-07-09,9.1,3.2967032967033045,3.51648351648352,31.00833965125095,False,0.4274,0.6176,3,3,3,100.0,25.39699866066034,37.98882681564246,4.7032967032966955,3.2967032967033045,历史3/3次成功; 当前距低点3.30%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
23,83.64827454644174,82.33986032753839,600155,华创云信,bottom_area,2024-07-09,5.84,2024-07-08,5.66,3.1802120141342707,4.41696113074205,27.806122448979586,False,2.4561,0.9782,2,2,2,100.0,39.627654407336166,46.19883040935671,4.819787985865729,3.1802120141342707,历史2/2次成功; 当前距低点3.18%; 最新日涨幅2.46%; 状态bottom_area; 底部未确认
24,82.9866287193597,81.50860599727577,000799,酒鬼酒,bottom_area,2024-07-09,39.0,2024-07-09,37.84,3.0655391120507307,3.646934460887937,28.536355051935786,False,0.5673,1.9454,3,3,3,100.0,17.086210606190452,26.337693222354336,4.93446088794927,3.0655391120507307,历史3/3次成功; 当前距低点3.07%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
25,82.5376038497745,78.28155667713705,600188,兖矿能源,bottom_area,2024-07-09,16.23,2024-07-09,16.03,1.2476606363069198,2.308172177167794,32.47683235046334,False,-0.7946,0.4343,2,2,2,100.0,16.592596386649618,17.201774993474277,6.75233936369308,1.2476606363069198,历史2/2次成功; 当前距低点1.25%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
26,82.36761327647919,81.35480648398573,002346,柘中股份,bottom_area,2024-07-09,7.39,2024-07-09,7.15,3.356643356643347,3.6363636363636336,27.558257345491377,False,2.0718,0.2728,3,3,3,100.0,19.827706113615825,34.89010989010989,4.643356643356653,3.356643356643347,历史3/3次成功; 当前距低点3.36%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
27,82.32472404054427,79.0932819102481,688293,奥浦迈,bottom_area,2024-07-09,27.1,2024-07-09,26.59,1.9180142910868807,4.813839789394513,32.97201915805395,False,-1.8827,0.7143,2,2,2,100.0,29.173948892076297,49.77433913604127,6.08198570891312,1.9180142910868807,历史2/2次成功; 当前距低点1.92%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
28,82.19927109293579,79.58747786837073,688083,中望软件,bottom_area,2024-07-09,58.19,2024-07-09,56.87,2.321083172147002,6.119219272023922,28.805708562844266,False,-3.4672,1.1752,5,5,5,100.0,13.653481187450971,21.52777777777778,5.678916827852998,2.321083172147002,历史5/5次成功; 当前距低点2.32%; 最新日涨幅-3.47%; 状态bottom_area; 底部未确认
29,82.10058364937207,79.630705366884,603208,江山欧派,bottom_area,2024-07-09,17.41,2024-07-09,17.0,2.4117647058823537,4.941176470588235,29.460580912863076,False,-2.081,0.9942,3,3,3,100.0,21.449080087611623,33.175355450236964,5.588235294117647,2.4117647058823537,历史3/3次成功; 当前距低点2.41%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
30,82.00733435986984,80.47644690090799,605099,共创草坪,bottom_area,2024-07-09,18.42,2024-07-09,17.88,3.020134228187935,3.9709172259507883,28.96305125148988,False,0.3268,0.2403,1,1,1,100.0,44.31372549019606,44.31372549019606,4.979865771812066,3.020134228187935,历史1/1次成功; 当前距低点3.02%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
31,81.99687344637564,79.32098480243795,603317,天味食品,bottom_area,2024-07-09,10.79,2024-07-09,10.55,2.2748815165876626,3.127962085308057,27.98634812286689,False,0.8411,0.4836,2,2,2,100.0,12.299541184181786,14.347826086956525,5.725118483412338,2.2748815165876626,历史2/2次成功; 当前距低点2.27%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
32,81.87948225643494,81.14588195898062,000723,美锦能源,bottom_area,2024-07-09,4.69,2024-07-09,4.53,3.532008830022078,3.9735099337748276,29.21875,False,2.1786,0.5662,3,3,3,100.0,20.85409726575785,30.434782608695667,4.467991169977922,3.532008830022078,历史3/3次成功; 当前距低点3.53%; 最新日涨幅2.18%; 状态bottom_area; 底部未确认
33,81.42054807048899,79.24597047215629,688303,大全能源,bottom_area,2024-07-09,18.6,2024-07-09,18.13,2.5923883066740343,4.136789851075565,30.74866310160428,False,0.3236,0.8767,1,1,1,100.0,32.45492371705965,32.45492371705965,5.407611693325966,2.5923883066740343,历史1/1次成功; 当前距低点2.59%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
34,81.25092770243063,80.45990024937653,002687,乔治白,bottom_area,2024-07-09,4.15,2024-07-09,4.01,3.491271820448892,3.9900249376558645,31.45299145299145,False,1.467,1.2797,1,1,1,100.0,64.00000000000001,64.00000000000001,4.508728179551108,3.491271820448892,历史1/1次成功; 当前距低点3.49%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
35,81.24491170085615,80.80707258248096,002326,永太科技,bottom_area,2024-07-09,7.53,2024-07-09,7.26,3.719008264462816,4.545454545454546,31.184834123222753,False,0.133,1.1298,3,3,3,100.0,21.32479260997945,29.837587006960554,4.280991735537184,3.719008264462816,历史3/3次成功; 当前距低点3.72%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
36,81.09926563201306,81.82934154167857,603113,金能科技,bottom_area,2024-07-09,5.38,2024-07-09,5.15,4.466019417475719,4.660194174757268,28.867403314917123,False,1.5094,0.7448,5,5,5,100.0,19.31110652431836,31.03448275862069,3.5339805825242814,4.466019417475719,历史5/5次成功; 当前距低点4.47%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
37,81.00312480850695,78.60746862193373,300390,天华新能,bottom_area,2024-07-09,16.38,2024-07-09,15.99,2.439024390243895,3.12695434646653,27.972972972972972,False,0.8,1.0876,1,1,1,100.0,27.142173288654863,27.142173288654863,5.560975609756105,2.439024390243895,历史1/1次成功; 当前距低点2.44%; 最新日涨幅0.80%; 状态bottom_area; 底部未确认
38,80.94087708706255,79.96026823750962,002555,三七互娱,bottom_area,2024-07-09,12.59,2024-07-09,12.18,3.3661740558292297,3.776683087027922,30.28048082427017,False,1.9433,1.7566,3,3,3,100.0,12.447016584947619,16.78160919540231,4.633825944170771,3.3661740558292297,历史3/3次成功; 当前距低点3.37%; 最新日涨幅1.94%; 状态bottom_area; 底部未确认
39,80.62338120731255,78.46382635354526,000789,万年青,bottom_area,2024-07-09,4.36,2024-07-09,4.25,2.5882352941176547,3.9999999999999982,29.752066115702476,False,-0.6834,0.639,2,2,2,100.0,34.00539152759949,47.599999999999994,5.411764705882345,2.5882352941176547,历史2/2次成功; 当前距低点2.59%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
40,80.52641073032004,80.25754124541078,603215,比依股份,bottom_area,2024-07-09,11.94,2024-07-09,11.5,3.826086956521735,4.869565217391308,32.70918665886483,False,-0.7481,2.5028,4,4,4,100.0,25.48935218430281,36.01562499999999,4.173913043478265,3.826086956521735,历史4/4次成功; 当前距低点3.83%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
41,80.43165043066611,78.17533765489753,601699,潞安环能,bottom_area,2024-07-09,17.49,2024-07-09,17.06,2.520515826494723,2.754982415005876,28.738512949039276,False,0.6329,0.5121,1,1,1,100.0,25.817815802717657,25.817815802717657,5.479484173505277,2.520515826494723,历史1/1次成功; 当前距低点2.52%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
42,80.32302257190655,79.75732115996782,603218,日月股份,bottom_area,2024-07-09,9.7,2024-07-05,9.36,3.6324786324786316,5.982905982905988,27.216174183514774,False,0.5181,0.8019,1,1,1,100.0,47.95361527967258,47.95361527967258,4.367521367521369,3.6324786324786316,历史1/1次成功; 当前距低点3.63%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
43,80.28466906439623,80.05626317801102,000705,浙江震元,bottom_area,2024-07-09,7.01,2024-07-09,6.75,3.8518518518518485,4.444444444444442,30.555555555555557,False,0.5739,2.6468,3,3,3,100.0,18.916588173296947,34.04605263157895,4.1481481481481515,3.8518518518518485,历史3/3次成功; 当前距低点3.85%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
44,80.11526397726875,80.28663352588323,002125,湘潭电化,bottom_area,2024-07-09,9.37,2024-07-09,9.0,4.111111111111102,4.444444444444448,28.684627575277332,False,2.0697,1.5198,3,3,3,100.0,23.333155157078114,32.067510548523195,3.8888888888888986,4.111111111111102,历史3/3次成功; 当前距低点4.11%; 最新日涨幅2.07%; 状态bottom_area; 底部未确认
45,80.07945462940152,79.17203871292105,603063,禾望电气,bottom_area,2024-07-09,13.96,2024-07-09,13.5,3.4074074074074137,4.074074074074079,28.4957627118644,False,1.5273,1.6553,2,2,2,100.0,25.38133119252664,28.846153846153843,4.592592592592586,3.4074074074074137,历史2/2次成功; 当前距低点3.41%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
46,79.82810375504204,80.14220577190021,600973,宝胜股份,bottom_area,2024-07-09,3.47,2024-07-09,3.33,4.204204204204208,4.504504504504501,28.077753779697623,False,2.6627,0.736,2,2,2,100.0,40.36446966390223,46.551724137931025,3.795795795795792,4.204204204204208,历史2/2次成功; 当前距低点4.20%; 最新日涨幅2.66%; 状态bottom_area; 底部未确认
47,79.76093328696847,79.03186803927159,000404,长虹华意,bottom_area,2024-07-09,5.29,2024-07-09,5.11,3.5225048923679,4.109589041095889,31.409395973154357,False,2.5194,1.7375,2,2,2,100.0,26.03859781650749,40.139211136890964,4.4774951076321,3.5225048923679,历史2/2次成功; 当前距低点3.52%; 最新日涨幅2.52%; 状态bottom_area; 底部未确认
48,79.60503842259331,75.12688674226979,002299,圣农发展,bottom_area,2024-07-09,12.24,2024-07-09,12.12,0.9900990099009984,4.537953795379544,30.344827586206897,False,-2.7027,1.1885,3,3,3,100.0,19.64684131636587,26.73830594184577,7.009900990099002,0.9900990099009984,历史3/3次成功; 当前距低点0.99%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
49,79.52878977267919,77.77293456291522,002366,融发核电,bottom_area,2024-07-09,3.26,2024-07-09,3.17,2.839116719242898,3.4700315457413216,30.634573304157552,False,1.2422,0.8786,5,6,5,83.33333333333334,13.670899728256478,25.0,5.160883280757102,2.839116719242898,历史5/6次成功; 当前距低点2.84%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
50,79.4920055714488,79.79599029638742,002167,东方锆业,bottom_area,2024-07-09,5.46,2024-07-09,5.24,4.198473282442743,4.389312977099228,29.75871313672922,False,2.0561,2.1444,3,3,3,100.0,21.766179464284228,41.1650485436893,3.8015267175572576,4.198473282442743,历史3/3次成功; 当前距低点4.20%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
51,79.43519776296459,78.97291727161854,002803,吉宏股份,bottom_area,2024-07-09,10.66,2024-07-09,10.28,3.696498054474716,4.474708171206234,30.305084745762716,False,0.7561,2.1029,2,2,2,100.0,27.854477611940297,41.25000000000001,4.3035019455252845,3.696498054474716,历史2/2次成功; 当前距低点3.70%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
52,79.38426064767607,77.67785720597074,002511,中顺洁柔,bottom_area,2024-07-09,6.81,2024-07-09,6.62,2.87009063444108,3.1722054380664644,27.012127894156563,False,0.5908,0.5842,2,2,2,100.0,10.761633615572027,12.93532338308459,5.12990936555892,2.87009063444108,历史2/2次成功; 当前距低点2.87%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
53,79.34107023586682,78.39394340936994,600293,三峡新材,bottom_area,2024-07-09,2.45,2024-07-09,2.37,3.3755274261603407,4.2194092827004255,27.300613496932506,False,0.4098,0.662,2,2,2,100.0,20.80723624201886,32.17391304347827,4.624472573839659,3.3755274261603407,历史2/2次成功; 当前距低点3.38%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
54,79.26790237058749,75.1749801455378,002557,洽洽食品,bottom_area,2024-07-09,26.86,2024-07-09,26.53,1.2438748586505777,2.5631360723708996,31.001300390117038,False,-0.9587,0.7996,1,1,1,100.0,16.510832383124292,16.510832383124292,6.756125141349423,1.2438748586505777,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
55,79.14511359234623,79.17851050363073,000697,炼石航空,bottom_area,2024-07-09,5.69,2024-07-09,5.47,4.021937842778805,4.204753199268747,28.30930537352556,False,1.9713,1.3609,3,3,3,100.0,16.282412823475326,27.861771058315338,3.9780621572211947,4.021937842778805,历史3/3次成功; 当前距低点4.02%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
56,79.05963725570562,79.06724902456479,002254,泰和新材,bottom_area,2024-07-09,8.31,2024-07-09,7.99,4.005006257822282,4.755944931163943,31.416309012875537,False,1.8382,1.109,2,2,2,100.0,32.14335103440648,38.58695652173914,3.994993742177719,4.005006257822282,历史2/2次成功; 当前距低点4.01%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
57,79.05017408458654,76.93636683419257,600295,鄂尔多斯,bottom_area,2024-07-09,9.9,2024-07-09,9.65,2.5906735751295336,3.00518134715025,28.35931700074239,False,1.4344,0.3176,1,1,1,100.0,20.016680567139286,20.016680567139286,5.409326424870467,2.5906735751295336,历史1/1次成功; 当前距低点2.59%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
58,78.69837705457392,77.73869811864633,002612,朗姿股份,bottom_area,2024-07-09,13.22,2024-07-09,12.79,3.362001563721669,3.596559812353408,32.896117523609654,False,0.6855,1.4939,2,2,2,100.0,17.118611203934037,20.77294685990338,4.637998436278331,3.362001563721669,历史2/2次成功; 当前距低点3.36%; 最新日涨幅0.69%; 状态bottom_area; 底部未确认
59,78.68689745587606,77.79555171756579,603282,亚光股份,bottom_area,2024-07-09,15.78,2024-07-09,15.26,3.407601572739185,3.8007863695937094,27.848699763593377,False,1.7408,0.5952,1,1,1,100.0,34.64991023339317,34.64991023339317,4.592398427260815,3.407601572739185,历史1/1次成功; 当前距低点3.41%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
60,78.60871302147159,78.06091711191429,600129,太极集团,bottom_area,2024-07-09,27.93,2024-07-09,26.95,3.6363636363636385,4.192949907235618,30.2355682112348,False,0.7939,1.6988,2,2,2,100.0,22.21411937001825,29.540598290598297,4.3636363636363615,3.6363636363636385,历史2/2次成功; 当前距低点3.64%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
61,78.59850992117543,77.9599805566165,605580,恒盛能源,bottom_area,2024-07-09,8.4,2024-07-09,8.11,3.575832305795326,4.192355117139333,28.859649122807024,False,0.2387,1.894,2,2,2,100.0,20.929452762526086,27.66233766233766,4.424167694204674,3.575832305795326,历史2/2次成功; 当前距低点3.58%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
62,78.51379403471203,77.3534916598148,000597,东北制药,bottom_area,2024-07-09,3.84,2024-07-09,3.72,3.225806451612894,3.763440860215045,29.00763358778626,False,0.0,0.7938,2,2,2,100.0,13.378120266087073,16.59751037344398,4.774193548387106,3.225806451612894,历史2/2次成功; 当前距低点3.23%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
63,78.2804988737404,74.73552190548043,002572,索菲亚,bottom_area,2024-07-09,14.69,2024-07-09,14.46,1.5905947441217057,3.6652835408022084,32.869080779944284,False,-1.5416,1.9139,1,1,1,100.0,18.398268398268392,18.398268398268392,6.409405255878295,1.5905947441217057,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
64,78.27314456506532,76.27105020062417,600976,健民集团,bottom_area,2024-07-09,46.05,2024-07-09,44.86,2.652697280427993,4.079358002674985,32.8443113772455,False,0.7659,1.5517,1,1,1,100.0,17.200000000000006,17.200000000000006,5.347302719572007,2.652697280427993,历史1/1次成功; 当前距低点2.65%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
65,78.22880807008171,75.41993969918114,002399,海普瑞,bottom_area,2024-07-09,8.27,2024-07-09,8.1,2.098765432098765,3.580246913580259,27.549194991055458,False,-0.7203,0.2477,1,1,1,100.0,28.307123034227555,28.307123034227555,5.901234567901235,2.098765432098765,历史1/1次成功; 当前距低点2.10%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
66,78.14696472343103,76.93292879729867,002698,博实股份,bottom_area,2024-07-09,11.66,2024-07-09,11.3,3.185840707964597,3.6283185840707977,28.84130982367758,False,1.5679,0.9981,2,2,2,100.0,10.627126943322317,11.142857142857146,4.814159292035403,3.185840707964597,历史2/2次成功; 当前距低点3.19%; 最新日涨幅1.57%; 状态bottom_area; 底部未确认
67,78.02916358400223,77.93220938166127,001218,丽臣实业,bottom_area,2024-07-09,14.79,2024-07-09,14.23,3.9353478566408904,4.146170063246661,28.131313131313128,False,1.51,1.0333,2,2,2,100.0,25.18711018711019,29.999999999999993,4.06465214335911,3.9353478566408904,历史2/2次成功; 当前距低点3.94%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
68,77.7134194978799,76.91087127587082,000657,中钨高新,bottom_area,2024-07-09,8.97,2024-07-09,8.67,3.460207612456755,3.8062283737024227,28.465346534653463,False,1.4706,1.3075,2,2,2,100.0,13.87174533479693,15.120000000000006,4.539792387543245,3.460207612456755,历史2/2次成功; 当前距低点3.46%; 最新日涨幅1.47%; 状态bottom_area; 底部未确认
69,77.66112530999858,73.81368224376676,002335,科华数据,bottom_area,2024-07-09,19.4,2024-07-09,19.14,1.358411703239279,2.5600835945663447,30.349344978165938,False,-0.2571,1.6793,1,1,1,100.0,10.596026490066222,10.596026490066222,6.641588296760721,1.358411703239279,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
70,77.63335216015665,78.1763130482085,002389,航天彩虹,bottom_area,2024-07-09,12.44,2024-07-09,11.92,4.362416107382547,4.8657718120805376,28.106151990349815,False,0.8104,1.886,2,2,2,100.0,31.73452566150914,49.39236111111112,3.6375838926174535,4.362416107382547,历史2/2次成功; 当前距低点4.36%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
71,77.5611717287245,73.94387153062844,603010,万盛股份,bottom_area,2024-07-09,8.7,2024-07-09,8.57,1.5169194865810853,2.6837806301050224,27.18776550552251,False,-0.1148,0.3255,1,1,1,100.0,13.238967527060783,13.238967527060783,6.483080513418916,1.5169194865810853,历史1/1次成功; 当前距低点1.52%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
72,77.55144074393743,76.35994195918725,002043,兔宝宝,bottom_area,2024-07-09,9.69,2024-07-09,9.39,3.1948881789137267,4.685835995740144,27.769230769230763,False,-1.2232,2.2223,3,3,3,100.0,13.463908640379232,15.96638655462185,4.805111821086274,3.1948881789137267,历史3/3次成功; 当前距低点3.19%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
73,77.49528165488447,78.10938301097072,688151,华强科技,bottom_area,2024-07-09,11.6,2024-07-09,11.11,4.410441044104413,4.590459045904589,27.051871306631654,False,2.4735,1.0866,2,2,2,100.0,31.9633795243483,32.022471910112344,3.5895589558955874,4.410441044104413,历史2/2次成功; 当前距低点4.41%; 最新日涨幅2.47%; 状态bottom_area; 底部未确认
