rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.90422267695284,87.78036622757301,002761,浙江建投,bottom_area,2024-06-18,8.43,2024-06-06,8.25,2.1818181818181785,4.848484848484853,28.26086956521739,False,0.5967,1.342,6,6,6,100.0,23.305976785583134,43.73730534867976,5.818181818181822,2.1818181818181785,历史6/6次成功; 当前距低点2.18%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
13,80.38705984931102,75.32613358465032,002790,瑞尔特,bottom_area,2024-06-18,9.74,2024-06-18,9.68,0.6198347107438068,1.9628099173553668,30.20908435472242,False,-0.5107,1.5286,1,1,1,100.0,49.512670565302145,49.512670565302145,7.380165289256194,0.6198347107438068,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
14,80.2517583366506,80.45022585417631,000813,德展健康,confirmed_rebound,2024-06-18,2.27,2024-06-06,2.18,4.1284403669724705,8.715596330275226,29.677419354838708,True,0.4425,0.4542,3,3,3,100.0,25.446612316524458,39.9103139013453,3.87155963302753,4.1284403669724705,历史3/3次成功; 当前距低点4.13%; 最新日涨幅0.44%; 状态confirmed_rebound; 底部已确认
15,79.93543280169283,78.3547116620753,603217,元利科技,bottom_area,2024-06-18,14.95,2024-06-06,14.52,2.9614325068870504,6.404958677685949,29.37743190661478,False,0.0669,0.5629,2,2,2,100.0,15.520310633213857,19.81481481481482,5.03856749311295,2.9614325068870504,历史2/2次成功; 当前距低点2.96%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
16,79.25639652895896,76.89295006383885,600201,生物股份,bottom_area,2024-06-18,7.6,2024-06-17,7.42,2.4258760107816673,3.3692722371967654,32.23744292237443,False,1.0638,1.3652,1,1,1,100.0,17.76315789473684,17.76315789473684,5.574123989218332,2.4258760107816673,历史1/1次成功; 当前距低点2.43%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
17,77.7283241090583,78.51882486275095,000705,浙江震元,bottom_area,2024-06-18,7.39,2024-06-06,7.07,4.526166902404517,5.799151343705801,27.26337448559671,False,1.511,1.9222,3,3,3,100.0,18.916588173296947,34.04605263157895,3.4738330975954828,4.526166902404517,历史3/3次成功; 当前距低点4.53%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
18,77.52379369880005,72.59494214665108,603137,恒尚节能,bottom_area,2024-06-18,10.31,2024-06-18,10.25,0.5853658536585414,2.0487804878048865,31.848404255319146,False,-0.9606,1.3349,2,2,2,100.0,17.7396574892072,26.217228464419488,7.414634146341459,0.5853658536585414,历史2/2次成功; 当前距低点0.59%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
19,77.48960414781948,77.32554371186295,002615,哈尔斯,bottom_area,2024-06-18,6.41,2024-06-06,6.17,3.88978930307942,7.77957860615884,27.41176470588235,True,0.6279,1.8706,1,1,1,100.0,28.84012539184954,28.84012539184954,4.11021069692058,3.88978930307942,历史1/1次成功; 当前距低点3.89%; 最新日涨幅0.63%; 状态bottom_area; 底部已确认
20,76.93170185132887,72.24572033990776,688105,诺唯赞,bottom_area,2024-06-18,20.61,2024-06-18,20.46,0.7331378299120165,3.519061583577707,29.811320754716974,False,-1.7167,1.0993,2,2,2,100.0,17.673519312404096,25.237580993520524,7.266862170087984,0.7331378299120165,历史2/2次成功; 当前距低点0.73%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
21,76.54824260121163,76.0582550357491,002837,英维克,confirmed_rebound,2024-06-18,23.47,2024-06-11,22.64,3.666077738515893,9.761484098939933,31.97115384615385,True,-2.4927,2.6056,3,3,3,100.0,18.639313330996423,24.517374517374524,4.333922261484107,3.666077738515893,历史3/3次成功; 当前距低点3.67%; 最新日涨幅-2.49%; 状态confirmed_rebound; 底部已确认
22,76.27185604166851,71.15953201604519,000402,金融街,bottom_area,2024-06-18,2.55,2024-06-18,2.54,0.3937007874015664,2.7559055118110174,27.42857142857143,False,-1.1628,1.09,1,1,1,100.0,24.339622641509433,24.339622641509433,7.606299212598435,0.3937007874015664,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
23,75.9296031250654,76.32483874976697,300621,维业股份,bottom_area,2024-06-18,7.57,2024-06-06,7.26,4.2699724517906406,7.1625344352617155,32.02247191011236,True,2.0216,0.9964,1,1,1,100.0,28.120300751879686,28.120300751879686,3.7300275482093594,4.2699724517906406,历史1/1次成功; 当前距低点4.27%; 最新日涨幅2.02%; 状态bottom_area; 底部已确认
24,75.86016645040881,72.93172036082474,002244,滨江集团,bottom_area,2024-06-18,7.83,2024-06-17,7.68,1.9531250000000049,3.776041666666667,27.20379146919432,False,-0.5083,1.238,1,1,1,100.0,13.14432989690721,13.14432989690721,6.046874999999996,1.9531250000000049,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-0.51%; 状态bottom_area; 底部未确认
25,75.43370290462859,76.72531718271375,300749,顶固集创,confirmed_rebound,2024-06-18,5.37,2024-06-06,5.12,4.8828125,9.765625,28.391608391608393,True,1.8975,1.5688,3,3,3,100.0,14.667363885557775,20.833333333333336,3.1171875,4.8828125,历史3/3次成功; 当前距低点4.88%; 最新日涨幅1.90%; 状态confirmed_rebound; 底部已确认
26,74.45935387643507,75.61704885622854,603177,德创环保,confirmed_rebound,2024-06-18,7.42,2024-06-06,7.08,4.802259887005648,10.59322033898305,31.791907514450873,True,0.406,1.0033,2,2,2,100.0,24.388179562373107,37.04615384615384,3.1977401129943526,4.802259887005648,历史2/2次成功; 当前距低点4.80%; 最新日涨幅0.41%; 状态confirmed_rebound; 底部已确认
27,74.3970168257825,74.3970168257825,605086,龙高股份,confirmed_rebound,2024-06-18,17.68,2024-06-14,17.0,3.9999999999999982,8.23529411764705,31.257581884350994,True,-1.6685,2.4479,3,3,3,100.0,13.801165730013443,17.79249448123621,4.000000000000002,3.9999999999999982,历史3/3次成功; 当前距低点4.00%; 最新日涨幅-1.67%; 状态confirmed_rebound; 底部已确认
28,73.78077199863097,72.63894651356465,688357,建龙微纳,confirmed_rebound,2024-06-18,26.21,2024-06-06,25.4,3.1889763779527653,8.464566929133866,32.012847965738764,True,-0.1524,0.3142,4,5,4,80.0,21.074261587618047,31.65083135391925,4.811023622047235,3.1889763779527653,历史4/5次成功; 当前距低点3.19%; 最新日涨幅-0.15%; 状态confirmed_rebound; 底部已确认
29,73.62139947647323,69.34463768115943,600376,首开股份,bottom_area,2024-06-18,2.27,2024-06-17,2.25,0.8888888888888897,2.6666666666666687,32.83582089552239,False,-0.4386,0.4581,1,1,1,100.0,20.652173913043484,20.652173913043484,7.11111111111111,0.8888888888888897,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
30,72.97198006683932,73.7871376057881,301379,天山电子,confirmed_rebound,2024-06-18,19.19,2024-06-18,18.35,4.577656675749318,8.446866485013608,31.350542461653568,False,2.8954,10.3605,2,2,2,100.0,20.99029476611044,22.58233141662311,3.4223433242506824,4.577656675749318,历史2/2次成功; 当前距低点4.58%; 最新日涨幅2.90%; 状态confirmed_rebound; 底部未确认
31,72.42300831393419,72.8435483870968,600173,卧龙新能,confirmed_rebound,2024-06-18,3.88,2024-06-06,3.72,4.301075268817196,9.946236559139775,29.545454545454547,True,0.7792,0.6,1,1,1,100.0,20.000000000000004,20.000000000000004,3.698924731182804,4.301075268817196,历史1/1次成功; 当前距低点4.30%; 最新日涨幅0.78%; 状态confirmed_rebound; 底部已确认
32,72.22278402946063,72.42029392197512,605298,必得科技,bottom_area,2024-06-18,8.8,2024-06-17,8.45,4.142011834319543,5.562130177514801,28.08510638297873,False,3.6514,1.0279,1,1,1,100.0,14.753123140987512,14.753123140987512,3.8579881656804567,4.142011834319543,历史1/1次成功; 当前距低点4.14%; 最新日涨幅3.65%; 状态bottom_area; 底部未确认
33,71.81206946017859,73.07702855088395,001366,播恩集团,confirmed_rebound,2024-06-18,11.97,2024-06-06,11.41,4.907975460122704,9.55302366345311,30.384380719951192,True,0.9275,5.6632,2,2,2,100.0,12.028024730987703,15.547445255474459,3.0920245398772965,4.907975460122704,历史2/2次成功; 当前距低点4.91%; 最新日涨幅0.93%; 状态confirmed_rebound; 底部已确认
34,71.51776340857523,71.53616499442587,688265,南模生物,bottom_area,2024-06-18,21.77,2024-06-06,20.93,4.013377926421404,6.688963210702334,28.125000000000007,False,1.1147,0.2663,1,1,1,100.0,8.422939068100368,8.422939068100368,3.986622073578596,4.013377926421404,历史1/1次成功; 当前距低点4.01%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
35,71.2584146282061,72.16792824443736,002162,悦心健康,confirmed_rebound,2024-06-18,2.92,2024-06-06,2.79,4.659498207885301,9.318996415770602,28.64450127877238,True,-0.6803,0.6751,1,1,1,100.0,43.23432343234324,43.23432343234324,3.340501792114699,4.659498207885301,历史1/1次成功; 当前距低点4.66%; 最新日涨幅-0.68%; 状态confirmed_rebound; 底部已确认
36,70.9428047470038,70.23728227038649,000886,海南高速,bottom_area,2024-06-18,4.46,2024-06-06,4.31,3.480278422273791,5.80046403712297,30.818619582664535,False,-0.4464,0.872,1,1,1,100.0,17.378048780487816,17.378048780487816,4.51972157772621,3.480278422273791,历史1/1次成功; 当前距低点3.48%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
37,70.4302988865398,68.91732323232323,000069,华侨城A,bottom_area,2024-06-18,2.15,2024-06-17,2.09,2.8708133971291896,5.263157894736858,32.58064516129033,False,0.0,1.1783,2,3,2,66.66666666666666,19.22640382317801,19.25925925925926,5.129186602870811,2.8708133971291896,历史2/3次成功; 当前距低点2.87%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
38,69.06774903457476,68.62877410478046,688032,禾迈股份,confirmed_rebound,2024-06-18,193.86,2024-06-11,187.0,3.66844919786097,9.8716577540107,27.821522309711284,True,-1.848,2.9663,1,1,1,100.0,12.058270300556288,12.058270300556288,4.33155080213903,3.66844919786097,历史1/1次成功; 当前距低点3.67%; 最新日涨幅-1.85%; 状态confirmed_rebound; 底部已确认
39,64.37906562854128,63.12223185646588,688092,爱科科技,bottom_area,2024-06-18,22.5,2024-06-17,21.85,2.9748283752860343,3.295194508009148,32.35294117647058,False,1.9946,1.0494,1,2,1,50.0,42.12279866730127,42.12279866730127,5.025171624713966,2.9748283752860343,历史1/2次成功; 当前距低点2.97%; 最新日涨幅1.99%; 状态bottom_area; 底部未确认
40,58.23069693898297,57.578092425113724,000779,甘咨询,bottom_area,2024-06-18,7.27,2024-06-06,7.03,3.41394025604551,7.254623044096725,27.30093071354705,False,1.6783,0.9385,1,2,1,50.0,17.69825918762089,17.69825918762089,4.586059743954491,3.41394025604551,历史1/2次成功; 当前距低点3.41%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
