rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.90422267695284,87.78036622757301,002761,浙江建投,bottom_area,2024-06-18,8.43,2024-06-06,8.25,2.1818181818181785,4.848484848484853,28.26086956521739,False,0.5967,1.342,6,6,6,100.0,23.305976785583134,43.73730534867976,5.818181818181822,2.1818181818181785,历史6/6次成功; 当前距低点2.18%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
2,86.20400598311957,82.8077665871002,605198,安德利,bottom_area,2024-06-18,28.81,2024-06-17,28.27,1.9101521047046308,2.4761230986911893,29.99009410599307,False,1.2654,0.3436,1,1,1,100.0,43.241469816272954,43.241469816272954,6.089847895295369,1.9101521047046308,历史1/1次成功; 当前距低点1.91%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
3,85.61627375415287,82.9914285714286,002687,乔治白,bottom_area,2024-06-18,4.3,2024-06-06,4.2,2.3809523809523725,5.714285714285719,28.2051282051282,False,0.939,1.3796,1,1,1,100.0,64.00000000000001,64.00000000000001,5.6190476190476275,2.3809523809523725,历史1/1次成功; 当前距低点2.38%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
4,85.21712138637872,81.93851291897872,688276,百克生物,confirmed_rebound,2024-06-18,30.69,2024-06-11,30.1,1.9601328903654478,8.17275747508306,27.9559597893729,True,-1.35,1.1883,4,4,4,100.0,12.675354349526572,16.844155844155843,6.039867109634552,1.9601328903654478,历史4/4次成功; 当前距低点1.96%; 最新日涨幅-1.35%; 状态confirmed_rebound; 底部已确认
5,85.09833023402926,82.26412109837715,600162,香江控股,bottom_area,2024-06-18,1.37,2024-06-18,1.34,2.2388059701492558,2.9850746268656576,30.208333333333325,False,1.4815,0.5198,2,2,2,100.0,27.68063822751323,28.90624999999999,5.761194029850744,2.2388059701492558,历史2/2次成功; 当前距低点2.24%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
6,84.85398425605753,82.76713975151434,603155,新亚强,bottom_area,2024-06-18,11.01,2024-06-18,10.72,2.7052238805970066,3.1716417910447747,30.97231165486155,False,0.6399,0.5673,3,3,3,100.0,19.435753759545772,25.624375624375624,5.294776119402994,2.7052238805970066,历史3/3次成功; 当前距低点2.71%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
7,83.95017980389422,79.25228589528221,001322,箭牌家居,bottom_area,2024-06-18,8.03,2024-06-18,7.95,1.0062893081760904,3.270440251572335,29.521276595744677,False,-1.3514,2.9676,2,2,2,100.0,18.85282536518115,26.897069872276486,6.993710691823909,1.0062893081760904,历史2/2次成功; 当前距低点1.01%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
8,83.86730497458211,78.59116414072247,300639,凯普生物,bottom_area,2024-06-18,4.85,2024-06-18,4.82,0.6224066390041361,2.0746887966804906,29.325513196480934,False,-1.222,1.4913,4,4,4,100.0,17.09812514866608,33.27433628318583,7.377593360995864,0.6224066390041361,历史4/4次成功; 当前距低点0.62%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
9,83.14084330776376,80.24442195589911,603366,日出东方,bottom_area,2024-06-18,3.79,2024-06-06,3.71,2.156334231805932,5.39083557951483,29.198473282442748,False,1.0667,0.4431,2,2,2,100.0,15.811096797938903,17.583732057416277,5.843665768194068,2.156334231805932,历史2/2次成功; 当前距低点2.16%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
10,82.57302018462178,82.6156605255382,600322,津投城开,bottom_area,2024-06-18,1.55,2024-06-06,1.49,4.026845637583897,7.382550335570476,28.01932367149758,False,1.3072,1.2137,4,4,4,100.0,18.15520741521231,35.828877005347586,3.9731543624161034,4.026845637583897,历史4/4次成功; 当前距低点4.03%; 最新日涨幅1.31%; 状态bottom_area; 底部未确认
11,82.3286070944576,82.17821558880489,603326,我乐家居,bottom_area,2024-06-18,6.12,2024-06-06,5.89,3.9049235993208904,6.791171477079802,27.552275522755238,False,0.8237,0.7757,4,4,4,100.0,14.30882470568014,20.141843971631218,4.09507640067911,3.9049235993208904,历史4/4次成功; 当前距低点3.90%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
12,82.2560113826274,78.29844302079213,603119,浙江荣泰,bottom_area,2024-06-18,18.36,2024-06-18,18.1,1.436464088397779,1.6574585635358958,30.384615384615376,False,0.6027,1.3764,1,1,1,100.0,13.191296464188579,13.191296464188579,6.563535911602221,1.436464088397779,历史1/1次成功; 当前距低点1.44%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
