rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.18953010258618,82.53734775184975,603027,千禾味业,bottom_area,2024-09-11,10.66,2024-09-11,10.5,1.5238095238095253,2.380952380952381,27.184466019417474,False,0.188,1.1194,1,1,1,100.0,37.051792828685265,37.051792828685265,8.476190476190476,1.5238095238095253,历史1/1次成功; 当前距低点1.52%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
2,87.49643614157871,82.34096336138516,300455,航天智装,bottom_area,2024-09-11,10.11,2024-09-10,9.93,1.812688821752263,3.625377643504526,27.939042089985485,False,-0.8824,0.7964,3,3,3,100.0,28.676848790216763,53.103448275862064,8.187311178247738,1.812688821752263,历史3/3次成功; 当前距低点1.81%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
3,86.98712005340496,82.10064776475565,000597,东北制药,bottom_area,2024-09-11,4.15,2024-08-26,4.07,1.9656019656019672,5.65110565110564,32.053422370617696,False,-0.9547,1.0766,3,3,3,100.0,29.259248636172746,61.02150537634409,8.034398034398032,1.9656019656019672,历史3/3次成功; 当前距低点1.97%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
4,84.03835357624834,78.03561403508773,300761,立华股份,bottom_area,2024-09-11,18.2,2024-09-10,18.0,1.1111111111111072,3.4999999999999947,27.710843373493972,False,-0.8715,0.3641,1,1,1,100.0,30.263157894736853,30.263157894736853,8.888888888888893,1.1111111111111072,历史1/1次成功; 当前距低点1.11%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
5,83.8929420604034,79.71183092867302,002674,兴业科技,bottom_area,2024-09-11,7.95,2024-08-21,7.77,2.3166023166023244,6.30630630630631,31.72231985940247,False,0.3788,0.327,1,1,1,100.0,31.578947368421055,31.578947368421055,7.6833976833976765,2.3166023166023244,历史1/1次成功; 当前距低点2.32%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
6,83.89143226423077,80.14645471572982,300401,花园生物,bottom_area,2024-09-11,12.22,2024-09-10,11.91,2.6028547439126823,2.9387069689336665,30.023501762632193,False,1.1589,2.8876,2,2,2,100.0,20.757868450810403,29.551451187335093,7.397145256087318,2.6028547439126823,历史2/2次成功; 当前距低点2.60%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
7,82.63420601618441,81.19952543094348,300653,正海生物,bottom_area,2024-09-11,19.13,2024-08-28,18.38,4.080522306855277,7.83460282916214,27.466456195737965,True,0.5255,0.6676,3,3,3,100.0,18.672668228889858,29.647513278609367,5.919477693144723,4.080522306855277,历史3/3次成功; 当前距低点4.08%; 最新日涨幅0.53%; 状态bottom_area; 底部已确认
8,82.01898362297756,76.07156997072117,000690,宝新能源,bottom_area,2024-09-11,3.85,2024-09-11,3.81,1.0498687664042003,1.8372703412073448,27.15105162523901,False,-1.0283,0.6868,1,1,1,100.0,18.953068592057758,18.953068592057758,8.9501312335958,1.0498687664042003,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
9,80.29178054624361,75.50978704754027,600183,生益科技,bottom_area,2024-09-11,17.18,2024-08-29,16.88,1.7772511848341277,7.760663507109018,29.519832985386223,True,-1.3211,0.4355,3,4,3,75.0,19.822149187968265,25.158227848101262,8.222748815165874,1.7772511848341277,历史3/4次成功; 当前距低点1.78%; 最新日涨幅-1.32%; 状态bottom_area; 底部已确认
10,80.04544763197889,74.59732815964524,601872,招商轮船,bottom_area,2024-09-11,6.23,2024-09-11,6.15,1.3008130081300824,4.390243902439018,27.47641509433962,False,-3.7094,0.7071,1,1,1,100.0,24.318181818181802,24.318181818181802,8.699186991869919,1.3008130081300824,历史1/1次成功; 当前距低点1.30%; 最新日涨幅-3.71%; 状态bottom_area; 底部未确认
11,79.915,72.65,002388,新亚制程,bottom_area,2024-09-11,4.38,2024-09-11,4.38,0.0,0.0,29.354838709677423,False,-10.0616,1.3216,1,1,1,100.0,50.505050505050505,50.505050505050505,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.06%; 状态bottom_area; 底部未确认
12,79.86357072936761,75.30672966628357,600345,长江通信,bottom_area,2024-09-11,14.89,2024-09-10,14.61,1.9164955509924788,4.449007529089667,27.529761904761905,False,-1.9104,1.4909,1,1,1,100.0,25.46419098143237,25.46419098143237,8.083504449007522,1.9164955509924788,历史1/1次成功; 当前距低点1.92%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
13,79.26005048378698,77.59775983805137,603132,金徽股份,bottom_area,2024-09-11,10.69,2024-09-10,10.29,3.8872691933916457,3.9844509232264356,31.354236157438297,False,0.9443,0.9282,2,2,2,100.0,22.799643005292072,33.20754716981132,6.112730806608354,3.8872691933916457,历史2/2次成功; 当前距低点3.89%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
14,78.58039544063554,72.19295308912831,000899,赣能股份,bottom_area,2024-09-11,7.29,2024-09-10,7.25,0.5517241379310349,2.620689655172419,27.427427427427432,False,-1.4865,0.4564,5,6,5,83.33333333333334,17.943821453106086,27.473958333333325,9.448275862068964,0.5517241379310349,历史5/6次成功; 当前距低点0.55%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
15,78.43470175935788,73.25736107863818,605218,伟时电子,bottom_area,2024-09-11,20.05,2024-09-11,19.77,1.4162873039959591,7.637835103692471,27.10176991150443,False,-8.7392,14.106,3,4,3,75.0,22.696215762091207,42.36874236874236,8.583712696004042,1.4162873039959591,历史3/4次成功; 当前距低点1.42%; 最新日涨幅-8.74%; 状态bottom_area; 底部未确认
16,78.24119696422399,75.48130773854163,600262,北方股份,bottom_area,2024-09-11,15.89,2024-08-29,15.41,3.11486048020766,7.722258273848159,31.48065807025344,True,-1.4879,1.5234,2,2,2,100.0,15.232202330188693,17.269624573378834,6.885139519792341,3.11486048020766,历史2/2次成功; 当前距低点3.11%; 最新日涨幅-1.49%; 状态bottom_area; 底部已确认
17,78.06409009686483,74.02809508248096,603079,圣达生物,bottom_area,2024-09-11,10.62,2024-08-26,10.39,2.213666987487956,6.929740134744936,28.83561643835616,False,-0.7477,1.059,1,1,1,100.0,22.232558139534888,22.232558139534888,7.786333012512045,2.213666987487956,历史1/1次成功; 当前距低点2.21%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
18,78.00114743686142,73.29993705282806,000726,鲁泰A,bottom_area,2024-09-11,5.27,2024-08-29,5.18,1.7374517374517346,6.370656370656372,31.390728476821195,False,-1.4953,0.4839,1,1,1,100.0,12.480252764612954,12.480252764612954,8.262548262548266,1.7374517374517346,历史1/1次成功; 当前距低点1.74%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
19,77.8518312371905,74.94577073914213,002682,龙洲股份,bottom_area,2024-09-11,3.43,2024-08-28,3.33,3.003003003003006,6.606606606606599,30.76923076923076,False,-1.1527,1.2422,2,2,2,100.0,20.175363365532185,26.929674099485425,6.9969969969969945,3.003003003003006,历史2/2次成功; 当前距低点3.00%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
20,77.79029114568314,76.19746282670677,000532,华金资本,bottom_area,2024-09-11,10.62,2024-09-04,10.22,3.913894324853215,7.632093933463789,27.926657263751757,True,-0.7477,2.5078,2,2,2,100.0,28.877106921355356,32.044198895027606,6.0861056751467855,3.913894324853215,历史2/2次成功; 当前距低点3.91%; 最新日涨幅-0.75%; 状态bottom_area; 底部已确认
21,77.64976493537357,75.96393430768956,301509,金凯生科,bottom_area,2024-09-11,26.18,2024-08-28,25.21,3.8476794922649695,6.902023006743349,29.6792189679219,False,0.4219,2.1044,2,2,2,100.0,13.530341666955287,15.05054819877544,6.152320507735031,3.8476794922649695,历史2/2次成功; 当前距低点3.85%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
22,76.90507704549398,71.32350507780068,601919,中远海控,bottom_area,2024-09-11,11.59,2024-09-10,11.47,1.0462074978203941,2.7027027027026915,29.328404189772023,False,-0.1723,0.3343,2,3,2,66.66666666666666,32.26984680733607,40.45881126173098,8.953792502179606,1.0462074978203941,历史2/3次成功; 当前距低点1.05%; 最新日涨幅-0.17%; 状态bottom_area; 底部未确认
23,76.75319082533073,72.6418252018252,601117,中国化学,bottom_area,2024-09-11,6.29,2024-09-10,6.16,2.1103896103896087,3.2467532467532494,28.78612716763006,False,-0.317,0.364,1,1,1,100.0,13.513513513513523,13.513513513513523,7.889610389610392,2.1103896103896087,历史1/1次成功; 当前距低点2.11%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
24,76.73095638972414,70.162236732116,601808,中海油服,bottom_area,2024-09-11,13.17,2024-09-11,13.13,0.30464584920029814,1.5232292460015178,29.9359658484525,False,-1.8629,0.1963,1,1,1,100.0,17.88617886178861,17.88617886178861,9.695354150799702,0.30464584920029814,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
25,75.98487451985127,69.79742694226657,000898,鞍钢股份,bottom_area,2024-09-11,1.85,2024-09-11,1.84,0.5434782608695656,3.2608695652173822,29.230769230769234,False,-2.6316,0.4071,1,1,1,100.0,18.852459016393443,18.852459016393443,9.456521739130434,0.5434782608695656,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-2.63%; 状态bottom_area; 底部未确认
26,75.47893247815321,69.57508511170339,000539,粤电力A,bottom_area,2024-09-11,4.16,2024-08-26,4.13,0.7263922518159867,6.7796610169491585,31.395348837209298,False,-1.1876,0.2796,1,1,1,100.0,19.89924433249369,19.89924433249369,9.273607748184014,0.7263922518159867,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
27,75.11266770982512,72.709618676006,603291,联合水务,bottom_area,2024-09-11,9.41,2024-08-28,9.11,3.2930845225027525,5.92755214050495,29.65250965250965,False,-0.4233,0.5578,2,2,2,100.0,11.708878426410102,12.102772143340088,6.706915477497248,3.2930845225027525,历史2/2次成功; 当前距低点3.29%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
28,74.74231340609359,72.89656815272446,301518,长华化学,bottom_area,2024-09-11,14.06,2024-08-28,13.56,3.687315634218289,6.12094395280236,28.21598729486501,False,0.6442,1.3158,1,1,1,100.0,11.740041928721173,11.740041928721173,6.312684365781712,3.687315634218289,历史1/1次成功; 当前距低点3.69%; 最新日涨幅0.64%; 状态bottom_area; 底部未确认
29,74.55999882757963,68.38718350077121,002140,东华科技,bottom_area,2024-09-11,6.47,2024-09-10,6.44,0.46583850931676024,2.018633540372669,28.44444444444444,False,-1.2214,0.4344,1,1,1,100.0,10.318791946308728,10.318791946308728,9.53416149068324,0.46583850931676024,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
30,74.13152817414748,68.59650022496098,001286,陕西能源,bottom_area,2024-09-11,8.7,2024-09-11,8.62,0.928074245939676,3.8283062645011614,31.749802058590664,False,-2.9018,1.4672,1,1,1,100.0,17.110266159695826,17.110266159695826,9.071925754060324,0.928074245939676,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
31,73.78420000174117,69.02874564460434,300573,兴齐眼药,bottom_area,2024-09-11,76.28,2024-09-10,75.15,1.503659347970719,3.4065202927478215,29.357021996615895,False,-0.69,2.8265,3,5,3,60.0,23.31768256977187,42.86062675283501,8.496340652029282,1.503659347970719,历史3/5次成功; 当前距低点1.50%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
32,72.9120870208249,67.44368049426303,002302,西部建设,bottom_area,2024-09-11,5.55,2024-09-11,5.5,0.909090909090906,2.363636363636362,32.26600985221674,False,-1.5957,2.7866,1,1,1,100.0,10.679611650485443,10.679611650485443,9.090909090909093,0.909090909090906,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
33,71.89672757394663,65.72648602842138,000037,深南电A,bottom_area,2024-09-11,6.86,2024-09-11,6.84,0.2923976608187202,2.192982456140356,29.338842975206607,False,-1.4368,0.9334,5,8,5,62.5,25.1379177155272,45.16765285996055,9.70760233918128,0.2923976608187202,历史5/8次成功; 当前距低点0.29%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
34,71.6864098279012,66.01914812379147,000883,湖北能源,bottom_area,2024-09-11,4.45,2024-09-11,4.42,0.6787330316742138,4.072398190045242,28.70967741935484,False,-3.0501,0.4588,1,1,1,100.0,10.412147505422983,10.412147505422983,9.321266968325787,0.6787330316742138,历史1/1次成功; 当前距低点0.68%; 最新日涨幅-3.05%; 状态bottom_area; 底部未确认
35,71.62093627406269,71.52309346494512,688187,时代电气,bottom_area,2024-09-11,43.86,2024-09-10,41.8,4.928229665071776,5.143540669856473,27.114210985178733,False,3.6145,1.9914,1,1,1,100.0,19.566973662950396,19.566973662950396,5.071770334928225,4.928229665071776,历史1/1次成功; 当前距低点4.93%; 最新日涨幅3.61%; 状态bottom_area; 底部未确认
36,68.80964625153761,68.39829983296177,300478,杭州高新,bottom_area,2024-09-11,7.15,2024-08-28,6.83,4.685212298682289,8.052708638360173,28.10526315789474,True,-0.2789,1.7036,1,1,1,100.0,13.067655236329937,13.067655236329937,5.314787701317712,4.685212298682289,历史1/1次成功; 当前距低点4.69%; 最新日涨幅-0.28%; 状态bottom_area; 底部已确认
37,66.55630653174534,62.2713011552226,000591,太阳能,bottom_area,2024-09-11,4.04,2024-08-23,3.98,1.5075376884422125,7.035175879396981,28.158844765342963,True,-0.7371,0.3228,1,2,1,50.0,32.84132841328414,32.84132841328414,8.492462311557789,1.5075376884422125,历史1/2次成功; 当前距低点1.51%; 最新日涨幅-0.74%; 状态bottom_area; 底部已确认
38,63.02424305812804,58.85851143378835,000683,博源化工,bottom_area,2024-09-11,5.03,2024-09-10,4.96,1.4112903225806508,4.435483870967737,28.837876614060253,False,-1.1788,0.8591,1,2,1,50.0,22.50673854447439,22.50673854447439,8.58870967741935,1.4112903225806508,历史1/2次成功; 当前距低点1.41%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
39,60.90537968221429,56.20589050920392,000922,佳电股份,bottom_area,2024-09-11,8.97,2024-09-11,8.9,0.7865168539325874,1.7977528089887655,29.08366533864542,False,-0.3333,0.7306,1,2,1,50.0,40.42553191489362,40.42553191489362,9.213483146067414,0.7865168539325874,历史1/2次成功; 当前距低点0.79%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
40,60.63336030215405,56.60193221346711,301538,骏鼎达,bottom_area,2024-09-11,66.41,2024-09-09,65.5,1.3893129770992314,2.8244274809160217,31.6640584246218,False,-0.5689,2.697,1,2,1,50.0,10.10519247985676,10.10519247985676,8.61068702290077,1.3893129770992314,历史1/2次成功; 当前距低点1.39%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
41,57.9448779813903,56.97298586949886,000625,长安汽车,bottom_area,2024-09-11,11.9,2024-08-29,11.43,4.111986001749787,8.136482939632543,29.138251704897705,True,0.0,0.7725,1,2,1,50.0,13.808139534883724,13.808139534883724,5.888013998250213,4.111986001749787,历史1/2次成功; 当前距低点4.11%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
42,57.06069223986613,52.634600808262256,000966,长源电力,bottom_area,2024-09-11,3.96,2024-09-10,3.93,0.7633587786259493,2.5445292620865163,27.222222222222225,False,-1.2469,0.2182,1,2,1,50.0,20.94117647058823,20.94117647058823,9.23664122137405,0.7633587786259493,历史1/2次成功; 当前距低点0.76%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
