rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.76416720055963,78.79660383366236,002127,南极电商,bottom_area,2025-06-19,3.87,2025-06-19,3.83,1.044386422976502,2.088772845953004,28.411214953271024,False,-1.2755,1.9697,1,1,1,100.0,33.53658536585366,33.53658536585366,18.9556135770235,1.044386422976502,历史1/1次成功; 当前距低点1.04%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
2,91.5358728465297,76.48919282511211,000605,渤海股份,bottom_area,2025-06-19,6.7,2025-06-19,6.69,0.14947683109117765,2.6905829596412514,28.829787234042552,False,-1.6153,2.0518,1,1,1,100.0,56.66666666666668,56.66666666666668,19.850523168908822,0.14947683109117765,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
3,91.49287926442737,76.46694267515922,301260,格力博,bottom_area,2025-06-19,18.87,2025-06-19,18.84,0.15923566878981496,4.458598726114649,28.036669213139803,False,-1.8721,4.5005,1,1,1,100.0,58.71313672922254,58.71313672922254,19.84076433121019,0.15923566878981496,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
4,90.42296594756715,75.91110831234259,001230,劲旅环境,bottom_area,2025-06-19,19.93,2025-06-19,19.85,0.40302267002518033,4.735516372795958,29.384560654571317,False,-2.0639,6.1999,1,1,1,100.0,84.69119579500656,84.69119579500656,19.59697732997482,0.40302267002518033,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
5,88.15221832259098,73.68877090332568,002909,集泰股份,bottom_area,2025-06-19,5.91,2025-06-19,5.9,0.1694915254237252,2.542372881355923,29.510155316606916,False,-2.314,3.484,1,1,1,100.0,35.18930957683742,35.18930957683742,19.830508474576273,0.1694915254237252,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
6,87.62033552904676,73.67421829467723,002575,群兴玩具,bottom_area,2025-06-19,8.22,2025-06-19,8.18,0.4889975550122362,3.422982885085588,27.482269503546096,False,-2.3753,2.3202,1,1,1,100.0,39.02759526938239,39.02759526938239,19.511002444987767,0.4889975550122362,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
7,87.48522877226543,73.82871685457935,002136,安纳达,bottom_area,2025-06-19,10.25,2025-06-19,10.18,0.6876227897838928,3.5363457760314283,31.906354515050168,False,-1.6315,3.4311,1,1,1,100.0,42.29299363057326,42.29299363057326,19.31237721021611,0.6876227897838928,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
8,87.31873222718244,73.56706233988048,603787,新日股份,bottom_area,2025-06-19,11.78,2025-06-19,11.71,0.5977796754910205,5.550811272416725,27.71604938271604,False,-4.4607,5.4817,1,1,1,100.0,92.85714285714283,92.85714285714283,19.40222032450898,0.5977796754910205,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-4.46%; 状态bottom_area; 底部未确认
9,86.50548414478314,72.16736702127663,300436,广生堂,bottom_area,2025-06-19,33.3,2025-06-19,33.28,0.06009615384614189,12.379807692307685,28.027681660899656,False,-11.3182,14.7605,1,1,1,100.0,35.88379705400981,35.88379705400981,19.939903846153857,0.06009615384614189,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-11.32%; 状态bottom_area; 底部未确认
10,86.30441069275241,75.06925020827128,688188,柏楚电子,bottom_area,2025-06-19,139.86,2025-06-11,136.66,2.34157763793357,4.200204888043326,31.8675840063815,False,-0.5758,0.2818,1,1,1,100.0,29.3981033481711,29.3981033481711,17.658422362066432,2.34157763793357,历史1/1次成功; 当前距低点2.34%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
11,85.9221781605351,72.50816722408027,000811,冰轮环境,bottom_area,2025-06-19,8.8,2025-06-19,8.74,0.686498855835246,2.517162471395888,32.195500387897596,False,-1.2346,1.7985,1,1,1,100.0,35.17948717948718,35.17948717948718,19.313501144164753,0.686498855835246,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
12,85.42246254291817,75.07639918379819,001223,欧克科技,bottom_area,2025-06-19,37.85,2025-05-26,36.78,2.9091897770527466,10.250135943447516,31.661092530657747,True,-1.3295,2.6926,1,1,1,100.0,27.200816534830324,27.200816534830324,17.090810222947255,2.9091897770527466,历史1/1次成功; 当前距低点2.91%; 最新日涨幅-1.33%; 状态bottom_area; 底部已确认
13,84.87022317767864,71.02920202117822,003025,思进智能,bottom_area,2025-06-19,12.85,2025-06-19,12.82,0.23400936037441,3.588143525741022,27.076222980659832,False,-2.207,1.4986,1,1,1,100.0,21.681415929203535,21.681415929203535,19.765990639625592,0.23400936037441,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
14,84.70749289135664,71.3515846238938,600770,综艺股份,bottom_area,2025-06-19,5.15,2025-06-19,5.12,0.5859375000000049,2.92968749999999,32.185430463576154,False,-2.4621,2.0895,1,1,1,100.0,27.72861356932153,27.72861356932153,19.414062499999996,0.5859375000000049,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
15,84.63797356768445,70.98350724371905,603681,永冠新材,bottom_area,2025-06-19,14.4,2025-06-19,14.35,0.3484320557491339,3.8327526132404235,28.250000000000004,False,-2.571,4.2753,1,1,1,100.0,22.83834586466165,22.83834586466165,19.651567944250868,0.3484320557491339,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
16,84.28472469784738,70.9441415572,688448,磁谷科技,bottom_area,2025-06-19,27.6,2025-06-19,27.45,0.5464480874317018,4.189435336976328,30.31226199543032,False,-2.1624,2.3862,1,1,1,100.0,25.053995680345576,25.053995680345576,19.453551912568297,0.5464480874317018,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
17,83.69143603709288,70.7620701357466,603577,汇金通,bottom_area,2025-06-19,8.91,2025-06-19,8.84,0.7918552036199128,3.8461538461538445,31.259720062208395,False,-2.7293,3.4701,1,1,1,100.0,27.083333333333325,27.083333333333325,19.20814479638009,0.7918552036199128,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-2.73%; 状态bottom_area; 底部未确认
18,83.68325945484598,70.050820388956,002615,哈尔斯,bottom_area,2025-06-19,8.16,2025-06-19,8.14,0.24570024570024046,7.248157248157246,27.836879432624105,False,-7.378,24.7315,1,1,1,100.0,26.779661016949152,26.779661016949152,19.754299754299762,0.24570024570024046,历史1/1次成功; 当前距低点0.25%; 最新日涨幅-7.38%; 状态bottom_area; 底部未确认
19,81.63893019277289,69.02574798619104,600232,金鹰股份,bottom_area,2025-06-19,6.37,2025-06-19,6.32,0.7911392405063262,7.594936708860751,27.93614595210946,False,-8.477,15.3079,1,1,1,100.0,27.954545454545443,27.954545454545443,19.208860759493675,0.7911392405063262,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-8.48%; 状态bottom_area; 底部未确认
