rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.210499970849,88.9817442322218,688136,科兴制药,bottom_area,2025-06-24,40.23,2025-06-23,39.44,2.0030425963488825,4.893509127789046,32.23367697594502,False,0.0746,2.1138,4,4,4,100.0,27.57355565536154,60.65012831479899,7.996957403651119,2.0030425963488825,历史4/4次成功; 当前距低点2.00%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
2,90.91605940637655,86.86716607248933,605136,丽人丽妆,bottom_area,2025-06-24,10.62,2025-06-23,10.35,2.608695652173909,3.2850241545893706,28.768066070199588,False,0.759,4.6889,4,4,4,100.0,23.62899010454739,52.667814113597245,7.391304347826091,2.608695652173909,历史4/4次成功; 当前距低点2.61%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
3,88.83545633003698,87.36495705290879,603327,福蓉科技,bottom_area,2025-06-24,9.09,2025-06-23,8.73,4.123711340206179,4.352806414662074,28.148148148148145,False,1.1123,0.7269,6,6,6,100.0,44.87644574504772,129.39632545931758,5.876288659793821,4.123711340206179,历史6/6次成功; 当前距低点4.12%; 最新日涨幅1.11%; 状态bottom_area; 底部未确认
4,85.54822192638225,82.58784303156447,002678,珠江钢琴,bottom_area,2025-06-24,4.91,2025-06-23,4.76,3.151260504201688,3.991596638655471,29.79351032448378,False,0.409,1.8623,3,3,3,100.0,23.939338608302766,35.5191256830601,6.848739495798312,3.151260504201688,历史3/3次成功; 当前距低点3.15%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
5,84.14959104774286,80.10338521661664,002041,登海种业,bottom_area,2025-06-24,9.76,2025-06-23,9.53,2.413431269674716,2.518363064008397,29.719764011799416,False,0.8264,0.5816,2,2,2,100.0,18.2043468358871,21.395106715252467,7.5865687303252844,2.413431269674716,历史2/2次成功; 当前距低点2.41%; 最新日涨幅0.83%; 状态bottom_area; 底部未确认
6,83.8871172894982,80.57870689464357,605198,安德利,bottom_area,2025-06-24,40.26,2025-06-20,39.13,2.8878098645540384,5.264502938921531,29.748653500897664,False,1.5385,1.3277,1,1,1,100.0,43.241469816272954,43.241469816272954,7.112190135445962,2.8878098645540384,历史1/1次成功; 当前距低点2.89%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
7,83.66933936148021,79.89043118199116,300703,创源股份,bottom_area,2025-06-24,21.12,2025-06-23,20.59,2.574065080135994,3.9825157843613423,30.321489001692047,False,0.0948,11.8641,2,2,2,100.0,19.02849228333993,20.914127423822727,7.425934919864006,2.574065080135994,历史2/2次成功; 当前距低点2.57%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
8,82.54466375449952,78.38820546945784,300483,首华燃气,bottom_area,2025-06-24,12.07,2025-06-24,11.8,2.288135593220335,9.999999999999996,28.915662650602414,False,-18.0027,23.9122,3,3,3,100.0,23.468573236560218,44.56035767511176,7.711864406779665,2.288135593220335,历史3/3次成功; 当前距低点2.29%; 最新日涨幅-18.00%; 状态bottom_area; 底部未确认
9,81.23167822633214,80.05322966777105,002127,南极电商,bottom_area,2025-06-24,3.94,2025-06-20,3.78,4.232804232804237,4.497354497354507,29.34579439252336,False,1.8088,1.6418,3,3,3,100.0,23.570017841745774,33.53658536585366,5.767195767195764,4.232804232804237,历史3/3次成功; 当前距低点4.23%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
10,81.03726237679635,77.59552536465442,605377,华旺科技,bottom_area,2025-06-24,8.68,2025-06-23,8.45,2.721893491124266,2.721893491124266,30.04966887417219,False,1.5205,0.896,1,1,1,100.0,25.16904583020285,25.16904583020285,7.278106508875734,2.721893491124266,历史1/1次成功; 当前距低点2.72%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
11,80.50772105822587,76.93194203834851,000999,华润三九,bottom_area,2025-06-24,31.39,2025-06-23,30.59,2.6152337365152034,2.811376266753839,29.645814167433297,False,1.4872,0.5214,1,1,1,100.0,20.293951384963254,20.293951384963254,7.3847662634847975,2.6152337365152034,历史1/1次成功; 当前距低点2.62%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
