rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.87843675910284,79.89155396670493,600048,保利发展,bottom_area,2023-11-02,10.89,2023-10-30,10.7,1.7757009345794512,4.018691588785061,28.139691067830768,False,-0.457,0.4565,2,2,2,100.0,31.721247836269217,31.987577639751546,13.224299065420547,1.7757009345794512,历史2/2次成功; 当前距低点1.78%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
12,73.1857052066944,66.73109568592325,300511,雪榕生物,bottom_area,2023-11-02,5.65,2023-10-30,5.51,2.540834845735038,4.355716878402908,27.212681638044923,False,-1.0508,1.6907,2,3,2,66.66666666666666,25.900712191034756,29.220779220779214,12.459165154264962,2.540834845735038,历史2/3次成功; 当前距低点2.54%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
13,72.64391487612104,69.3001131215916,300353,东土科技,bottom_area,2023-11-02,9.72,2023-10-24,9.26,4.967602591792666,9.503239740820742,27.372549019607845,True,-1.4199,1.348,1,1,1,100.0,21.377672209026137,21.377672209026137,10.032397408207332,4.967602591792666,历史1/1次成功; 当前距低点4.97%; 最新日涨幅-1.42%; 状态bottom_area; 底部已确认
14,71.64855825489357,65.2950899441514,000928,中钢国际,bottom_area,2023-11-02,6.12,2023-10-23,5.97,2.5125628140703578,5.192629815745402,31.06235565819862,False,-1.2903,1.761,2,3,2,66.66666666666666,17.833690825619026,18.798449612403097,12.487437185929643,2.5125628140703578,历史2/3次成功; 当前距低点2.51%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
15,67.3630482882136,59.61853104142014,300620,光库科技,bottom_area,2023-11-02,37.44,2023-10-26,37.09,0.9436505796710549,7.1178215152331985,28.46673095467695,True,-2.6268,2.7882,3,6,3,50.0,18.172335285323314,22.444343480236245,14.056349420328946,0.9436505796710549,历史3/6次成功; 当前距低点0.94%; 最新日涨幅-2.63%; 状态bottom_area; 底部已确认
16,62.2311491161829,58.89698995847685,000721,西安饮食,bottom_area,2023-11-02,10.59,2023-10-23,10.13,4.5409674234945605,8.588351431391898,30.521262002743477,True,-1.3048,2.1832,2,4,2,50.0,18.550514430346464,20.485175202156327,10.45903257650544,4.5409674234945605,历史2/4次成功; 当前距低点4.54%; 最新日涨幅-1.30%; 状态bottom_area; 底部已确认
17,61.85602186091529,53.90381367542658,300713,英可瑞,bottom_area,2023-11-02,17.38,2023-11-02,17.36,0.11520737327188695,4.1474654377880125,28.264462809917358,False,-2.7964,4.3946,1,2,1,50.0,19.819819819819813,19.819819819819813,14.884792626728114,0.11520737327188695,历史1/2次成功; 当前距低点0.12%; 最新日涨幅-2.80%; 状态bottom_area; 底部未确认
18,59.73834042553191,51.946382978723406,603326,我乐家居,bottom_area,2023-11-02,9.88,2023-11-02,9.88,0.0,2.1255060728744843,30.909090909090907,False,-1.3972,1.9455,1,2,1,50.0,20.141843971631218,20.141843971631218,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
19,59.65495432629636,55.83277391244208,600328,中盐化工,bottom_area,2023-11-02,7.91,2023-10-26,7.61,3.942181340341653,6.17608409986859,28.207547169811313,False,-0.7528,0.4048,1,2,1,50.0,37.26315789473683,37.26315789473683,11.057818659658347,3.942181340341653,历史1/2次成功; 当前距低点3.94%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
20,59.030034973703096,54.16880941982733,603305,旭升集团,bottom_area,2023-11-02,17.84,2023-10-31,17.34,2.883506343713956,5.8246828143022,28.04979253112034,False,-1.708,0.7964,1,2,1,50.0,15.339805825242717,15.339805825242717,12.116493656286043,2.883506343713956,历史1/2次成功; 当前距低点2.88%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
21,59.002045352975465,52.201484930798095,000014,沙河股份,bottom_area,2023-11-02,10.9,2023-11-02,10.8,0.9259259259259226,2.2222222222222077,31.861198738170344,False,-0.6381,2.8228,1,2,1,50.0,20.605355064027936,20.605355064027936,14.074074074074078,0.9259259259259226,历史1/2次成功; 当前距低点0.93%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
22,57.70006119283943,52.968403944531616,002080,中材科技,bottom_area,2023-11-02,17.01,2023-10-26,16.53,2.903811252268605,5.626134301270415,27.244718309859145,False,-1.7898,0.5019,1,3,1,33.33333333333333,28.579356270810223,28.579356270810223,12.096188747731395,2.903811252268605,历史1/3次成功; 当前距低点2.90%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
23,53.905264789249976,50.46613835562431,000428,华天酒店,bottom_area,2023-11-02,3.94,2023-10-23,3.79,3.9577836411609475,6.596306068601583,32.32142857142857,False,-0.7557,0.781,1,3,1,33.33333333333333,28.045977011494273,28.045977011494273,11.042216358839053,3.9577836411609475,历史1/3次成功; 当前距低点3.96%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
