rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.87843675910284,79.89155396670493,600048,保利发展,bottom_area,2023-11-02,10.89,2023-10-30,10.7,1.7757009345794512,4.018691588785061,28.139691067830768,False,-0.457,0.4565,2,2,2,100.0,31.721247836269217,31.987577639751546,13.224299065420547,1.7757009345794512,历史2/2次成功; 当前距低点1.78%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
2,87.15241427548345,76.18593220338985,002685,华东重机,bottom_area,2023-11-02,3.55,2023-11-02,3.54,0.28248587570620864,2.542372881355928,27.01030927835051,False,-1.3889,2.9986,1,1,1,100.0,109.52380952380952,109.52380952380952,14.71751412429379,0.28248587570620864,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
3,85.62060370397857,74.59682249479287,688023,安恒信息,bottom_area,2023-11-02,116.12,2023-10-30,116.0,0.10344827586207289,5.36206896551724,29.6159213639949,False,-2.025,0.6198,1,1,1,100.0,39.261744966442954,39.261744966442954,14.896551724137927,0.10344827586207289,历史1/1次成功; 当前距低点0.10%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
4,84.87555085988856,74.46070026354472,300342,天银机电,bottom_area,2023-11-02,16.98,2023-11-02,16.9,0.47337278106509967,12.189349112426049,28.389830508474585,False,-14.2424,23.3979,3,3,3,100.0,19.9461838944793,26.68539325842696,14.526627218934902,0.47337278106509967,历史3/3次成功; 当前距低点0.47%; 最新日涨幅-14.24%; 状态bottom_area; 底部未确认
5,82.97665838441965,72.57499388777163,000938,紫光股份,bottom_area,2023-11-02,19.32,2023-11-02,19.26,0.31152647975077213,2.5960539979231565,28.161133905259224,False,-1.1765,1.3294,1,1,1,100.0,30.942334739803094,30.942334739803094,14.688473520249227,0.31152647975077213,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-1.18%; 状态bottom_area; 底部未确认
6,82.74987652320978,75.9511777478287,601155,新城控股,bottom_area,2023-11-02,11.73,2023-10-20,11.4,2.8947368421052637,6.052631578947364,27.06333973128599,False,-0.9291,0.5396,2,2,2,100.0,24.2536438055306,24.642857142857142,12.105263157894736,2.8947368421052637,历史2/2次成功; 当前距低点2.89%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
7,78.2103158743064,72.99938964970876,001322,箭牌家居,bottom_area,2023-11-02,12.58,2023-10-23,12.12,3.7953795379538025,8.333333333333346,30.74285714285715,True,-1.6419,2.011,1,1,1,100.0,26.897069872276486,26.897069872276486,11.204620462046197,3.7953795379538025,历史1/1次成功; 当前距低点3.80%; 最新日涨幅-1.64%; 状态bottom_area; 底部已确认
8,77.95761019549815,73.2459628686531,600004,白云机场,bottom_area,2023-11-02,10.54,2023-10-23,10.12,4.150197628458498,9.584980237154157,31.38983050847458,True,-0.7533,0.3343,1,1,1,100.0,32.57211538461537,32.57211538461537,10.8498023715415,4.150197628458498,历史1/1次成功; 当前距低点4.15%; 最新日涨幅-0.75%; 状态bottom_area; 底部已确认
9,76.40255193474118,68.40944800942896,300454,深信服,bottom_area,2023-11-02,81.7,2023-10-27,80.44,1.5663848831427216,6.364992541024373,27.150878464046375,False,-1.245,0.5638,2,3,2,66.66666666666666,22.979241270579003,29.49391262831224,13.433615116857279,1.5663848831427216,历史2/3次成功; 当前距低点1.57%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
10,74.6890990296891,69.70304200999595,300486,东杰智能,bottom_area,2023-11-02,6.85,2023-10-24,6.6,3.787878787878788,6.969696969696971,30.453108535300323,False,-1.4388,0.9973,1,1,1,100.0,18.276374442793454,18.276374442793454,11.212121212121213,3.787878787878788,历史1/1次成功; 当前距低点3.79%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
11,74.44369216866946,66.448859030837,002366,融发核电,bottom_area,2023-11-02,5.07,2023-10-23,5.0,1.4000000000000057,8.000000000000007,28.469241773962807,True,-1.7442,0.9761,2,4,2,50.0,20.64977973568282,25.0,13.599999999999993,1.4000000000000057,历史2/4次成功; 当前距低点1.40%; 最新日涨幅-1.74%; 状态bottom_area; 底部已确认
