rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.73804872967874,81.0151060820368,002388,新亚制程,bottom_area,2022-12-23,7.17,2022-12-23,7.07,1.4144271570014093,6.364922206506354,32.666666666666664,False,-2.1828,3.3302,1,1,1,100.0,50.505050505050505,50.505050505050505,13.58557284299859,1.4144271570014093,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
2,87.62162985843348,79.88180427396692,300542,新晨科技,bottom_area,2022-12-23,11.74,2022-12-23,11.45,2.532751091703065,3.8427947598253387,27.89672544080605,False,1.2942,1.9294,2,2,2,100.0,18.47568152177371,21.587301587301592,12.467248908296934,2.532751091703065,历史2/2次成功; 当前距低点2.53%; 最新日涨幅1.29%; 状态bottom_area; 底部未确认
3,87.12570438626668,77.38337977949803,603289,泰瑞机器,bottom_area,2022-12-23,8.92,2022-12-23,8.82,1.1337868480725584,1.9274376417233552,29.888712241653415,False,-0.2237,1.4544,1,1,1,100.0,27.034482758620705,27.034482758620705,13.866213151927443,1.1337868480725584,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
4,86.82492735691848,78.16424287683594,300382,斯莱克,bottom_area,2022-12-23,18.1,2022-12-23,17.77,1.857062464828373,5.79628587507035,28.34677419354839,False,-4.1314,1.1684,2,2,2,100.0,33.64701772389588,49.70059880239522,13.142937535171626,1.857062464828373,历史2/2次成功; 当前距低点1.86%; 最新日涨幅-4.13%; 状态bottom_area; 底部未确认
5,86.40968735708638,77.01125677344183,300667,必创科技,bottom_area,2022-12-23,14.61,2022-12-23,14.42,1.3176144244105377,3.6754507628293993,29.863813229571978,False,-1.0833,1.5288,1,1,1,100.0,27.287191726332534,27.287191726332534,13.682385575589462,1.3176144244105377,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-1.08%; 状态bottom_area; 底部未确认
6,85.4931428589383,75.63273719822828,300707,威唐工业,bottom_area,2022-12-23,14.24,2022-12-23,14.11,0.9213323883770431,3.189227498228215,29.308617234468944,False,-0.9047,1.7292,3,3,3,100.0,21.523521740472766,24.351297405189634,14.078667611622956,0.9213323883770431,历史3/3次成功; 当前距低点0.92%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
7,85.29744968834062,77.41499819178237,002423,中粮资本,bottom_area,2022-12-23,7.14,2022-12-23,6.98,2.2922636103151754,2.5787965616045803,28.41025641025641,False,0.7052,1.0913,1,1,1,100.0,18.932038834951456,18.932038834951456,12.707736389684824,2.2922636103151754,历史1/1次成功; 当前距低点2.29%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
8,84.30140305278073,74.90634637194809,603130,云中马,bottom_area,2022-12-23,27.12,2022-12-23,26.81,1.1562849682954206,11.376352107422607,30.508035251425607,False,-8.2854,19.6375,1,1,1,100.0,24.207936019686265,24.207936019686265,13.843715031704578,1.1562849682954206,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-8.29%; 状态bottom_area; 底部未确认
9,83.40746471659887,75.50097220270618,603212,赛伍技术,bottom_area,2022-12-23,27.54,2022-12-23,26.96,2.151335311572694,4.562314540059349,27.09572742022714,False,-1.7832,4.5107,1,1,1,100.0,29.387186629526475,29.387186629526475,12.848664688427306,2.151335311572694,历史1/1次成功; 当前距低点2.15%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
10,82.3785799271496,75.4337099264372,002395,双象股份,bottom_area,2022-12-23,10.02,2022-12-20,9.75,2.7692307692307647,5.230769230769228,28.62371888726208,False,-0.6938,0.7031,1,1,1,100.0,36.59976387249114,36.59976387249114,12.230769230769234,2.7692307692307647,历史1/1次成功; 当前距低点2.77%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
11,82.32090833650473,72.7448090118455,300758,七彩化学,bottom_area,2022-12-23,11.71,2022-12-23,11.61,0.8613264427218038,3.9621016365202486,27.437500000000004,False,-2.4979,2.3308,1,1,1,100.0,38.59480269489894,38.59480269489894,14.138673557278194,0.8613264427218038,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-2.50%; 状态bottom_area; 底部未确认
12,82.30444153533746,72.74144928075539,002534,西子洁能,bottom_area,2022-12-23,13.92,2022-12-23,13.8,0.8695652173912987,1.8115942028985508,29.375639713408386,False,-0.1435,0.3941,2,2,2,100.0,22.01106438928788,26.532951289398277,14.1304347826087,0.8695652173912987,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
13,80.06955788494078,71.63458544839256,002269,美邦服饰,bottom_area,2022-12-23,2.0,2022-12-23,1.97,1.52284263959391,4.56852791878173,27.30627306273063,False,-3.3816,4.9817,2,3,2,66.66666666666666,95.19246688741721,173.50993377483442,13.477157360406089,1.52284263959391,历史2/3次成功; 当前距低点1.52%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
14,79.76977075375416,70.43310022558813,002795,永和智控,bottom_area,2022-12-23,8.63,2022-12-23,8.56,0.8177570093457976,2.3364485981308327,30.40650406504065,False,-1.2586,1.7918,1,1,1,100.0,25.632183908045985,25.632183908045985,14.182242990654201,0.8177570093457976,历史1/1次成功; 当前距低点0.82%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
15,78.58367237209431,69.11241662459506,001332,锡装股份,bottom_area,2022-12-23,56.41,2022-12-23,56.07,0.6063848760477908,4.351703228107719,32.874416377349455,False,-3.5891,4.4279,1,1,1,100.0,26.155774956903304,26.155774956903304,14.393615123952209,0.6063848760477908,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-3.59%; 状态bottom_area; 底部未确认
16,78.08510341190001,69.16471531232725,000919,金陵药业,bottom_area,2022-12-23,8.18,2022-12-23,8.1,0.9876543209876552,3.4567901234568046,27.354260089686104,False,-0.6075,2.4965,1,1,1,100.0,20.8955223880597,20.8955223880597,14.012345679012345,0.9876543209876552,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
17,70.76545581075943,62.78124814011758,688115,思林杰,bottom_area,2022-12-23,38.62,2022-12-23,38.21,1.0730175346767772,1.753467678618167,31.375718390804597,False,0.0259,0.9089,1,2,1,50.0,16.977032898820603,16.977032898820603,13.926982465323224,1.0730175346767772,历史1/2次成功; 当前距低点1.07%; 最新日涨幅0.03%; 状态bottom_area; 底部未确认
18,69.86443135831789,62.38199499937479,603283,赛腾股份,bottom_area,2022-12-23,29.33,2022-12-23,28.92,1.4177040110649952,5.463347164591972,28.29159434664021,False,-3.2013,1.9512,2,4,2,50.0,18.410538411843913,18.522815158546013,13.582295988935003,1.4177040110649952,历史2/4次成功; 当前距低点1.42%; 最新日涨幅-3.20%; 状态bottom_area; 底部未确认
19,69.71288731937678,62.82589961718419,002006,精工科技,bottom_area,2022-12-23,23.96,2022-12-23,23.51,1.9140791152700947,3.1475967673330425,28.649468892261005,False,-1.3992,0.5418,1,2,1,50.0,61.48648648648647,61.48648648648647,13.085920884729903,1.9140791152700947,历史1/2次成功; 当前距低点1.91%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
20,67.98531479983644,59.516762069921306,300724,捷佳伟创,bottom_area,2022-12-23,100.37,2022-12-23,100.01,0.3599640035996394,6.689331066893309,27.57097334878332,False,-3.8602,2.6,2,4,2,50.0,29.87892472112087,30.55368319691865,14.64003599640036,0.3599640035996394,历史2/4次成功; 当前距低点0.36%; 最新日涨幅-3.86%; 状态bottom_area; 底部未确认
21,65.30060332273578,57.46144696316021,300360,炬华科技,bottom_area,2022-12-23,12.67,2022-12-23,12.59,0.6354249404289124,3.415409054805399,30.748074807480748,False,-1.4774,1.1721,1,2,1,50.0,45.323741007194236,45.323741007194236,14.364575059571086,0.6354249404289124,历史1/2次成功; 当前距低点0.64%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
