rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.42975095492743,84.58806722689076,301260,格力博,bottom_area,2025-06-17,19.36,2025-06-16,19.04,1.6806722689075646,3.046218487394968,27.272727272727277,False,0.207,3.0745,1,1,1,100.0,58.71313672922254,58.71313672922254,18.319327731092436,1.6806722689075646,历史1/1次成功; 当前距低点1.68%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
2,95.24286030988299,83.185661039503,603198,迎驾贡酒,bottom_area,2025-06-17,38.76,2025-06-16,37.79,2.5668166181529473,3.2283672929346356,29.78446674098848,False,0.3625,0.7157,2,2,2,100.0,36.655929725224325,39.66017405719024,17.433183381847055,2.5668166181529473,历史2/2次成功; 当前距低点2.57%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
3,92.64092173639588,78.85154821495513,002909,集泰股份,bottom_area,2025-06-17,6.13,2025-06-16,6.06,1.15511551155116,2.640264026402643,27.598566308243726,False,-0.487,3.6163,1,1,1,100.0,35.18930957683742,35.18930957683742,18.84488448844884,1.15511551155116,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
4,91.72231488666071,79.43882468168462,001230,劲旅环境,bottom_area,2025-06-17,20.85,2025-06-13,20.42,2.105778648383936,5.484818805093033,27.356812522234076,False,-1.2316,6.9859,1,1,1,100.0,84.69119579500656,84.69119579500656,17.894221351616064,2.105778648383936,历史1/1次成功; 当前距低点2.11%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
5,90.6485917440384,75.86244020423209,605377,华旺科技,bottom_area,2025-06-17,8.64,2025-06-17,8.62,0.2320185614849345,0.8120649651972192,28.64238410596027,False,0.0,0.4413,1,1,1,100.0,25.16904583020285,25.16904583020285,19.76798143851507,0.2320185614849345,历史1/1次成功; 当前距低点0.23%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,89.5379025191675,75.44818181818178,605005,合兴股份,bottom_area,2025-06-17,18.26,2025-06-17,18.15,0.6060606060606225,2.3691460055096405,31.79255918827509,False,-1.4039,1.1414,1,1,1,100.0,96.96521095484826,96.96521095484826,19.393939393939377,0.6060606060606225,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-1.40%; 状态bottom_area; 底部未确认
7,89.35434125960062,76.6937806451613,002471,中超控股,bottom_area,2025-06-17,5.04,2025-06-16,4.96,1.6129032258064528,6.854838709677416,27.272727272727277,False,-2.3256,15.0656,1,1,1,100.0,29.2,29.2,18.387096774193548,1.6129032258064528,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-2.33%; 状态bottom_area; 底部未确认
8,89.24367433081197,76.48515864332607,603577,汇金通,bottom_area,2025-06-17,9.28,2025-06-16,9.14,1.5317286652078643,2.297592997811806,28.926905132192836,False,-0.6424,3.2011,1,1,1,100.0,27.083333333333325,27.083333333333325,18.468271334792135,1.5317286652078643,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
9,89.21596374576714,78.11535996173161,600770,综艺股份,bottom_area,2025-06-17,5.32,2025-06-13,5.18,2.702702702702714,4.247104247104259,31.390728476821195,False,0.0,2.2092,1,1,1,100.0,27.72861356932153,27.72861356932153,17.297297297297288,2.702702702702714,历史1/1次成功; 当前距低点2.70%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,87.87876088381643,73.84489032442367,000811,冰轮环境,bottom_area,2025-06-17,8.84,2025-06-17,8.8,0.4545454545454448,2.045454545454542,31.7300232738557,False,-1.2291,1.7302,4,5,4,80.0,32.856204090254195,47.451868629671566,19.545454545454557,0.4545454545454448,历史4/5次成功; 当前距低点0.45%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
11,84.78752048178792,73.26816836067748,688188,柏楚电子,bottom_area,2025-06-17,139.37,2025-06-11,136.66,1.9830235621249876,2.8757500365871556,31.8675840063815,False,0.259,0.2884,2,3,2,66.66666666666666,31.735459223955836,34.07281509974057,18.016976437875012,1.9830235621249876,历史2/3次成功; 当前距低点1.98%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
12,83.63862393891154,70.27698661246473,000999,华润三九,bottom_area,2025-06-17,31.2,2025-06-17,31.06,0.4507405022537043,1.3844172569220854,28.56485740570377,False,-0.4785,0.6195,1,1,1,100.0,20.293951384963254,20.293951384963254,19.549259497746295,0.4507405022537043,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
13,82.45497479969414,70.76568720075616,300346,南大光电,bottom_area,2025-06-17,30.33,2025-06-13,29.85,1.6080402010050145,3.1825795644891097,27.513355998057303,False,-0.7851,1.1467,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,18.391959798994986,1.6080402010050145,历史2/3次成功; 当前距低点1.61%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
14,82.4137259401136,69.93421280785172,688448,磁谷科技,bottom_area,2025-06-17,28.58,2025-06-13,28.3,0.9893992932862106,2.65017667844523,28.154353896928153,False,-0.7639,1.4113,1,1,1,100.0,25.053995680345576,25.053995680345576,19.01060070671379,0.9893992932862106,历史1/1次成功; 当前距低点0.99%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
15,78.96779011827887,71.38205588060337,688682,霍莱沃,bottom_area,2025-06-17,28.87,2025-06-13,27.64,4.4500723589001465,9.11722141823444,32.25490196078431,True,-2.1024,2.2837,1,1,1,100.0,26.22699386503069,26.22699386503069,15.549927641099853,4.4500723589001465,历史1/1次成功; 当前距低点4.45%; 最新日涨幅-2.10%; 状态bottom_area; 底部已确认
16,76.61899099812162,65.63174990321332,000715,中兴商业,bottom_area,2025-06-17,5.4,2025-06-16,5.32,1.5037593984962419,2.631578947368415,29.999999999999993,False,-0.1848,1.5438,2,4,2,50.0,26.722157697767457,29.105691056910565,18.49624060150376,1.5037593984962419,历史2/4次成功; 当前距低点1.50%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
17,74.94277993940226,63.85430739734783,001311,多利科技,bottom_area,2025-06-17,20.04,2025-06-10,19.8,1.2121212121212042,5.707070707070702,31.794695142955565,False,-0.2985,1.6955,1,2,1,50.0,46.9244288224956,46.9244288224956,18.787878787878796,1.2121212121212042,历史1/2次成功; 当前距低点1.21%; 最新日涨幅-0.30%; 状态bottom_area; 底部未确认
18,73.79292077993054,63.0126046031353,002041,登海种业,bottom_area,2025-06-17,9.89,2025-06-03,9.76,1.3319672131147622,6.249999999999995,28.023598820059004,False,0.3043,0.6697,1,2,1,50.0,21.395106715252467,21.395106715252467,18.668032786885238,1.3319672131147622,历史1/2次成功; 当前距低点1.33%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
