rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.57503785090827,80.65174087127012,300480,光力科技,bottom_area,2023-12-22,20.67,2023-12-22,20.53,0.6819288845591844,3.555772040915735,28.64094542926659,False,-2.1307,1.6477,4,4,4,100.0,28.906122193898153,39.69465648854962,14.318071115440814,0.6819288845591844,历史4/4次成功; 当前距低点0.68%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
2,90.58623410080982,80.80090152913732,601628,中国人寿,bottom_area,2023-12-22,27.53,2023-12-21,27.16,1.3622974963181185,1.9882179675994076,29.16014606155452,False,0.6213,0.0526,1,1,1,100.0,25.736235595390532,25.736235595390532,13.637702503681881,1.3622974963181185,历史1/1次成功; 当前距低点1.36%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
3,89.9081809215049,80.84516268406665,688182,灿勤科技,bottom_area,2023-12-22,17.02,2023-12-21,16.72,1.7942583732057462,5.263157894736858,28.055077452667813,False,-1.2188,2.3951,2,2,2,100.0,37.0756547041707,49.999999999999986,13.205741626794254,1.7942583732057462,历史2/2次成功; 当前距低点1.79%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
4,88.30317985944855,79.6965217391304,603013,亚普股份,bottom_area,2023-12-22,16.89,2023-12-21,16.56,1.992753623188417,4.166666666666675,27.208791208791215,False,-1.3435,0.6332,1,1,1,100.0,53.30739299610896,53.30739299610896,13.007246376811581,1.992753623188417,历史1/1次成功; 当前距低点1.99%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
5,83.87238318023618,74.41689075630251,603153,上海建科,bottom_area,2023-12-22,20.62,2023-12-22,20.4,1.0784313725490315,6.862745098039226,31.95463642428286,False,-4.977,31.3106,1,1,1,100.0,20.622119815668214,20.622119815668214,13.921568627450966,1.0784313725490315,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-4.98%; 状态bottom_area; 底部未确认
6,82.72194232857481,72.94677804088442,301499,维科精密,bottom_area,2023-12-22,29.57,2023-12-22,29.35,0.7495741056218019,3.8500851788756356,29.61630695443645,False,-2.6021,8.052,2,2,2,100.0,21.64412366506522,21.950454687989964,14.250425894378196,0.7495741056218019,历史2/2次成功; 当前距低点0.75%; 最新日涨幅-2.60%; 状态bottom_area; 底部未确认
7,82.08886039122682,73.91246334698192,002369,卓翼科技,bottom_area,2023-12-22,5.46,2023-12-21,5.36,1.865671641791038,4.291044776119394,31.193838254172015,False,-1.444,3.0957,1,1,1,100.0,17.345132743362825,17.345132743362825,13.134328358208961,1.865671641791038,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
8,81.71979393057973,71.6766441266267,002142,宁波银行,bottom_area,2023-12-22,19.58,2023-12-22,19.49,0.46177526936890645,2.5654181631605955,32.97799174690509,False,-1.5586,0.738,1,1,1,100.0,27.95425667090217,27.95425667090217,14.538224730631095,0.46177526936890645,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
9,81.28238294630793,70.83613626325089,605188,国光连锁,bottom_area,2023-12-22,8.5,2023-12-21,8.49,0.1177856301531188,2.9446407538280326,29.426433915211962,False,-2.0737,0.6391,1,1,1,100.0,19.218749999999993,19.218749999999993,14.88221436984688,0.1177856301531188,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
10,80.91593951467242,76.2650436660336,300707,威唐工业,bottom_area,2023-12-22,17.39,2023-12-21,16.67,4.31913617276544,5.458908218356308,28.08455565142363,False,1.8746,8.7098,4,5,4,80.0,30.92835559106886,59.14285714285715,10.68086382723456,4.31913617276544,历史4/5次成功; 当前距低点4.32%; 最新日涨幅1.87%; 状态bottom_area; 底部未确认
11,80.83077031871015,70.87655230596175,002451,摩恩电气,bottom_area,2023-12-22,6.75,2023-12-22,6.72,0.4464285714285751,3.2738095238095335,28.888888888888886,False,-2.4566,3.9953,1,1,1,100.0,23.464566929133863,23.464566929133863,14.553571428571423,0.4464285714285751,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
12,80.16763155857728,75.36998398371057,002129,TCL中环,bottom_area,2023-12-22,14.94,2023-12-21,14.34,4.18410041841004,5.997210599721056,27.502527805864514,False,0.9459,2.7931,1,1,1,100.0,31.12759643916912,31.12759643916912,10.81589958158996,4.18410041841004,历史1/1次成功; 当前距低点4.18%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
13,80.14106642927555,70.04062201913818,002821,凯莱英,bottom_area,2023-12-22,115.08,2023-12-22,114.77,0.2701054282478019,2.552931950858244,27.58990536277603,False,-2.0346,1.3081,1,1,1,100.0,16.80893761044718,16.80893761044718,14.729894571752197,0.2701054282478019,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-2.03%; 状态bottom_area; 底部未确认
14,79.40607263331184,73.8746898647375,600199,金种子酒,bottom_area,2023-12-22,18.03,2023-12-21,17.4,3.620689655172429,5.000000000000006,27.1356783919598,False,-0.8796,1.6168,2,2,2,100.0,21.988506873820672,23.70304114490161,11.37931034482757,3.620689655172429,历史2/2次成功; 当前距低点3.62%; 最新日涨幅-0.88%; 状态bottom_area; 底部未确认
15,78.29546605400053,69.16971388586535,301393,昊帆生物,bottom_area,2023-12-22,59.5,2023-12-22,59.0,0.847457627118644,3.6610169491525366,27.678352537386612,False,-2.1221,4.1038,1,1,1,100.0,19.203856320945413,19.203856320945413,14.152542372881355,0.847457627118644,历史1/1次成功; 当前距低点0.85%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
