rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.35542598919605,75.00612288254865,605111,新洁能,bottom_area,2022-04-07,135.33,2022-04-07,135.2,0.09615384615386383,4.563609467455634,31.75164058556285,False,-2.836,3.6907,2,2,2,100.0,24.706202428921863,36.800373134328346,9.903846153846137,0.09615384615386383,历史2/2次成功; 当前距低点0.10%; 最新日涨幅-2.84%; 状态bottom_area; 底部未确认
2,79.39039314508659,75.35422110552763,002069,獐子岛,bottom_area,2022-04-07,4.07,2022-04-06,3.98,2.2613065326633244,9.547738693467345,28.158844765342963,True,-3.3254,5.9377,1,1,1,100.0,30.967741935483854,30.967741935483854,7.738693467336677,2.2613065326633244,历史1/1次成功; 当前距低点2.26%; 最新日涨幅-3.33%; 状态bottom_area; 底部已确认
3,78.65197721416459,74.33655899533431,688221,前沿生物,bottom_area,2022-04-07,16.02,2022-04-07,15.7,2.038216560509556,6.624203821656045,27.981651376146793,False,-4.6996,4.0629,2,2,2,100.0,15.288670716645669,15.615615615615624,7.9617834394904445,2.038216560509556,历史2/2次成功; 当前距低点2.04%; 最新日涨幅-4.70%; 状态bottom_area; 底部未确认
4,77.55589003590664,70.50535457809694,605286,同力天启,bottom_area,2022-04-07,23.58,2022-04-07,23.58,0.0,4.410517387616636,29.316546762589933,False,-4.3408,4.8433,2,2,2,100.0,21.802981602671757,30.46080191502094,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-4.34%; 状态bottom_area; 底部未确认
5,77.52060629377262,76.5585533149474,300603,立昂技术,bottom_area,2022-04-07,13.21,2022-04-06,12.66,4.344391785150084,7.109004739336496,31.233025529603474,True,1.6154,13.5675,2,2,2,100.0,13.622400995105375,15.274463007159895,5.6556082148499165,4.344391785150084,历史2/2次成功; 当前距低点4.34%; 最新日涨幅1.62%; 状态bottom_area; 底部已确认
6,76.29045549095058,69.88078237759979,002534,西子洁能,bottom_area,2022-04-07,17.76,2022-04-07,17.69,0.3957037874505386,3.843979649519501,29.66202783300198,False,-2.3639,0.8127,1,1,1,100.0,17.489177489177486,17.489177489177486,9.604296212549462,0.3957037874505386,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
7,75.6961230352963,68.93525236244112,300671,富满微,bottom_area,2022-04-07,76.39,2022-04-07,76.32,0.09171907756814386,4.376310272536692,27.706734867860188,False,-3.7788,3.8574,1,1,1,100.0,18.894472361809044,18.894472361809044,9.908280922431857,0.09171907756814386,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-3.78%; 状态bottom_area; 底部未确认
8,74.71972693032016,67.92702448210923,688117,圣诺生物,bottom_area,2022-04-07,35.75,2022-04-07,35.75,0.0,9.090909090909092,27.748585286984635,False,-8.0977,11.6486,1,1,1,100.0,24.6076585059636,24.6076585059636,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-8.10%; 状态bottom_area; 底部未确认
9,73.21305395953802,67.44160860754609,002173,创新医疗,bottom_area,2022-04-07,7.28,2022-04-07,7.23,0.6915629322268302,6.224066390041483,29.46341463414634,False,-5.0847,8.111,1,1,1,100.0,18.21705426356588,18.21705426356588,9.30843706777317,0.6915629322268302,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-5.08%; 状态bottom_area; 底部未确认
10,64.3660374188088,62.45367665108813,300540,蜀道装备,bottom_area,2022-04-07,24.82,2022-04-06,24.0,3.416666666666668,8.708333333333334,30.23255813953488,True,-4.6851,3.4167,2,3,2,66.66666666666666,14.661344002265974,18.695652173913043,6.583333333333333,3.416666666666668,历史2/3次成功; 当前距低点3.42%; 最新日涨幅-4.69%; 状态bottom_area; 底部已确认
11,58.959451730835156,53.781224132905834,002309,中利集团,bottom_area,2022-04-07,5.65,2022-04-07,5.64,0.1773049645390191,6.382978723404261,30.37037037037037,False,-5.99,4.6742,1,2,1,50.0,30.136986301369873,30.136986301369873,9.822695035460981,0.1773049645390191,历史1/2次成功; 当前距低点0.18%; 最新日涨幅-5.99%; 状态bottom_area; 底部未确认
