rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.14958940808762,75.12342711626322,002246,北化股份,bottom_area,2025-01-21,9.37,2025-01-06,9.2,1.847826086956521,6.521739130434799,27.38752959747435,False,-1.5756,1.3973,3,4,3,75.0,27.803605346903716,31.992687385740403,18.15217391304348,1.847826086956521,历史3/4次成功; 当前距低点1.85%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
2,85.75010225624007,74.03560741249142,002418,康盛股份,bottom_area,2025-01-21,3.16,2025-01-21,3.1,1.9354838709677438,10.967741935483865,31.26385809312638,False,-8.1395,22.6279,1,1,1,100.0,29.078014184397176,29.078014184397176,18.064516129032256,1.9354838709677438,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-8.14%; 状态bottom_area; 底部未确认
3,80.27846602047197,68.68702287089793,300434,金石亚药,bottom_area,2025-01-21,8.45,2025-01-13,8.33,1.4405762304921874,7.563025210084043,27.439024390243905,True,-2.1991,3.2239,2,4,2,50.0,33.18030471193622,39.62264150943396,18.559423769507813,1.4405762304921874,历史2/4次成功; 当前距低点1.44%; 最新日涨幅-2.20%; 状态bottom_area; 底部已确认
4,78.91171092886498,69.81151362240607,600325,华发股份,bottom_area,2025-01-21,5.37,2025-01-13,5.2,3.269230769230768,5.769230769230766,29.539295392953925,False,0.5618,2.1705,2,3,2,66.66666666666666,28.917704890244938,32.553606237816766,16.730769230769234,3.269230769230768,历史2/3次成功; 当前距低点3.27%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
5,72.64397949435283,63.07799767024791,300347,泰格医药,bottom_area,2025-01-21,49.6,2025-01-13,48.51,2.24695938981654,6.472892187177903,29.797395079594786,False,-2.0537,1.6582,2,4,2,50.0,22.102500424890394,23.423271500843175,17.75304061018346,2.24695938981654,历史2/4次成功; 当前距低点2.25%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
6,70.213522461743,62.22260564136253,600199,金种子酒,bottom_area,2025-01-21,11.68,2025-01-13,11.3,3.3628318584070707,8.407079646017692,27.93367346938775,True,-1.4346,1.127,2,4,2,50.0,21.988506873820672,23.70304114490161,16.63716814159293,3.3628318584070707,历史2/4次成功; 当前距低点3.36%; 最新日涨幅-1.43%; 状态bottom_area; 底部已确认
7,69.03501170945904,62.390679519999594,002819,东方中科,bottom_area,2025-01-21,24.94,2025-01-06,23.88,4.4388609715242975,10.343383584589626,28.072289156626518,True,-2.1577,2.0368,2,4,2,50.0,36.08216416706984,51.677148846960186,15.561139028475704,4.4388609715242975,历史2/4次成功; 当前距低点4.44%; 最新日涨幅-2.16%; 状态bottom_area; 底部已确认
8,68.86181214389667,60.28706542099766,600202,哈空调,bottom_area,2025-01-21,4.57,2025-01-21,4.45,2.696629213483148,5.168539325842686,28.685897435897434,False,-2.1413,7.5326,2,5,2,40.0,34.27623670827554,41.50485436893204,17.303370786516854,2.696629213483148,历史2/5次成功; 当前距低点2.70%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
9,68.75580142729217,59.27970292976104,600939,重庆建工,bottom_area,2025-01-21,2.74,2025-01-13,2.69,1.8587360594795637,7.806691449814125,29.21052631578947,True,-3.1802,0.8264,1,2,1,50.0,31.277533039647576,31.277533039647576,18.14126394052044,1.8587360594795637,历史1/2次成功; 当前距低点1.86%; 最新日涨幅-3.18%; 状态bottom_area; 底部已确认
10,67.67631048901377,58.672359877104306,300682,朗新科技,bottom_area,2025-01-21,10.4,2025-01-13,10.18,2.1611001964636603,7.26915520628684,29.256428075052128,True,-0.858,1.2198,1,2,1,50.0,21.503593145384194,21.503593145384194,17.83889980353634,2.1611001964636603,历史1/2次成功; 当前距低点2.16%; 最新日涨幅-0.86%; 状态bottom_area; 底部已确认
11,67.52192808345326,59.19860431654678,000503,国新健康,bottom_area,2025-01-21,10.0,2025-01-08,9.73,2.7749229188078064,8.73586844809866,32.89655172413793,True,-2.2483,1.6542,1,2,1,50.0,31.85714285714286,31.85714285714286,17.225077081192193,2.7749229188078064,历史1/2次成功; 当前距低点2.77%; 最新日涨幅-2.25%; 状态bottom_area; 底部已确认
