rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.78279050663521,81.9446586051791,300649,杭州园林,bottom_area,2022-04-21,24.1,2022-04-21,23.77,1.3883045856121239,7.2360117795540555,29.213817748659913,False,-4.931,5.5761,2,2,2,100.0,48.22576914179969,71.60305343511452,8.611695414387876,1.3883045856121239,历史2/2次成功; 当前距低点1.39%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
19,73.76564689736767,67.45348583735803,002014,永新股份,bottom_area,2022-04-21,6.54,2022-04-21,6.52,0.3067484662576758,4.601226993865041,32.43523316062177,False,-3.3973,0.4758,1,1,1,100.0,13.563829787234038,13.563829787234038,9.693251533742325,0.3067484662576758,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
20,73.74836462650829,67.47918370771701,688339,亿华通,bottom_area,2022-04-21,118.4,2022-04-21,118.0,0.33898305084746244,5.932203389830509,27.384615384615387,False,-5.1662,1.2514,1,1,1,100.0,14.0971239981141,14.0971239981141,9.661016949152538,0.33898305084746244,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-5.17%; 状态bottom_area; 底部未确认
21,73.46181316778359,67.34067102655452,300598,诚迈科技,bottom_area,2022-04-21,41.53,2022-04-21,41.35,0.43530834340991464,5.92503022974606,27.303094233473978,False,-5.096,1.6993,1,1,1,100.0,14.533193814672712,14.533193814672712,9.564691656590085,0.43530834340991464,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-5.10%; 状态bottom_area; 底部未确认
22,73.45645834947531,67.39272180518974,600196,复星医药,bottom_area,2022-04-21,41.9,2022-04-21,41.7,0.4796163069544262,5.371702637889675,27.072402938090235,False,-4.0311,1.8728,1,1,1,100.0,15.356166586267886,15.356166586267886,9.520383693045574,0.4796163069544262,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-4.03%; 状态bottom_area; 底部未确认
23,73.429644293485,67.05976669348348,002177,御银股份,bottom_area,2022-04-21,4.19,2022-04-21,4.18,0.23923444976078173,9.090909090909088,30.679933665008303,False,-9.1106,7.9903,1,1,1,100.0,10.619469026548666,10.619469026548666,9.760765550239219,0.23923444976078173,历史1/1次成功; 当前距低点0.24%; 最新日涨幅-9.11%; 状态bottom_area; 底部未确认
24,72.9925668500581,67.0887562960093,600129,太极集团,bottom_area,2022-04-21,17.5,2022-04-21,17.4,0.5747126436781691,8.045977011494266,27.196652719665277,False,-7.1125,2.4982,1,1,1,100.0,14.887640449438196,14.887640449438196,9.425287356321832,0.5747126436781691,历史1/1次成功; 当前距低点0.57%; 最新日涨幅-7.11%; 状态bottom_area; 底部未确认
25,72.73045876589094,66.76783075609376,300485,赛升药业,bottom_area,2022-04-21,11.78,2022-04-21,11.72,0.5119453924914567,6.143344709897601,29.567307692307693,False,-4.3831,3.3758,1,1,1,100.0,12.392829306313327,12.392829306313327,9.488054607508543,0.5119453924914567,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
26,72.56173808948517,66.67155416951472,600272,开开实业,bottom_area,2022-04-21,9.01,2022-04-21,8.96,0.5580357142857023,7.031249999999989,28.83240667196187,False,-6.4382,4.7993,1,1,1,100.0,12.440191387559814,12.440191387559814,9.441964285714297,0.5580357142857023,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-6.44%; 状态bottom_area; 底部未确认
27,72.51602717769208,66.7049234196603,002390,信邦制药,bottom_area,2022-04-21,4.89,2022-04-21,4.86,0.6172839506172707,4.938271604938257,27.027027027027025,False,-3.7402,1.5301,1,1,1,100.0,13.345864661654133,13.345864661654133,9.382716049382731,0.6172839506172707,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
28,72.45508426180463,66.79722647006838,300675,建科院,bottom_area,2022-04-21,15.1,2022-04-21,14.99,0.7338225483655733,7.004669779853229,27.6195074843071,False,-5.6839,3.2182,1,1,1,100.0,15.270655270655267,15.270655270655267,9.266177451634427,0.7338225483655733,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-5.68%; 状态bottom_area; 底部未确认
29,72.35876101201956,66.59041898527005,300656,民德电子,bottom_area,2022-04-21,34.54,2022-04-21,34.32,0.6410256410256377,5.769230769230759,27.97481636935991,False,-4.2683,0.3614,1,1,1,100.0,13.021276595744673,13.021276595744673,9.358974358974363,0.6410256410256377,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
30,72.08750166692157,66.45945241462923,300732,设研院,bottom_area,2022-04-21,12.34,2022-04-21,12.25,0.7346938775510192,5.877551020408169,30.397727272727277,False,-4.563,3.3525,1,1,1,100.0,13.465346534653477,13.465346534653477,9.265306122448981,0.7346938775510192,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-4.56%; 状态bottom_area; 底部未确认
31,72.08599902725555,66.51134843581445,002320,海峡股份,bottom_area,2022-04-21,5.19,2022-04-21,5.15,0.7766990291262142,4.27184466019417,28.670360110803315,False,-3.1716,0.8072,1,1,1,100.0,14.259259259259249,14.259259259259249,9.223300970873787,0.7766990291262142,历史1/1次成功; 当前距低点0.78%; 最新日涨幅-3.17%; 状态bottom_area; 底部未确认
32,71.82215580404876,66.285377235007,600405,动力源,bottom_area,2022-04-21,5.1,2022-04-21,5.06,0.7905138339920956,6.916996047430842,27.817403708987165,False,-4.4944,2.5801,1,1,1,100.0,13.213703099510612,13.213703099510612,9.209486166007904,0.7905138339920956,历史1/1次成功; 当前距低点0.79%; 最新日涨幅-4.49%; 状态bottom_area; 底部未确认
33,71.79388575680817,66.22496799370144,002565,顺灏股份,bottom_area,2022-04-21,3.96,2022-04-21,3.93,0.7633587786259493,6.106870229007628,27.75735294117647,False,-5.036,3.021,1,1,1,100.0,12.556053811659185,12.556053811659185,9.23664122137405,0.7633587786259493,历史1/1次成功; 当前距低点0.76%; 最新日涨幅-5.04%; 状态bottom_area; 底部未确认
34,57.08268837190709,52.40642294031017,300602,飞荣达,bottom_area,2022-04-21,11.7,2022-04-21,11.64,0.5154639175257621,6.615120274914085,28.280961182994453,False,-4.7231,1.2847,1,2,1,50.0,26.890756302520995,26.890756302520995,9.48453608247424,0.5154639175257621,历史1/2次成功; 当前距低点0.52%; 最新日涨幅-4.72%; 状态bottom_area; 底部未确认
35,55.65595417467595,52.85499701876235,688229,博睿数据,bottom_area,2022-04-21,38.42,2022-04-21,37.56,2.289669861554844,8.972310969116073,27.657935285053924,False,-4.5229,0.5969,1,2,1,50.0,11.21206614573869,11.21206614573869,7.710330138445157,2.289669861554844,历史1/2次成功; 当前距低点2.29%; 最新日涨幅-4.52%; 状态bottom_area; 底部未确认
36,55.626832516886275,50.68968826653011,002605,姚记科技,bottom_area,2022-04-21,16.15,2022-04-21,16.13,0.12399256044637058,3.843769373837576,28.722934158197084,False,-4.2679,1.697,1,2,1,50.0,12.862318840579725,12.862318840579725,9.87600743955363,0.12399256044637058,历史1/2次成功; 当前距低点0.12%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
37,53.4043336540442,49.16081088992975,300690,双一科技,bottom_area,2022-04-21,15.35,2022-04-21,15.25,0.6557377049180304,8.852459016393452,30.555555555555557,False,-6.5164,2.2658,1,2,1,50.0,11.160714285714286,11.160714285714286,9.34426229508197,0.6557377049180304,历史1/2次成功; 当前距低点0.66%; 最新日涨幅-6.52%; 状态bottom_area; 底部未确认
38,52.91529809469133,48.9978119374048,688189,南新制药,bottom_area,2022-04-21,16.76,2022-04-21,16.6,0.9638554216867478,6.1445783132530085,31.48988856789104,False,-3.1214,0.796,1,2,1,50.0,14.06130268199233,14.06130268199233,9.036144578313253,0.9638554216867478,历史1/2次成功; 当前距低点0.96%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
