rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.78279050663521,81.9446586051791,300649,杭州园林,bottom_area,2022-04-21,24.1,2022-04-21,23.77,1.3883045856121239,7.2360117795540555,29.213817748659913,False,-4.931,5.5761,2,2,2,100.0,48.22576914179969,71.60305343511452,8.611695414387876,1.3883045856121239,历史2/2次成功; 当前距低点1.39%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
2,84.76007898567,81.30131436071468,002603,以岭药业,confirmed_rebound,2022-04-21,29.97,2022-04-19,29.15,2.8130360205831915,16.295025728987994,27.10677669417355,True,2.3915,8.8231,2,2,2,100.0,30.564712299163222,39.661898569570866,7.186963979416809,2.8130360205831915,历史2/2次成功; 当前距低点2.81%; 最新日涨幅2.39%; 状态confirmed_rebound; 底部已确认
3,82.90284196528314,76.87703877866157,300365,恒华科技,bottom_area,2022-04-21,6.8,2022-04-21,6.73,1.0401188707280742,6.686478454680524,28.78306878306877,False,-5.1604,2.0658,2,2,2,100.0,16.712418300653603,19.111111111111114,8.959881129271926,1.0401188707280742,历史2/2次成功; 当前距低点1.04%; 最新日涨幅-5.16%; 状态bottom_area; 底部未确认
4,81.50441777277283,74.59685861255835,300624,万兴科技,bottom_area,2022-04-21,31.21,2022-04-21,31.1,0.3536977491961396,6.623794212218634,30.33154121863799,False,-5.909,2.7835,2,2,2,100.0,35.87790043400834,51.195680123425035,9.64630225080386,0.3536977491961396,历史2/2次成功; 当前距低点0.35%; 最新日涨幅-5.91%; 状态bottom_area; 底部未确认
5,81.09032074501289,76.38667047711094,688089,嘉必优,bottom_area,2022-04-21,30.06,2022-04-21,29.51,1.863774991528286,6.506269061335133,27.81311154598826,False,-4.3893,1.5951,1,1,1,100.0,40.83912611717973,40.83912611717973,8.136225008471715,1.863774991528286,历史1/1次成功; 当前距低点1.86%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
6,80.87108222179984,75.06678241518308,002235,安妮股份,bottom_area,2022-04-21,4.63,2022-04-21,4.58,1.091703056768555,8.078602620087338,31.539611360239167,False,-5.7026,8.4789,1,1,1,100.0,24.27884615384615,24.27884615384615,8.908296943231447,1.091703056768555,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-5.70%; 状态bottom_area; 底部未确认
7,80.86874962297586,75.96013443731539,605589,圣泉集团,bottom_area,2022-04-21,24.93,2022-04-18,24.51,1.7135862913096618,8.323133414932677,30.369318181818183,True,-4.4095,2.8432,2,2,2,100.0,10.844683771513038,11.515151515151507,8.28641370869034,1.7135862913096618,历史2/2次成功; 当前距低点1.71%; 最新日涨幅-4.41%; 状态bottom_area; 底部已确认
8,78.36498940633011,71.55860149654268,600418,江淮汽车,bottom_area,2022-04-21,8.6,2022-04-21,8.58,0.23310023310022812,5.244755244755236,29.09090909090909,False,-4.9724,2.2154,2,2,2,100.0,18.064892623716155,24.365079365079367,9.766899766899773,0.23310023310022812,历史2/2次成功; 当前距低点0.23%; 最新日涨幅-4.97%; 状态bottom_area; 底部未确认
9,76.27721667925283,69.97404303860955,002728,特一药业,bottom_area,2022-04-21,12.7,2022-04-21,12.64,0.47468354430378734,5.69620253164556,29.26692781197538,False,-4.1509,4.0598,2,2,2,100.0,12.507104944205294,14.169139465875372,9.525316455696213,0.47468354430378734,历史2/2次成功; 当前距低点0.47%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
10,76.18198500348419,71.3687441209111,002140,东华科技,bottom_area,2022-04-21,9.03,2022-04-21,8.89,1.5748031496062858,8.323959505061868,29.332273449920503,False,-5.3459,2.4781,1,1,1,100.0,10.318791946308728,10.318791946308728,8.425196850393716,1.5748031496062858,历史1/1次成功; 当前距低点1.57%; 最新日涨幅-5.35%; 状态bottom_area; 底部未确认
11,75.88964793035393,69.64071349229246,601218,吉鑫科技,bottom_area,2022-04-21,4.09,2022-04-21,4.07,0.4914004914004809,7.862407862407847,29.46273830155978,False,-5.977,2.9114,2,2,2,100.0,10.919928025191178,11.111111111111114,9.508599508599518,0.4914004914004809,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-5.98%; 状态bottom_area; 底部未确认
12,75.58405109489053,68.71277372262774,002537,海联金汇,bottom_area,2022-04-21,8.33,2022-04-21,8.33,0.0,9.12364945978391,28.065630397236614,False,-9.9459,9.1765,1,1,1,100.0,28.832116788321155,28.832116788321155,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
13,75.21213777047036,72.3890054958863,001266,宏英智能,bottom_area,2022-04-21,37.18,2022-04-15,36.1,2.9916897506925157,8.310249307479225,30.45655942978231,True,-2.1836,9.8011,1,1,1,100.0,13.763753373468953,13.763753373468953,7.008310249307486,2.9916897506925157,历史1/1次成功; 当前距低点2.99%; 最新日涨幅-2.18%; 状态bottom_area; 底部已确认
14,74.94971212954243,68.44195849202798,603186,华正新材,bottom_area,2022-04-21,21.36,2022-04-21,21.31,0.23463162834350404,6.14734866259973,29.78583196046129,False,-5.1088,1.6402,1,1,1,100.0,17.994186046511643,17.994186046511643,9.765368371656496,0.23463162834350404,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
15,74.58313031771212,67.91955555981816,300424,航新科技,bottom_area,2022-04-21,11.11,2022-04-21,11.1,0.09009009009008817,6.5765765765765805,29.746835443037977,False,-5.8475,1.8233,1,1,1,100.0,13.413768630234213,13.413768630234213,9.909909909909913,0.09009009009008817,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-5.85%; 状态bottom_area; 底部未确认
16,74.25404623109326,67.79063734862969,600055,万东医疗,bottom_area,2022-04-21,22.55,2022-04-21,22.5,0.22222222222222537,5.022222222222218,27.419354838709676,False,-4.5705,1.5729,1,1,1,100.0,14.340344168260035,14.340344168260035,9.777777777777775,0.22222222222222537,历史1/1次成功; 当前距低点0.22%; 最新日涨幅-4.57%; 状态bottom_area; 底部未确认
17,74.09414933837431,67.35831758034027,000524,岭南控股,bottom_area,2022-04-21,9.99,2022-04-21,9.99,0.0,9.509509509509503,28.387096774193544,False,-10.0,3.9508,1,1,1,100.0,21.550094517958406,21.550094517958406,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
18,73.93212862885454,68.01643332517622,300663,科蓝软件,bottom_area,2022-04-21,14.51,2022-04-21,14.42,0.6241331484049921,7.142857142857138,32.141176470588235,False,-5.4723,4.2443,1,1,1,100.0,20.480951094298856,20.480951094298856,9.375866851595008,0.6241331484049921,历史1/1次成功; 当前距低点0.62%; 最新日涨幅-5.47%; 状态bottom_area; 底部未确认
