rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,77.55814043428867,66.78944566989198,603222,济民健康,bottom_area,2024-05-20,6.81,2024-05-20,6.69,1.7937219730941585,2.3916292974588824,28.295819935691313,False,0.5908,3.5104,3,8,3,37.5,41.11092348681001,68.46504559270518,18.206278026905842,1.7937219730941585,历史3/8次成功; 当前距低点1.79%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
2,72.1166202307857,62.77357631424665,688091,上海谊众,bottom_area,2024-05-20,28.81,2024-05-17,28.14,2.3809523809523743,4.7263681592039735,31.164383561643838,False,0.7343,0.9607,1,2,1,50.0,32.96853625171,32.96853625171,17.619047619047628,2.3809523809523743,历史1/2次成功; 当前距低点2.38%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
3,67.13208905412918,59.808053633735646,603232,格尔软件,bottom_area,2024-05-20,12.2,2024-05-17,11.77,3.6533559898045853,4.6728971962616885,29.940476190476197,False,0.6601,4.6576,2,6,2,33.33333333333333,35.39984923202562,48.01488833746897,16.346644010195416,3.6533559898045853,历史2/6次成功; 当前距低点3.65%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
4,62.379999999999995,51.983333333333334,000070,特发信息,bottom_area,2024-05-20,6.11,2024-05-20,6.11,0.0,0.0,30.171428571428567,False,-4.9767,0.094,1,3,1,33.33333333333333,50.60532687651331,50.60532687651331,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-4.98%; 状态bottom_area; 底部未确认
