rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.99599190063475,85.22764691036156,300510,金冠股份,bottom_area,2025-08-29,4.65,2025-08-28,4.57,1.7505470459518613,5.68927789934354,27.8041074249605,False,-2.9228,7.5661,4,4,4,100.0,26.76824825339677,40.000000000000014,6.249452954048139,1.7505470459518613,历史4/4次成功; 当前距低点1.75%; 最新日涨幅-2.92%; 状态bottom_area; 底部未确认
2,88.27599026983025,84.13563155890516,603221,爱丽家居,bottom_area,2025-08-29,12.16,2025-08-28,11.98,1.502504173622702,2.754590984974959,31.931818181818183,False,-1.2185,1.6528,4,4,4,100.0,17.856672444972688,20.699708454810505,6.497495826377298,1.502504173622702,历史4/4次成功; 当前距低点1.50%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
3,84.49186259947133,80.62567705177966,300486,东杰智能,confirmed_rebound,2025-08-29,20.12,2025-08-29,19.81,1.5648662291771949,11.559818273599207,27.169117647058826,False,-7.024,14.9636,5,5,5,100.0,20.180494915611096,28.358208955223873,6.435133770822805,1.5648662291771949,历史5/5次成功; 当前距低点1.56%; 最新日涨幅-7.02%; 状态confirmed_rebound; 底部未确认
4,83.6417284325415,81.71736134288035,300665,飞鹿股份,bottom_area,2025-08-29,9.58,2025-08-28,9.32,2.7896995708154484,6.115879828326183,27.470817120622566,False,-1.5416,10.4717,5,5,5,100.0,20.633743894298735,23.50486787204451,5.210300429184551,2.7896995708154484,历史5/5次成功; 当前距低点2.79%; 最新日涨幅-1.54%; 状态bottom_area; 底部未确认
5,81.83098638272365,80.89881892189523,002795,永和智控,bottom_area,2025-08-29,4.86,2025-08-28,4.7,3.404255319148939,5.957446808510643,31.884057971014496,False,-0.8163,4.5181,6,6,6,100.0,23.766242201907538,32.328767123287676,4.595744680851062,3.404255319148939,历史6/6次成功; 当前距低点3.40%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
6,80.39507854376603,77.25670761919332,300902,国安达,bottom_area,2025-08-29,23.77,2025-08-28,23.32,1.9296740994854171,5.0600343053173225,29.37613567534828,False,-1.1642,7.4493,2,2,2,100.0,19.4428202474198,26.906779661016937,6.070325900514583,1.9296740994854171,历史2/2次成功; 当前距低点1.93%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
7,78.97494934586474,75.94549807287513,002596,海南瑞泽,bottom_area,2025-08-29,3.63,2025-08-28,3.56,1.9662921348314562,4.494382022471914,27.93522267206478,False,-0.8197,2.2175,2,2,2,100.0,12.842172797262624,14.970059880239523,6.0337078651685445,1.9662921348314562,历史2/2次成功; 当前距低点1.97%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
8,78.91909655209294,73.0732375482342,605303,园林股份,confirmed_rebound,2025-08-29,17.68,2025-08-29,17.68,0.0,8.031674208144807,31.605415860735015,False,-9.9796,18.6004,5,5,5,100.0,12.490524452872036,23.681489141675293,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态confirmed_rebound; 底部未确认
9,78.45396275033379,79.47579439252337,002097,山河智能,bottom_area,2025-08-29,15.68,2025-08-28,14.98,4.672897196261677,7.009345794392528,28.59866539561487,True,0.836,7.3614,1,1,1,100.0,50.210970464135016,50.210970464135016,3.327102803738323,4.672897196261677,历史1/1次成功; 当前距低点4.67%; 最新日涨幅0.84%; 状态bottom_area; 底部已确认
10,77.6132441654956,76.19791827013185,002041,登海种业,bottom_area,2025-08-29,9.82,2025-06-23,9.53,3.04302203567682,7.345225603357829,29.719764011799416,True,-0.6073,2.2185,2,2,2,100.0,18.2043468358871,21.395106715252467,4.956977964323181,3.04302203567682,历史2/2次成功; 当前距低点3.04%; 最新日涨幅-0.61%; 状态bottom_area; 底部已确认
11,76.78482106692958,75.91205966242744,002826,易明医药,bottom_area,2025-08-29,20.04,2025-08-28,19.38,3.405572755417958,6.243550051599592,27.76742452478569,False,-1.5233,4.6381,2,2,2,100.0,30.305191100969765,50.0,4.594427244582042,3.405572755417958,历史2/2次成功; 当前距低点3.41%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
12,76.48312928610152,76.4398818282072,603080,新疆火炬,bottom_area,2025-08-29,21.21,2025-08-28,20.4,3.9705882352941293,4.852941176470598,29.655172413793107,False,0.5213,2.7876,2,2,2,100.0,17.595822605794677,22.385321100917427,4.029411764705871,3.9705882352941293,历史2/2次成功; 当前距低点3.97%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
