rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.2617015860551,86.10013010130697,000037,深南电A,bottom_area,2022-07-07,8.17,2022-06-30,8.0,2.124999999999999,7.499999999999996,29.140832595217002,True,-1.0896,4.3733,4,4,4,100.0,26.85553817906966,45.16765285996055,5.875000000000001,2.124999999999999,历史4/4次成功; 当前距低点2.12%; 最新日涨幅-1.09%; 状态bottom_area; 底部已确认
2,84.66836909396459,83.07488590238665,002386,天原股份,bottom_area,2022-07-07,8.55,2022-07-06,8.3,3.012048192771084,6.987951807228916,30.717863105175287,False,0.9445,2.9394,3,3,3,100.0,24.851375171530723,48.85290148448042,4.9879518072289155,3.012048192771084,历史3/3次成功; 当前距低点3.01%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
3,83.58212344055931,80.51654394004257,002116,中国海诚,bottom_area,2022-07-07,8.93,2022-07-06,8.75,2.057142857142854,2.4000000000000097,32.117920868890614,False,1.1325,1.2374,2,2,2,100.0,16.058223948001523,18.51179673321235,5.942857142857147,2.057142857142854,历史2/2次成功; 当前距低点2.06%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
4,83.08720073427448,83.19359396278814,002339,积成电子,bottom_area,2022-07-07,5.63,2022-06-23,5.41,4.0665434380776295,7.208872458410346,31.863979848866503,True,0.7156,3.0162,2,2,2,100.0,45.88877957852225,82.94930875576038,3.933456561922371,4.0665434380776295,历史2/2次成功; 当前距低点4.07%; 最新日涨幅0.72%; 状态bottom_area; 底部已确认
5,79.84348770953326,79.89535845623162,603222,济民健康,confirmed_rebound,2022-07-07,11.09,2022-06-20,10.66,4.033771106941836,10.225140712945588,31.535003211303792,True,-1.5098,1.8026,6,6,6,100.0,27.109443978811754,68.46504559270518,3.9662288930581644,4.033771106941836,历史6/6次成功; 当前距低点4.03%; 最新日涨幅-1.51%; 状态confirmed_rebound; 底部已确认
6,77.97371870750017,72.65819791282505,300559,佳发教育,bottom_area,2022-07-07,9.12,2022-07-07,9.09,0.33003300330032304,4.070407040704081,31.240544629349476,False,-3.4921,2.3141,2,2,2,100.0,25.164909464246165,29.09783989834816,7.669966996699677,0.33003300330032304,历史2/2次成功; 当前距低点0.33%; 最新日涨幅-3.49%; 状态bottom_area; 底部未确认
7,77.49979455177129,75.621376276958,000635,英力特,bottom_area,2022-07-07,9.05,2022-07-06,8.81,2.7241770715096503,4.994324631101016,27.846027846027848,False,2.1445,1.4314,1,1,1,100.0,14.583333333333329,14.583333333333329,5.27582292849035,2.7241770715096503,历史1/1次成功; 当前距低点2.72%; 最新日涨幅2.14%; 状态bottom_area; 底部未确认
8,76.4585342636184,71.97636943943537,000761,本钢板材,bottom_area,2022-07-07,3.52,2022-07-06,3.49,0.8595988538681891,2.8653295128939726,27.89256198347107,False,0.0,0.187,1,1,1,100.0,11.969111969111971,11.969111969111971,7.140401146131811,0.8595988538681891,历史1/1次成功; 当前距低点0.86%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
