rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.29786120394363,79.28781255147423,000935,四川双马,bottom_area,2023-04-27,18.99,2023-04-25,18.68,1.6595289079229052,4.014989293361884,30.609212481426457,False,-0.315,0.3601,1,1,1,100.0,43.71794871794874,43.71794871794874,18.340471092077095,1.6595289079229052,历史1/1次成功; 当前距低点1.66%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
12,84.8816553286754,71.97172682876558,300582,英飞特,bottom_area,2023-04-27,12.8,2023-04-27,12.68,0.9463722397476418,3.4700315457413216,32.40938166311301,False,-1.9157,4.5411,1,1,1,100.0,35.48094373865699,35.48094373865699,19.053627760252358,0.9463722397476418,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
13,84.76403829901881,73.18349254213558,002261,拓维信息,bottom_area,2023-04-27,11.59,2023-04-27,11.37,1.9349164467898035,8.355321020228681,28.490566037735853,False,-7.0569,13.478,1,1,1,100.0,24.489795918367328,24.489795918367328,18.065083553210197,1.9349164467898035,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-7.06%; 状态bottom_area; 底部未确认
14,84.42789362319718,73.62531841426636,002385,大北农,bottom_area,2023-04-27,7.02,2023-04-25,6.85,2.4817518248175174,4.817518248175183,30.73811931243681,False,-0.9873,1.2535,1,1,1,100.0,23.353293413173663,23.353293413173663,17.51824817518248,2.4817518248175174,历史1/1次成功; 当前距低点2.48%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
15,84.24214296387677,70.67337031855007,300353,东土科技,bottom_area,2023-04-27,10.99,2023-04-27,10.95,0.36529680365297645,3.744292237442924,29.354838709677423,False,-0.7227,3.4969,1,1,1,100.0,21.377672209026137,21.377672209026137,19.634703196347026,0.36529680365297645,历史1/1次成功; 当前距低点0.37%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
16,82.61824453371902,70.00213026943062,002077,大港股份,bottom_area,2023-04-27,13.35,2023-04-27,13.23,0.907029478458044,4.610733182161749,28.05872756933116,False,-2.4836,2.7569,1,1,1,100.0,24.40944881889765,24.40944881889765,19.092970521541957,0.907029478458044,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
17,82.2595497185741,68.54962476547843,002564,天沃科技,bottom_area,2023-04-27,4.17,2023-04-27,4.17,0.0,0.0,29.32203389830509,False,-9.9352,0.6459,1,1,1,100.0,27.954971857410886,27.954971857410886,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
18,81.30231757000577,72.01549677968664,688289,圣湘生物,bottom_area,2023-04-27,18.58,2023-04-26,17.98,3.3370411568409226,12.45828698553948,27.058823529411757,False,-2.7734,2.8205,1,1,1,100.0,25.182530200451346,25.182530200451346,16.66295884315908,3.3370411568409226,历史1/1次成功; 当前距低点3.34%; 最新日涨幅-2.77%; 状态bottom_area; 底部未确认
19,76.47817577864136,66.62963485961124,002245,蔚蓝锂芯,bottom_area,2023-04-27,10.96,2023-04-26,10.7,2.4299065420560897,8.317757009345799,29.512516469038214,False,-2.2302,2.2986,2,3,2,66.66666666666666,23.995457574368096,25.653923541247494,17.570093457943912,2.4299065420560897,历史2/3次成功; 当前距低点2.43%; 最新日涨幅-2.23%; 状态bottom_area; 底部未确认
20,75.48036878911347,67.83542416140011,688191,智洋创新,bottom_area,2023-04-27,13.86,2023-04-27,13.31,4.132231404958669,7.287753568745295,28.8235294117647,False,-5.3925,6.1746,1,1,1,100.0,22.671568627450974,22.671568627450974,15.867768595041332,4.132231404958669,历史1/1次成功; 当前距低点4.13%; 最新日涨幅-5.39%; 状态bottom_area; 底部未确认
21,74.38923881387281,63.629561834186354,002222,福晶科技,bottom_area,2023-04-27,25.63,2023-04-27,25.27,1.4246141669964363,10.011871784724976,29.13628715647784,False,-5.7721,12.9545,2,4,2,50.0,25.202592123323832,25.783972125435533,18.575385833003565,1.4246141669964363,历史2/4次成功; 当前距低点1.42%; 最新日涨幅-5.77%; 状态bottom_area; 底部未确认
22,73.10269817534623,65.2935078658137,000980,众泰汽车,bottom_area,2023-04-27,3.01,2023-04-26,2.9,3.7931034482758577,6.206896551724143,32.24299065420561,False,-0.6601,1.2852,2,3,2,66.66666666666666,33.52213473772031,43.49775784753364,16.206896551724142,3.7931034482758577,历史2/3次成功; 当前距低点3.79%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
23,70.89495105378508,60.93060845553229,300603,立昂技术,bottom_area,2023-04-27,10.86,2023-04-26,10.68,1.6853932584269637,4.775280898876402,27.148703956343795,False,1.4006,5.2322,1,4,1,25.0,35.36723163841809,35.36723163841809,18.314606741573037,1.6853932584269637,历史1/4次成功; 当前距低点1.69%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
24,69.17246832846278,60.716813880126196,000957,中通客车,bottom_area,2023-04-27,9.78,2023-04-25,9.51,2.839116719242898,5.678233438485814,29.39866369710468,False,-1.6097,2.0212,1,2,1,50.0,354.54545454545456,354.54545454545456,17.1608832807571,2.839116719242898,历史1/2次成功; 当前距低点2.84%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
25,69.0254032899162,60.814202898550704,601369,陕鼓动力,bottom_area,2023-04-27,9.48,2023-04-27,9.2,3.043478260869578,4.456521739130437,31.189229618548993,False,1.826,1.024,1,3,1,33.33333333333333,55.572755417956664,55.572755417956664,16.956521739130423,3.043478260869578,历史1/3次成功; 当前距低点3.04%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
26,68.87223004771418,61.9137788018433,002363,隆基机械,bottom_area,2023-04-27,6.78,2023-04-25,6.51,4.147465437788026,5.222734254992317,28.774617067833702,False,0.7429,0.9413,1,2,1,50.0,54.96828752642705,54.96828752642705,15.852534562211975,4.147465437788026,历史1/2次成功; 当前距低点4.15%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
27,68.03890757434708,58.46500723784522,002095,生意宝,bottom_area,2023-04-27,20.03,2023-04-27,19.7,1.675126903553309,5.431472081218276,29.617720614505178,False,-3.9789,5.3804,1,2,1,50.0,33.84030418250951,33.84030418250951,18.32487309644669,1.675126903553309,历史1/2次成功; 当前距低点1.68%; 最新日涨幅-3.98%; 状态bottom_area; 底部未确认
28,66.72105067929706,60.608938053097376,002753,永东股份,bottom_area,2023-04-27,7.1,2023-04-25,6.78,4.719764011799401,6.0471976401179965,29.521829521829513,False,1.1396,1.3549,1,2,1,50.0,69.36936936936937,69.36936936936937,15.2802359882006,4.719764011799401,历史1/2次成功; 当前距低点4.72%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
29,66.11667285429394,56.77609026269008,001896,豫能控股,bottom_area,2023-04-27,4.34,2023-04-24,4.27,1.6393442622950887,5.85480093676815,27.993254637436767,False,-0.6865,0.5005,1,4,1,25.0,34.93975903614456,34.93975903614456,18.36065573770491,1.6393442622950887,历史1/4次成功; 当前距低点1.64%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
30,66.07263025266592,58.808945330752316,000722,湖南发展,bottom_area,2023-04-27,10.93,2023-04-25,10.55,3.6018957345971465,4.64454976303316,27.98634812286689,False,0.0916,0.7697,1,2,1,50.0,26.619718309859163,26.619718309859163,16.398104265402853,3.6018957345971465,历史1/2次成功; 当前距低点3.60%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
31,63.99564433056395,54.184465408805025,688107,安路科技,bottom_area,2023-04-27,53.46,2023-04-26,53.0,0.8679245283018885,5.735849056603772,28.67716323509622,False,-0.7979,1.2751,1,3,1,33.33333333333333,67.95615731785945,67.95615731785945,19.132075471698112,0.8679245283018885,历史1/3次成功; 当前距低点0.87%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
32,63.973263950529855,54.11142396338783,300454,深信服,bottom_area,2023-04-27,118.99,2023-04-27,118.03,0.8133525374904632,3.3466067948826597,29.534328358208956,False,-0.643,1.3667,1,2,1,50.0,29.49391262831224,29.49391262831224,19.186647462509537,0.8133525374904632,历史1/2次成功; 当前距低点0.81%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
33,63.883593713787015,53.70047573739296,688173,希荻微,bottom_area,2023-04-27,19.09,2023-04-27,19.0,0.47368421052631504,3.4736842105263164,30.909090909090907,False,-1.3437,1.0235,1,2,1,50.0,23.120837297811605,23.120837297811605,19.526315789473685,0.47368421052631504,历史1/2次成功; 当前距低点0.47%; 最新日涨幅-1.34%; 状态bottom_area; 底部未确认
34,63.751604394672206,54.704854436678474,002156,通富微电,bottom_area,2023-04-27,17.79,2023-04-27,17.51,1.5990862364363083,5.653912050256986,29.395161290322573,False,-2.5205,3.7538,1,3,1,33.33333333333333,21.92170818505337,21.92170818505337,18.400913763563693,1.5990862364363083,历史1/3次成功; 当前距低点1.60%; 最新日涨幅-2.52%; 状态bottom_area; 底部未确认
35,63.67950866067701,55.681269394685216,002806,华锋股份,bottom_area,2023-04-27,10.54,2023-04-25,10.27,2.629016553067182,4.868549172346641,31.896551724137932,False,-0.8467,1.8369,1,2,1,50.0,20.35175879396985,20.35175879396985,17.37098344693282,2.629016553067182,历史1/2次成功; 当前距低点2.63%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
36,63.65002864981004,55.87126666156943,300560,中富通,bottom_area,2023-04-27,14.48,2023-04-26,14.08,2.8409090909090935,5.894886363636364,31.35056070209654,False,2.0437,4.4079,1,3,1,33.33333333333333,20.94196804037006,20.94196804037006,17.159090909090907,2.8409090909090935,历史1/3次成功; 当前距低点2.84%; 最新日涨幅2.04%; 状态bottom_area; 底部未确认
37,63.619154658277715,56.323586940463876,002553,南方精工,bottom_area,2023-04-27,9.99,2023-04-26,9.67,3.3092037228541913,5.687693898655644,28.844738778513612,False,-1.2846,1.9106,1,2,1,50.0,32.14285714285715,32.14285714285715,16.690796277145807,3.3092037228541913,历史1/2次成功; 当前距低点3.31%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
38,63.41470649515037,55.81141260415019,000059,华锦股份,bottom_area,2023-04-27,6.9,2023-04-25,6.7,2.9850746268656745,4.626865671641785,29.916317991631804,False,-1.2876,0.5875,1,2,1,50.0,25.41603630862328,25.41603630862328,17.014925373134325,2.9850746268656745,历史1/2次成功; 当前距低点2.99%; 最新日涨幅-1.29%; 状态bottom_area; 底部未确认
39,61.821247224671914,55.08182404713955,300658,延江股份,bottom_area,2023-04-27,7.65,2023-04-25,7.38,3.6585365853658596,4.878048780487809,28.83317261330761,False,0.0,1.1299,1,3,1,33.33333333333333,26.72018348623853,26.72018348623853,16.34146341463414,3.6585365853658596,历史1/3次成功; 当前距低点3.66%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
40,61.50834510569439,55.39161466771083,300758,七彩化学,bottom_area,2023-04-27,10.07,2023-04-26,9.66,4.244306418219463,5.590062111801234,30.252707581227433,False,-0.1982,0.8259,1,2,1,50.0,38.59480269489894,38.59480269489894,15.75569358178054,4.244306418219463,历史1/2次成功; 当前距低点4.24%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
41,61.07890737618499,55.49278143613332,300665,飞鹿股份,bottom_area,2023-04-27,7.53,2023-04-24,7.19,4.728789986091792,5.28511821974965,30.329457364341085,False,0.534,2.1918,1,2,1,50.0,22.6044226044226,22.6044226044226,15.27121001390821,4.728789986091792,历史1/2次成功; 当前距低点4.73%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
42,60.47978255040494,55.01980218127116,603260,合盛硅业,bottom_area,2023-04-27,73.36,2023-04-25,70.0,4.8,9.41428571428572,29.64824120603015,True,-1.5566,0.2631,1,2,1,50.0,34.21399022188793,34.21399022188793,15.200000000000003,4.8,历史1/2次成功; 当前距低点4.80%; 最新日涨幅-1.56%; 状态bottom_area; 底部已确认
43,57.80509796382303,51.80103253995632,002455,百川股份,bottom_area,2023-04-27,8.11,2023-04-25,7.8,3.974358974358969,6.923076923076923,27.102803738317753,False,-1.4581,0.809,1,3,1,33.33333333333333,35.42600896860987,35.42600896860987,16.025641025641033,3.974358974358969,历史1/3次成功; 当前距低点3.97%; 最新日涨幅-1.46%; 状态bottom_area; 底部未确认
44,57.74519508766487,50.435652869121206,300620,光库科技,bottom_area,2023-04-27,53.53,2023-04-27,52.19,2.5675416746503226,10.672542632688256,28.506849315068493,False,-10.7833,7.6527,1,4,1,25.0,22.444343480236245,22.444343480236245,17.43245832534968,2.5675416746503226,历史1/4次成功; 当前距低点2.57%; 最新日涨幅-10.78%; 状态bottom_area; 底部未确认
45,56.10974996091204,47.42886985433348,603232,格尔软件,bottom_area,2023-04-27,14.26,2023-04-27,14.15,0.7773851590105967,5.936395759717313,32.29665071770334,False,-4.9333,4.8622,1,3,1,33.33333333333333,22.78481012658228,22.78481012658228,19.222614840989404,0.7773851590105967,历史1/3次成功; 当前距低点0.78%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
46,54.924019292151876,46.18818067550146,002316,亚联发展,bottom_area,2023-04-27,4.05,2023-04-27,4.03,0.49627791563274376,5.955334987593035,32.26890756302521,False,-4.4811,9.2234,1,5,1,20.0,24.890829694323134,24.890829694323134,19.503722084367258,0.49627791563274376,历史1/5次成功; 当前距低点0.50%; 最新日涨幅-4.48%; 状态bottom_area; 底部未确认
47,52.99150109510914,47.86404755736085,300769,德方纳米,bottom_area,2023-04-27,171.5,2023-04-26,164.26,4.407646414221362,13.040301960306842,27.279971666371527,True,-3.8515,4.1618,1,3,1,33.33333333333333,20.592193808882907,20.592193808882907,15.592353585778639,4.407646414221362,历史1/3次成功; 当前距低点4.41%; 最新日涨幅-3.85%; 状态bottom_area; 底部已确认
