rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.35809229608388,82.41351116301401,002125,湘潭电化,bottom_area,2023-04-06,12.81,2023-04-06,12.64,1.344936708860759,2.531645569620255,27.398047099368178,False,-1.3857,1.4144,3,3,3,100.0,23.333155157078114,32.067510548523195,8.655063291139243,1.344936708860759,历史3/3次成功; 当前距低点1.34%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
12,79.12170897784952,76.36333747219973,300530,领湃科技,bottom_area,2023-04-06,23.67,2023-04-06,22.95,3.1372549019607945,3.660130718954248,28.393135725429016,False,1.3704,0.5032,3,4,3,75.0,27.802573379948058,34.07510431154381,6.8627450980392055,3.1372549019607945,历史3/4次成功; 当前距低点3.14%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
13,77.97082552864643,72.00845470877944,000887,中鼎股份,bottom_area,2023-04-06,12.21,2023-04-06,12.11,0.8257638315441901,1.98183319570603,28.512396694214885,False,-1.5323,1.166,2,2,2,100.0,17.53331314354936,23.84615384615385,9.17423616845581,0.8257638315441901,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-1.53%; 状态bottom_area; 底部未确认
14,77.66320219064362,73.11316664190736,601888,中国中免,bottom_area,2023-04-06,176.82,2023-04-06,173.64,1.8313752591568804,3.939184519695925,27.646985291053806,False,-0.6852,0.7373,1,1,1,100.0,12.627431359059372,12.627431359059372,8.16862474084312,1.8313752591568804,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
15,76.19031771368724,69.6691805238832,001299,美能能源,bottom_area,2023-04-06,16.41,2023-03-31,16.36,0.30562347188264494,4.217603911980448,27.610619469026553,False,-0.8459,2.5821,1,1,1,100.0,15.247322794492616,15.247322794492616,9.694376528117356,0.30562347188264494,历史1/1次成功; 当前距低点0.31%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
16,75.26266043042503,68.85156398104269,001227,兰州银行,bottom_area,2023-04-06,3.05,2023-04-06,3.04,0.3289473684210456,2.3026315789473633,27.61904761904762,False,-2.2436,1.6354,1,1,1,100.0,11.137440758293856,11.137440758293856,9.671052631578956,0.3289473684210456,历史1/1次成功; 当前距低点0.33%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
17,72.2523190702362,71.91376260069701,000661,长春高新,bottom_area,2023-04-06,164.62,2023-03-20,157.15,4.753420299077313,9.436843779828179,28.379363777230875,True,1.1428,1.2789,1,1,1,100.0,10.330972487060738,10.330972487060738,5.246579700922687,4.753420299077313,历史1/1次成功; 当前距低点4.75%; 最新日涨幅1.14%; 状态bottom_area; 底部已确认
18,66.48276554679468,65.59421925621511,688357,建龙微纳,bottom_area,2023-04-06,96.19,2023-03-30,92.23,4.293613791607929,5.692291011601431,27.108195684817826,False,2.3407,0.8924,2,3,2,66.66666666666666,18.801032443088825,26.291618828932272,5.706386208392072,4.293613791607929,历史2/3次成功; 当前距低点4.29%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
19,65.45123641674653,61.18809304654982,300763,锦浪科技,bottom_area,2023-04-06,130.18,2023-04-04,128.3,1.4653156664068552,4.466095089633662,27.345829322158664,False,-0.0921,1.1891,1,2,1,50.0,35.693617021276594,35.693617021276594,8.534684333593145,1.4653156664068552,历史1/2次成功; 当前距低点1.47%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
20,57.90197748366251,56.24609251987732,002520,日发精机,bottom_area,2023-04-06,6.25,2023-04-06,6.04,3.47682119205298,3.6423841059602604,27.316486161251508,False,1.1327,2.8793,1,3,1,33.33333333333333,30.752212389380546,30.752212389380546,6.523178807947021,3.47682119205298,历史1/3次成功; 当前距低点3.48%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
21,57.67110503474327,53.2973507351264,002192,融捷股份,bottom_area,2023-04-06,74.93,2023-04-06,74.29,0.8614887602638316,2.3017902813299145,29.43579027355623,False,-1.9241,2.9257,1,2,1,50.0,25.707231766279197,25.707231766279197,9.138511239736168,0.8614887602638316,历史1/2次成功; 当前距低点0.86%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
22,56.320767473337916,51.65940702545926,002374,中锐股份,bottom_area,2023-04-06,4.3,2023-04-06,4.28,0.46728971962615823,1.8691588785046744,30.74433656957928,False,-0.6928,0.9643,1,2,1,50.0,12.068965517241388,12.068965517241388,9.532710280373841,0.46728971962615823,历史1/2次成功; 当前距低点0.47%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
