rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.35809229608388,82.41351116301401,002125,湘潭电化,bottom_area,2023-04-06,12.81,2023-04-06,12.64,1.344936708860759,2.531645569620255,27.398047099368178,False,-1.3857,1.4144,3,3,3,100.0,23.333155157078114,32.067510548523195,8.655063291139243,1.344936708860759,历史3/3次成功; 当前距低点1.34%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
2,86.3071999628754,82.35939428634008,603356,华菱精工,bottom_area,2023-04-06,12.1,2023-04-06,11.8,2.542372881355923,2.796610169491526,30.3834808259587,False,1.5953,1.5249,2,2,2,100.0,31.91400245070737,38.38297872340427,7.457627118644078,2.542372881355923,历史2/2次成功; 当前距低点2.54%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
3,86.22246732163214,79.93812585899052,002347,泰尔股份,bottom_area,2023-04-06,4.91,2023-04-06,4.86,1.0288065843621363,1.646090534979425,31.355932203389823,False,-1.4056,2.3609,2,2,2,100.0,22.816155222237516,29.585798816568047,8.971193415637863,1.0288065843621363,历史2/2次成功; 当前距低点1.03%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
4,85.408931453274,80.62200019188106,603051,鹿山新材,bottom_area,2023-04-06,47.04,2023-04-04,46.13,1.9726858877086422,4.87752005202688,31.14925373134328,False,1.2702,4.9131,2,2,2,100.0,15.58991406374611,18.738110336081178,8.027314112291359,1.9726858877086422,历史2/2次成功; 当前距低点1.97%; 最新日涨幅1.27%; 状态bottom_area; 底部未确认
5,85.35142722176394,78.66345533895573,002006,精工科技,bottom_area,2023-04-06,22.43,2023-04-06,22.27,0.7184553210597222,2.6493039964077227,27.765163801492047,False,-1.881,1.3995,3,3,3,100.0,35.330825112752166,61.48648648648647,9.281544678940278,0.7184553210597222,历史3/3次成功; 当前距低点0.72%; 最新日涨幅-1.88%; 状态bottom_area; 底部未确认
6,84.9410329812354,80.013379718108,002329,皇氏集团,bottom_area,2023-04-06,6.56,2023-04-06,6.44,1.8633540372670687,2.4844720496894293,27.395715896279583,False,0.6135,2.8552,1,1,1,100.0,27.644230769230756,27.644230769230756,8.136645962732931,1.8633540372670687,历史1/1次成功; 当前距低点1.86%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
7,83.37854992071854,81.80099863219475,300393,中来股份,bottom_area,2023-04-06,14.83,2023-03-20,14.26,3.997194950911643,7.8541374474053365,27.61421319796954,True,0.2027,2.1892,3,3,3,100.0,20.884963012222048,23.89610389610389,6.002805049088358,3.997194950911643,历史3/3次成功; 当前距低点4.00%; 最新日涨幅0.20%; 状态bottom_area; 底部已确认
8,81.13645441963337,76.0996870003715,300736,百邦科技,bottom_area,2023-04-06,11.8,2023-04-06,11.61,1.636520241171415,8.785529715762285,30.686567164179106,False,-9.9237,10.9801,1,1,1,100.0,36.51050080775442,36.51050080775442,8.363479758828586,1.636520241171415,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-9.92%; 状态bottom_area; 底部未确认
9,80.14859563778215,73.54392294602728,603030,全筑股份,bottom_area,2023-04-06,2.06,2023-04-06,2.05,0.48780487804879175,2.4390243902439157,28.0701754385965,False,-1.9048,2.1651,2,2,2,100.0,21.645796064400706,27.906976744186036,9.512195121951208,0.48780487804879175,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
10,80.0914859565672,76.17107758221076,002729,好利科技,bottom_area,2023-04-06,20.77,2023-04-06,20.29,2.365697387875803,3.006407097092161,31.54520917678813,False,0.9723,2.4895,1,1,1,100.0,13.144449605202036,13.144449605202036,7.634302612124197,2.365697387875803,历史1/1次成功; 当前距低点2.37%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
11,79.58200754150768,74.08699431036958,300767,震安科技,bottom_area,2023-04-06,40.65,2023-03-28,40.15,1.2453300124533002,4.209215442092167,28.9128895184136,False,-0.8295,0.5228,1,1,1,100.0,10.679283541737075,10.679283541737075,8.7546699875467,1.2453300124533002,历史1/1次成功; 当前距低点1.25%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
