rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.0923611899252,84.8051278649128,600048,保利发展,bottom_area,2025-12-25,6.28,2025-12-17,6.19,1.4539579967689797,2.9079159935379595,27.60233918128655,False,0.3195,0.5508,2,2,2,100.0,31.721247836269217,31.987577639751546,18.546042003231022,1.4539579967689797,历史2/2次成功; 当前距低点1.45%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
2,82.98223647076982,74.33055789310248,603072,天和磁材,bottom_area,2025-12-25,41.05,2025-12-17,39.49,3.950367181564941,4.482147379083302,27.05947543405984,False,0.9095,2.8126,1,1,1,100.0,22.674167027260935,22.674167027260935,16.04963281843506,3.950367181564941,历史1/1次成功; 当前距低点3.95%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
3,79.70586111251386,71.4459891634138,300768,迪普科技,bottom_area,2025-12-25,18.77,2025-12-17,18.05,3.988919667590021,4.653739612188365,29.43706020328381,False,0.1067,1.0191,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,16.01108033240998,3.988919667590021,历史2/3次成功; 当前距低点3.99%; 最新日涨幅0.11%; 状态bottom_area; 底部未确认
4,75.49294837981056,66.32423339517501,603038,华立股份,bottom_area,2025-12-25,16.03,2025-12-17,15.58,2.888318356867786,5.0064184852374805,29.661399548532724,False,0.2502,1.3294,2,4,2,50.0,24.944081982976137,28.753412192902637,17.111681643132215,2.888318356867786,历史2/4次成功; 当前距低点2.89%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
5,75.23051181888663,68.30440671246826,000692,惠天热电,bottom_area,2025-12-25,3.57,2025-12-17,3.41,4.6920821114369415,6.744868035190615,28.511530398322844,False,1.1331,3.8908,3,5,3,60.0,36.0341608954005,59.042553191489375,15.307917888563061,4.6920821114369415,历史3/5次成功; 当前距低点4.69%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
6,70.51858902321888,60.544303178988145,600383,金地集团,bottom_area,2025-12-25,3.12,2025-12-15,3.07,1.6286644951140152,4.234527687296428,32.675438596491226,False,0.6452,1.0213,1,4,1,25.0,32.594936708860764,32.594936708860764,18.371335504885984,1.6286644951140152,历史1/4次成功; 当前距低点1.63%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
7,69.10958736238534,61.24381540762316,600161,天坛生物,bottom_area,2025-12-25,16.6,2025-12-24,16.06,3.3623910336239273,4.794520547945203,27.264492753623188,False,0.0,0.3906,1,2,1,50.0,36.77455357142857,36.77455357142857,16.637608966376074,3.3623910336239273,历史1/2次成功; 当前距低点3.36%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,68.92496185330378,58.07468283320464,603322,超讯通信,bottom_area,2025-12-25,38.43,2025-12-25,38.2,0.6020942408376881,1.649214659685852,30.93473151328873,False,-1.0046,5.2741,3,7,3,42.857142857142854,30.354995327344025,39.45833333333333,19.397905759162313,0.6020942408376881,历史3/7次成功; 当前距低点0.60%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
9,67.85740772168701,61.71445993913576,002317,众生药业,bottom_area,2025-12-25,19.49,2025-12-23,18.6,4.784946236559123,6.4516129032258025,31.617647058823522,False,0.1542,5.4324,2,5,2,40.0,45.076007303712714,58.31999999999999,15.215053763440878,4.784946236559123,历史2/5次成功; 当前距低点4.78%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
10,67.24529167912478,59.02770870284618,002728,特一药业,bottom_area,2025-12-25,11.22,2025-12-19,10.91,2.8414298808432674,4.12465627864344,27.508305647840537,False,1.0811,6.8851,1,4,1,25.0,39.3073593073593,39.3073593073593,17.158570119156735,2.8414298808432674,历史1/4次成功; 当前距低点2.84%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
11,65.0757105082079,59.408764920673896,600222,太龙药业,bottom_area,2025-12-25,6.94,2025-12-16,6.61,4.992435703479577,8.623298033282895,29.978813559322028,True,1.1662,3.4629,1,2,1,50.0,37.696335078534034,37.696335078534034,15.007564296520423,4.992435703479577,历史1/2次成功; 当前距低点4.99%; 最新日涨幅1.17%; 状态bottom_area; 底部已确认
12,62.62390330036936,54.57311688311689,000890,法尔胜,bottom_area,2025-12-25,5.45,2025-12-24,5.32,2.4436090225563887,6.203007518796993,31.9693094629156,False,-1.6245,9.9797,1,4,1,25.0,32.954545454545446,32.954545454545446,17.556390977443613,2.4436090225563887,历史1/4次成功; 当前距低点2.44%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
13,62.56837498990869,56.61171560181393,600250,南京商旅,bottom_area,2025-12-25,12.07,2025-12-24,11.55,4.502164502164498,5.367965367965361,28.171641791044767,False,1.2584,11.2969,2,7,2,28.57142857142857,38.937445980985316,53.93258426966293,15.497835497835503,4.502164502164498,历史2/7次成功; 当前距低点4.50%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
14,62.2759989014425,55.73733642759073,300056,中创环保,bottom_area,2025-12-25,8.78,2025-12-17,8.45,3.9053254437869835,8.284023668639067,29.34782608695653,True,-0.2273,3.7664,1,2,1,50.0,27.10472279260781,27.10472279260781,16.09467455621302,3.9053254437869835,历史1/2次成功; 当前距低点3.91%; 最新日涨幅-0.23%; 状态bottom_area; 底部已确认
15,61.802486738901784,55.02084740730386,002589,瑞康医药,bottom_area,2025-12-25,3.44,2025-12-17,3.32,3.6144578313253044,7.831325301204826,29.211087420042652,True,-1.4327,5.8304,2,7,2,28.57142857142857,32.78239542171958,37.073170731707336,16.385542168674696,3.6144578313253044,历史2/7次成功; 当前距低点3.61%; 最新日涨幅-1.43%; 状态bottom_area; 底部已确认
16,61.426537713113014,55.66652771549505,000665,湖北广电,bottom_area,2025-12-25,5.47,2025-12-17,5.23,4.588910133843199,5.927342256214141,27.46185852981969,False,0.1832,1.3095,2,7,2,28.57142857142857,34.919124227805554,43.606557377049185,15.411089866156802,4.588910133843199,历史2/7次成功; 当前距低点4.59%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
17,60.35567752929642,54.43470916408063,002632,道明光学,bottom_area,2025-12-25,12.54,2025-12-19,12.02,4.326123128119797,7.071547420965056,27.28372655777375,True,-0.9479,6.4683,1,2,1,50.0,25.259515570934255,25.259515570934255,15.673876871880205,4.326123128119797,历史1/2次成功; 当前距低点4.33%; 最新日涨幅-0.95%; 状态bottom_area; 底部已确认
18,58.692420624478885,49.59746911008539,001330,博纳影业,bottom_area,2025-12-25,7.94,2025-12-24,7.88,0.7614213197969607,7.868020304568529,28.16773017319964,False,-4.222,13.1333,1,4,1,25.0,35.637149028077765,35.637149028077765,19.23857868020304,0.7614213197969607,历史1/4次成功; 当前距低点0.76%; 最新日涨幅-4.22%; 状态bottom_area; 底部未确认
19,58.20304505751907,53.05288222193902,002129,TCL中环,bottom_area,2025-12-25,8.55,2025-12-16,8.15,4.907975460122704,5.153374233128833,29.253472222222214,False,0.3521,1.3279,1,3,1,33.33333333333333,31.12759643916912,31.12759643916912,15.092024539877297,4.907975460122704,历史1/3次成功; 当前距低点4.91%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
