rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.00249305489032,78.75477344573235,002259,升达林业,bottom_area,2025-09-26,3.96,2025-09-23,3.9,1.5384615384615399,5.641025641025646,27.509293680297397,False,0.2532,1.2522,1,1,1,100.0,16.894977168949776,16.894977168949776,13.461538461538458,1.5384615384615399,历史1/1次成功; 当前距低点1.54%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
2,87.31656758333297,80.80819875776399,301009,可靠股份,bottom_area,2025-09-26,13.31,2025-09-23,12.88,3.3385093167701836,4.5807453416149055,30.566037735849054,False,0.3771,2.1418,1,1,1,100.0,53.96648044692738,53.96648044692738,11.661490683229816,3.3385093167701836,历史1/1次成功; 当前距低点3.34%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
3,87.12246815372335,75.75866795975944,600246,万通发展,bottom_area,2025-09-26,11.4,2025-09-26,11.4,0.0,6.8421052631578885,29.28039702233251,False,-6.7103,8.7564,3,3,3,100.0,33.379935267523855,64.73317865429235,15.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-6.71%; 状态bottom_area; 底部未确认
4,83.62807610591864,73.39002436685152,301151,冠龙节能,bottom_area,2025-09-26,20.48,2025-09-23,20.38,0.4906771344455418,5.004906771344453,28.49122807017544,False,-1.0628,3.7611,1,1,1,100.0,37.520259319286865,37.520259319286865,14.509322865554457,0.4906771344455418,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
5,78.65959208677876,74.66663598126648,002651,利君股份,bottom_area,2025-09-26,11.36,2025-09-23,10.85,4.700460829493086,8.66359447004608,28.09807819748178,True,2.7125,6.8652,3,4,3,75.0,28.648853078014685,41.96642685851319,10.299539170506913,4.700460829493086,历史3/4次成功; 当前距低点4.70%; 最新日涨幅2.71%; 状态bottom_area; 底部已确认
6,77.72638446043244,67.7493076638757,605188,国光连锁,bottom_area,2025-09-26,15.72,2025-09-26,15.7,0.12738853503185574,4.840764331210201,27.64976958525346,False,-3.7944,3.1338,3,4,3,75.0,17.12233077284043,19.218749999999993,14.872611464968145,0.12738853503185574,历史3/4次成功; 当前距低点0.13%; 最新日涨幅-3.79%; 状态bottom_area; 底部未确认
7,74.37362569213735,65.14294573643413,000718,苏宁环球,bottom_area,2025-09-26,2.59,2025-09-23,2.58,0.3875968992247979,4.651162790697678,31.2,False,0.0,3.8521,2,4,2,50.0,27.77777777777778,36.111111111111114,14.6124031007752,0.3875968992247979,历史2/4次成功; 当前距低点0.39%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,71.94336758940364,66.41985144584982,300534,陇神戎发,bottom_area,2025-09-26,9.65,2025-09-23,9.35,3.2085561497326283,5.454545454545452,27.519379844961243,False,-0.3099,1.6563,3,5,3,60.0,30.190104662581724,41.58730158730159,11.791443850267372,3.2085561497326283,历史3/5次成功; 当前距低点3.21%; 最新日涨幅-0.31%; 状态bottom_area; 底部未确认
9,70.91633610816143,67.4869366414182,600316,洪都航空,bottom_area,2025-09-26,35.55,2025-09-16,33.91,4.836331465644355,9.407254497198482,28.565409732462616,True,1.5714,2.1143,3,5,3,60.0,24.213830016598457,30.462519936204153,10.163668534355645,4.836331465644355,历史3/5次成功; 当前距低点4.84%; 最新日涨幅1.57%; 状态bottom_area; 底部已确认
10,69.38427296678276,65.7878209133516,000037,深南电A,bottom_area,2025-09-26,8.57,2025-09-23,8.19,4.63980463980465,5.616605616605627,28.220858895705526,False,0.9423,1.7198,5,9,5,55.55555555555556,31.492938726974817,45.16765285996055,10.36019536019535,4.63980463980465,历史5/9次成功; 当前距低点4.64%; 最新日涨幅0.94%; 状态bottom_area; 底部未确认
11,66.57396652647353,59.46844635548294,000679,大连友谊,bottom_area,2025-09-26,7.75,2025-09-26,7.64,1.4397905759162346,2.7486910994764395,27.65151515151516,False,-0.2574,2.0806,3,8,3,37.5,19.88531649769868,24.94061757719715,13.560209424083764,1.4397905759162346,历史3/8次成功; 当前距低点1.44%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
