rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.29892902114301,75.62070046581456,002179,中航光电,bottom_area,2023-06-06,41.04,2023-06-05,40.93,0.2687515269973111,3.322746151966771,28.743036211699163,False,-0.7497,0.275,1,1,1,100.0,46.79276315789475,46.79276315789475,19.73124847300269,0.2687515269973111,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-0.75%; 状态bottom_area; 底部未确认
2,90.2143247915064,78.4173405402843,688075,安旭生物,bottom_area,2023-06-06,66.14,2023-05-10,64.65,2.3047177107501855,7.764887857695276,30.37906525953047,True,-1.8549,1.5905,4,5,4,80.0,31.086542584917854,40.134529147982065,17.695282289249814,2.3047177107501855,历史4/5次成功; 当前距低点2.30%; 最新日涨幅-1.85%; 状态bottom_area; 底部已确认
3,89.614597070703,74.6788308922525,605399,晨光新材,bottom_area,2023-06-06,19.41,2023-06-06,19.41,0.0,4.070066975785673,28.875045804323925,False,-3.4328,1.6687,2,2,2,100.0,44.24102630243285,52.857533497402244,20.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.43%; 状态bottom_area; 底部未确认
4,89.54216143774934,76.30984909104633,300762,上海瀚讯,bottom_area,2023-06-06,11.58,2023-05-10,11.44,1.2237762237762289,6.6433566433566416,27.50316856780735,False,-3.3389,1.188,1,1,1,100.0,32.580961727183514,32.580961727183514,18.776223776223773,1.2237762237762289,历史1/1次成功; 当前距低点1.22%; 最新日涨幅-3.34%; 状态bottom_area; 底部未确认
5,86.95637736331207,75.5333530370233,601111,中国国航,bottom_area,2023-06-06,8.12,2023-06-02,7.94,2.267002518891673,4.53400503778338,29.920564872021178,False,-1.6949,0.4148,1,1,1,100.0,30.97913322632423,30.97913322632423,17.732997481108328,2.267002518891673,历史1/1次成功; 当前距低点2.27%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
6,86.2283095074535,72.21474540008558,600935,华塑股份,bottom_area,2023-06-06,3.7,2023-05-31,3.69,0.2710027100271065,3.2520325203252063,27.788649706457928,False,-1.8568,0.3131,1,1,1,100.0,28.50877192982458,28.50877192982458,19.728997289972895,0.2710027100271065,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
7,85.18232943791988,72.23502907520496,300363,博腾股份,bottom_area,2023-06-06,30.73,2023-05-30,30.44,0.9526938239158973,5.946123521681993,27.01989930472309,False,-1.9464,0.8702,1,1,1,100.0,36.97403760071621,36.97403760071621,19.047306176084103,0.9526938239158973,历史1/1次成功; 当前距低点0.95%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
8,84.68193669635644,70.90948984903694,002041,登海种业,bottom_area,2023-06-06,15.24,2023-05-30,15.2,0.2631578947368482,3.552631578947375,28.30188679245283,False,-2.245,0.4339,1,1,1,100.0,21.395106715252467,21.395106715252467,19.736842105263154,0.2631578947368482,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
9,84.36590317280276,73.60985141501665,600256,广汇能源,bottom_area,2023-06-06,7.35,2023-06-01,7.17,2.5104602510460214,5.718270571827059,29.49852507374631,False,-1.2097,1.0268,1,1,1,100.0,23.62204724409449,23.62204724409449,17.48953974895398,2.5104602510460214,历史1/1次成功; 当前距低点2.51%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
10,84.31411845359186,70.37863811641117,600995,南网储能,bottom_area,2023-06-06,11.04,2023-06-06,11.03,0.09066183136899172,10.97008159564824,30.976220275344186,False,-9.9511,3.6162,1,1,1,100.0,26.64165103189493,26.64165103189493,19.90933816863101,0.09066183136899172,历史1/1次成功; 当前距低点0.09%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
11,83.71258314426532,72.67651912846188,688176,亚虹医药,bottom_area,2023-06-06,11.88,2023-06-06,11.62,2.237521514629962,12.134251290877799,28.182941903584673,False,-8.404,5.8519,1,1,1,100.0,25.473484848484844,25.473484848484844,17.76247848537004,2.237521514629962,历史1/1次成功; 当前距低点2.24%; 最新日涨幅-8.40%; 状态bottom_area; 底部未确认
12,83.39224191496189,69.78799906019054,688289,圣湘生物,bottom_area,2023-06-06,17.38,2023-06-06,17.34,0.23068050749711155,5.420991926182245,29.655172413793103,False,-4.1368,1.2488,1,1,1,100.0,25.182530200451346,25.182530200451346,19.76931949250289,0.23068050749711155,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
13,82.49856334787415,69.49788924983004,300753,爱朋医疗,bottom_area,2023-06-06,18.71,2023-06-06,18.6,0.5913978494623625,4.784946236559123,32.017543859649116,False,-3.9528,24.5498,1,1,1,100.0,28.044496487119456,28.044496487119456,19.40860215053764,0.5913978494623625,历史1/1次成功; 当前距低点0.59%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
14,81.72956476743977,73.16465478293011,600319,亚星化学,bottom_area,2023-06-06,5.04,2023-04-25,4.85,3.9175257731958846,9.69072164948455,28.4660766961652,True,-2.5145,1.3234,1,1,1,100.0,29.282868525896426,29.282868525896426,16.082474226804116,3.9175257731958846,历史1/1次成功; 当前距低点3.92%; 最新日涨幅-2.51%; 状态bottom_area; 底部已确认
