rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.5599031023031,80.68343194103194,002357,富临运业,bottom_area,2022-01-04,6.37,2022-01-04,6.25,1.9200000000000015,3.0400000000000063,29.775280898876407,False,0.6319,7.1711,1,1,1,100.0,31.941031941031934,31.941031941031934,8.079999999999998,1.9200000000000015,历史1/1次成功; 当前距低点1.92%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
2,84.59796216935689,80.1721682651281,688280,精进电动,bottom_area,2022-01-04,15.47,2021-12-30,15.14,2.179656538969617,5.019815059445177,31.832507879333633,False,1.4426,4.903,1,1,1,100.0,32.37518910741301,32.37518910741301,7.820343461030384,2.179656538969617,历史1/1次成功; 当前距低点2.18%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
3,80.08174138249565,76.45344242018193,605138,盛泰集团,bottom_area,2022-01-04,12.39,2021-12-31,12.08,2.566225165562918,4.056291390728479,31.285551763367458,False,2.5662,20.1337,1,1,1,100.0,17.120622568093385,17.120622568093385,7.4337748344370835,2.566225165562918,历史1/1次成功; 当前距低点2.57%; 最新日涨幅2.57%; 状态bottom_area; 底部未确认
4,79.54048399268837,75.48041288401285,688037,芯源微,bottom_area,2022-01-04,163.6,2022-01-04,160.0,2.2499999999999964,6.512499999999992,28.167370027835148,False,-3.0806,2.6751,2,2,2,100.0,24.034477871036746,27.322614278658854,7.750000000000004,2.2499999999999964,历史2/2次成功; 当前距低点2.25%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
5,78.08983843403283,75.00369897310138,600405,动力源,bottom_area,2022-01-04,7.85,2021-12-29,7.63,2.883355176933155,6.553079947575371,30.383211678832122,False,0.3836,9.3418,1,1,1,100.0,13.213703099510612,13.213703099510612,7.116644823066845,2.883355176933155,历史1/1次成功; 当前距低点2.88%; 最新日涨幅0.38%; 状态bottom_area; 底部未确认
6,63.57305820791048,60.56778636535471,603169,兰石重装,bottom_area,2022-01-04,9.17,2022-01-04,8.95,2.4581005586592255,4.134078212290515,31.417624521072806,False,0.6586,4.5051,1,2,1,50.0,22.055137844611526,22.055137844611526,7.541899441340775,2.4581005586592255,历史1/2次成功; 当前距低点2.46%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
