rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.89528908936511,84.92631614195953,002045,国光电器,bottom_area,2023-07-26,13.55,2023-07-26,13.41,1.0439970171513837,7.084265473527212,27.39577693557119,False,-5.8374,4.9172,4,4,4,100.0,26.70230828529398,33.77563329312426,6.9560029828486165,1.0439970171513837,历史4/4次成功; 当前距低点1.04%; 最新日涨幅-5.84%; 状态bottom_area; 底部未确认
2,86.76583385177219,83.57406068007099,603033,三维股份,bottom_area,2023-07-26,15.92,2023-07-17,15.6,2.051282051282053,5.25641025641027,27.677329624478446,False,0.8872,0.0989,3,3,3,100.0,15.757977188140112,24.922480620155024,5.948717948717947,2.051282051282053,历史3/3次成功; 当前距低点2.05%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
3,81.7033928781734,76.02432721227788,002829,星网宇达,bottom_area,2023-07-26,31.4,2023-07-26,31.32,0.25542784163473276,2.2030651340996092,30.042439133348232,False,-1.9669,1.7057,3,3,3,100.0,15.4661435011025,21.628131021194598,7.744572158365267,0.25542784163473276,历史3/3次成功; 当前距低点0.26%; 最新日涨幅-1.97%; 状态bottom_area; 底部未确认
4,80.50844682967946,75.2234284382344,002403,爱仕达,bottom_area,2023-07-26,8.54,2023-07-24,8.5,0.47058823529410765,2.5882352941176547,31.891025641025646,False,-1.6129,1.8869,3,3,3,100.0,13.797686100564366,21.63892445582587,7.529411764705893,0.47058823529410765,历史3/3次成功; 当前距低点0.47%; 最新日涨幅-1.61%; 状态bottom_area; 底部未确认
5,80.42264562773421,75.61922711652932,300342,天银机电,bottom_area,2023-07-26,11.36,2023-07-25,11.27,0.7985803016858904,5.2351375332741785,27.337201805286917,False,-0.786,4.6207,3,3,3,100.0,19.9461838944793,26.68539325842696,7.20141969831411,0.7985803016858904,历史3/3次成功; 当前距低点0.80%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
6,78.84746639718638,74.9832280931113,002654,万润科技,bottom_area,2023-07-26,10.23,2023-07-26,10.09,1.3875123885034746,7.0366699702676,29.93055555555556,False,-4.3925,11.3134,2,2,2,100.0,10.789012574726865,11.22448979591837,6.612487611496526,1.3875123885034746,历史2/2次成功; 当前距低点1.39%; 最新日涨幅-4.39%; 状态bottom_area; 底部未确认
7,78.54484482561261,74.22811043290912,301379,天山电子,bottom_area,2023-07-26,35.23,2023-07-26,34.86,1.0613884107859939,5.851979345955248,30.0,False,-4.3962,34.4941,1,1,1,100.0,19.398258115597777,19.398258115597777,6.938611589214007,1.0613884107859939,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-4.40%; 状态bottom_area; 底部未确认
8,77.82526004767685,72.97646966124618,000037,深南电A,bottom_area,2023-07-26,10.74,2023-07-26,10.67,0.6560449859418959,4.311152764761021,27.80784844384303,False,-2.8933,5.3642,5,6,5,83.33333333333334,23.435047827206347,45.16765285996055,7.343955014058104,0.6560449859418959,历史5/6次成功; 当前距低点0.66%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
9,77.32794922116561,72.065701988702,600081,东风科技,bottom_area,2023-07-26,11.92,2023-07-24,11.88,0.3367003367003295,3.787878787878782,28.13067150635209,False,-2.8525,2.1857,2,2,2,100.0,11.84612234612234,13.923013923013915,7.663299663299671,0.3367003367003295,历史2/2次成功; 当前距低点0.34%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
10,76.74286627279663,74.67552645962132,002590,万安科技,bottom_area,2023-07-26,11.53,2023-07-24,11.24,2.5800711743772164,6.672597864768683,28.589580686149933,False,-2.7004,6.7294,1,1,1,100.0,30.204778156996575,30.204778156996575,5.419928825622784,2.5800711743772164,历史1/1次成功; 当前距低点2.58%; 最新日涨幅-2.70%; 状态bottom_area; 底部未确认
11,76.47174607943778,73.24782784355534,600990,四创电子,bottom_area,2023-07-26,23.12,2023-07-24,22.72,1.7605633802816996,2.376760563380294,29.199127454035533,False,-0.4307,0.4402,1,1,1,100.0,12.483399734395755,12.483399734395755,6.2394366197183,1.7605633802816996,历史1/1次成功; 当前距低点1.76%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
