rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.8058632025564,91.40529135152968,000811,冰轮环境,bottom_area,2025-06-16,8.95,2025-06-16,8.86,1.0158013544018043,1.4672686230248395,31.264546159813815,False,0.0,1.6517,5,5,5,100.0,28.501712040676264,47.451868629671566,6.9841986455981955,1.0158013544018043,历史5/5次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,92.30410883977152,88.29571200635898,000715,中兴商业,bottom_area,2025-06-16,5.41,2025-06-16,5.32,1.6917293233082678,2.631578947368415,29.999999999999993,False,0.1852,1.3431,4,4,4,100.0,20.069112169364704,29.105691056910565,6.308270676691732,1.6917293233082678,历史4/4次成功; 当前距低点1.69%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
3,90.94177171809474,86.40316042340133,002136,安纳达,bottom_area,2025-06-16,10.6,2025-06-13,10.46,1.3384321223709252,2.963671128107062,30.0334448160535,False,0.6648,3.0233,3,3,3,100.0,22.230030443048534,42.29299363057326,6.661567877629075,1.3384321223709252,历史3/3次成功; 当前距低点1.34%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
4,89.30808320545607,85.06705882352941,301260,格力博,bottom_area,2025-06-16,19.32,2025-06-16,19.04,1.4705882352941237,2.4684873949579957,27.272727272727277,False,0.625,2.6543,1,1,1,100.0,58.71313672922254,58.71313672922254,6.529411764705877,1.4705882352941237,历史1/1次成功; 当前距低点1.47%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
5,88.34198342582697,84.21902233253282,001311,多利科技,bottom_area,2025-06-16,20.1,2025-06-10,19.8,1.5151515151515187,5.707070707070702,31.794695142955565,False,0.3495,1.8684,2,2,2,100.0,29.32025691977575,46.9244288224956,6.484848484848483,1.5151515151515187,历史2/2次成功; 当前距低点1.52%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
6,87.5242937568014,84.95581369609968,300540,蜀道装备,bottom_area,2025-06-16,16.3,2025-06-16,15.91,2.4512884978001295,3.4569453174104385,32.26905065985525,False,0.9913,2.3192,4,4,4,100.0,11.423395005827826,18.695652173913043,5.548711502199871,2.4512884978001295,历史4/4次成功; 当前距低点2.45%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
7,87.47755766326854,84.84640325420771,300346,南大光电,bottom_area,2025-06-16,30.57,2025-06-13,29.85,2.412060301507534,3.1825795644891097,27.513355998057303,False,0.2295,1.7852,3,3,3,100.0,27.020971729273548,46.69811320754715,5.587939698492467,2.412060301507534,历史3/3次成功; 当前距低点2.41%; 最新日涨幅0.23%; 状态bottom_area; 底部未确认
8,87.2199412831467,83.90017621145375,605005,合兴股份,bottom_area,2025-06-16,18.52,2025-06-16,18.16,1.9823788546255476,2.1475770925110163,31.75497933107854,False,0.5975,0.9563,1,1,1,100.0,96.96521095484826,96.96521095484826,6.017621145374452,1.9823788546255476,历史1/1次成功; 当前距低点1.98%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
9,86.99641243180635,84.03032894106427,603198,迎驾贡酒,bottom_area,2025-06-16,38.62,2025-06-16,37.79,2.1963482402752006,2.5932786451442285,29.78446674098848,False,0.4944,0.8,2,2,2,100.0,36.655929725224325,39.66017405719024,5.8036517597248,2.1963482402752006,历史2/2次成功; 当前距低点2.20%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
10,85.68951188682975,81.90283534366797,002909,集泰股份,bottom_area,2025-06-16,6.16,2025-06-16,6.06,1.650165016501659,2.640264026402643,27.598566308243726,False,0.9836,3.5526,1,1,1,100.0,35.18930957683742,35.18930957683742,6.349834983498341,1.650165016501659,历史1/1次成功; 当前距低点1.65%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
11,85.6756778241354,81.99907998422684,688188,柏楚电子,bottom_area,2025-06-16,139.01,2025-06-11,136.66,1.7195960778574524,2.8757500365871556,31.8675840063815,False,-0.3513,0.264,3,3,3,100.0,25.69762925667648,34.07281509974057,6.280403922142548,1.7195960778574524,历史3/3次成功; 当前距低点1.72%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
