rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.25739697062923,81.92830334567402,000065,北方国际,bottom_area,2024-08-06,9.62,2024-07-25,9.19,4.678998911860716,8.7051142546246,30.641509433962266,True,1.3699,0.7411,3,3,3,100.0,29.926993896325044,41.48061104582843,15.321001088139285,4.678998911860716,历史3/3次成功; 当前距低点4.68%; 最新日涨幅1.37%; 状态bottom_area; 底部已确认
2,89.51732295834016,79.29377201584748,001218,丽臣实业,bottom_area,2024-08-06,14.24,2024-07-25,13.78,3.3381712626995705,6.603773584905662,30.404040404040412,False,2.0789,0.7606,2,2,2,100.0,25.18711018711019,29.999999999999993,16.66182873730043,3.3381712626995705,历史2/2次成功; 当前距低点3.34%; 最新日涨幅2.08%; 状态bottom_area; 底部未确认
3,89.21349595868884,79.71770992366413,002687,乔治白,bottom_area,2024-08-06,4.08,2024-07-25,3.93,3.8167938931297685,5.852417302798981,32.82051282051282,False,0.9901,0.5961,1,1,1,100.0,64.00000000000001,64.00000000000001,16.183206106870234,3.8167938931297685,历史1/1次成功; 当前距低点3.82%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
4,88.26298436998073,79.53534619066191,300349,金卡智能,bottom_area,2024-08-06,10.48,2024-07-25,10.05,4.278606965174126,9.55223880597014,32.59557344064386,True,1.256,0.9286,1,1,1,100.0,45.48693586698337,45.48693586698337,15.721393034825876,4.278606965174126,历史1/1次成功; 当前距低点4.28%; 最新日涨幅1.26%; 状态bottom_area; 底部已确认
5,87.82144882297688,78.102078992766,002563,森马服饰,bottom_area,2024-08-06,4.95,2024-07-30,4.78,3.5564853556485336,7.531380753138063,29.080118694362017,True,1.227,0.4673,1,1,1,100.0,28.929384965831446,28.929384965831446,16.443514644351467,3.5564853556485336,历史1/1次成功; 当前距低点3.56%; 最新日涨幅1.23%; 状态bottom_area; 底部已确认
6,74.48054977977417,63.9089174806736,001203,大中矿业,bottom_area,2024-08-06,8.27,2024-08-05,8.14,1.5970515970515846,3.1941031941031914,30.00859845227859,False,1.224,0.4221,1,2,1,50.0,29.46341463414634,29.46341463414634,18.402948402948414,1.5970515970515846,历史1/2次成功; 当前距低点1.60%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
7,73.03351167388722,62.962558714462304,000550,江铃汽车,bottom_area,2024-08-06,24.72,2024-08-06,24.27,1.854140914709515,5.686032138442518,29.61136890951276,False,-2.792,8.168,1,2,1,50.0,54.077669902912604,54.077669902912604,18.145859085290486,1.854140914709515,历史1/2次成功; 当前距低点1.85%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
8,60.584422336417525,55.1561279498012,601156,东航物流,bottom_area,2024-08-06,15.16,2024-07-23,14.46,4.840940525587823,11.687413554633455,31.175630652070446,True,-1.3021,0.6633,1,2,1,50.0,35.44877606527652,35.44877606527652,15.159059474412178,4.840940525587823,历史1/2次成功; 当前距低点4.84%; 最新日涨幅-1.30%; 状态bottom_area; 底部已确认
