rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.19588175350731,85.46087362902203,603221,爱丽家居,bottom_area,2025-08-28,12.31,2025-08-28,11.98,2.754590984974959,2.754590984974959,31.931818181818183,False,0.7365,3.106,4,4,4,100.0,17.856672444972688,20.699708454810505,7.245409015025042,2.754590984974959,历史4/4次成功; 当前距低点2.75%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
2,82.71548828706568,82.42296419701364,300510,金冠股份,bottom_area,2025-08-28,4.79,2025-08-28,4.57,4.814004376367609,5.68927789934354,27.8041074249605,False,0.2092,11.2847,4,4,4,100.0,26.76824825339677,40.000000000000014,5.185995623632392,4.814004376367609,历史4/4次成功; 当前距低点4.81%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
3,80.39681298836862,77.74713484998352,600658,电子城,bottom_area,2025-08-28,6.69,2025-08-28,6.48,3.24074074074074,7.098765432098765,27.191011235955052,False,1.2103,7.3,1,1,1,100.0,32.344213649851625,32.344213649851625,6.75925925925926,3.24074074074074,历史1/1次成功; 当前距低点3.24%; 最新日涨幅1.21%; 状态bottom_area; 底部未确认
4,80.08637043840861,78.95839338998033,002795,永和智控,bottom_area,2025-08-28,4.9,2025-08-28,4.7,4.255319148936174,5.957446808510643,31.884057971014496,False,-0.4065,5.3578,6,6,6,100.0,23.766242201907538,32.328767123287676,5.744680851063827,4.255319148936174,历史6/6次成功; 当前距低点4.26%; 最新日涨幅-0.41%; 状态bottom_area; 底部未确认
5,79.38795705061794,74.5508767529358,603511,爱慕股份,bottom_area,2025-08-28,14.95,2025-08-28,14.7,1.7006802721088436,3.8095238095238133,31.308411214953267,False,-1.9029,1.0984,1,1,1,100.0,18.754988028731056,18.754988028731056,8.299319727891156,1.7006802721088436,历史1/1次成功; 当前距低点1.70%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
6,78.94622577331927,78.04783344588463,300665,飞鹿股份,bottom_area,2025-08-28,9.73,2025-08-28,9.32,4.399141630901289,6.115879828326183,27.470817120622566,False,-0.6129,17.2675,5,5,5,100.0,20.633743894298735,23.50486787204451,5.600858369098711,4.399141630901289,历史5/5次成功; 当前距低点4.40%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
7,77.30411533319882,75.56443257676902,002097,山河智能,bottom_area,2025-08-28,15.55,2025-08-28,14.98,3.8050734312416576,5.140186915887847,28.59866539561487,False,-0.7658,9.7283,1,1,1,100.0,50.210970464135016,50.210970464135016,6.194926568758343,3.8050734312416576,历史1/1次成功; 当前距低点3.81%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
8,77.22104321168145,74.51914329672333,300902,国安达,bottom_area,2025-08-28,24.05,2025-08-28,23.32,3.1303602058319058,5.0600343053173225,29.37613567534828,False,-1.4748,10.8895,2,2,2,100.0,19.4428202474198,26.906779661016937,6.869639794168095,3.1303602058319058,历史2/2次成功; 当前距低点3.13%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
9,77.17927745288308,74.02414975826836,002596,海南瑞泽,bottom_area,2025-08-28,3.66,2025-08-28,3.56,2.8089887640449462,4.494382022471914,27.93522267206478,False,-0.5435,3.3089,2,2,2,100.0,12.842172797262624,14.970059880239523,7.191011235955054,2.8089887640449462,历史2/2次成功; 当前距低点2.81%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
10,76.6769149051129,74.76245132364706,002041,登海种业,bottom_area,2025-08-28,9.88,2025-06-23,9.53,3.672612801678924,7.345225603357829,29.719764011799416,True,-1.2987,2.7387,2,2,2,100.0,18.2043468358871,21.395106715252467,6.327387198321077,3.672612801678924,历史2/2次成功; 当前距低点3.67%; 最新日涨幅-1.30%; 状态bottom_area; 底部已确认
11,75.71835273506775,73.48929359291307,603080,新疆火炬,bottom_area,2025-08-28,21.1,2025-08-28,20.4,3.431372549019622,4.852941176470598,29.655172413793107,False,-0.3307,4.6714,2,2,2,100.0,17.595822605794677,22.385321100917427,6.568627450980379,3.431372549019622,历史2/2次成功; 当前距低点3.43%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
