rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.12856786782838,80.62935908154437,300624,万兴科技,bottom_area,2022-02-17,39.78,2022-02-14,39.08,1.7911975435005192,5.578300921187307,29.24135433641137,False,-1.7292,2.8558,2,2,2,100.0,35.87790043400834,51.195680123425035,6.20880245649948,1.7911975435005192,历史2/2次成功; 当前距低点1.79%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
2,79.64571818191618,74.69877916440586,000620,盈新发展,bottom_area,2022-02-17,3.02,2022-02-17,3.0,0.6666666666666672,6.333333333333331,27.710843373493983,False,-5.625,5.4044,2,2,2,100.0,40.26225357207451,58.4192439862543,7.333333333333333,0.6666666666666672,历史2/2次成功; 当前距低点0.67%; 最新日涨幅-5.62%; 状态bottom_area; 底部未确认
3,78.12393601463691,73.54314636283961,603368,柳药集团,bottom_area,2022-02-17,16.44,2022-01-28,16.3,0.8588957055214758,6.871165644171786,30.282292557741652,False,-1.2613,1.5371,1,1,1,100.0,42.85714285714285,42.85714285714285,7.141104294478525,0.8588957055214758,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
4,76.89716852717214,73.67598588833337,300677,英科医疗,bottom_area,2022-02-17,51.6,2022-02-14,50.7,1.7751479289940801,4.536489151873761,31.94630872483221,False,-1.733,2.0256,1,1,1,100.0,14.964103045375621,14.964103045375621,6.22485207100592,1.7751479289940801,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-1.73%; 状态bottom_area; 底部未确认
5,76.71763834701827,75.47834327834329,300511,雪榕生物,confirmed_rebound,2022-02-17,6.87,2022-01-27,6.66,3.153153153153153,8.108108108108109,31.198347107438014,True,-1.5759,2.3248,2,2,2,100.0,25.900712191034756,29.220779220779214,4.846846846846847,3.153153153153153,历史2/2次成功; 当前距低点3.15%; 最新日涨幅-1.58%; 状态confirmed_rebound; 底部已确认
6,76.15900199645631,72.84746661861652,688319,欧林生物,bottom_area,2022-02-17,27.7,2022-02-14,27.24,1.6886930983847315,3.3039647577092595,29.739489295847317,False,-0.3239,0.5868,1,1,1,100.0,9.449929478138205,9.449929478138205,6.311306901615269,1.6886930983847315,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
7,75.67212708662034,73.07969745222931,000518,四环生物,confirmed_rebound,2022-02-17,3.27,2022-01-27,3.2,2.187499999999995,8.4375,27.272727272727277,True,-1.8018,1.1307,1,1,1,100.0,17.834394904458602,17.834394904458602,5.812500000000005,2.187499999999995,历史1/1次成功; 当前距低点2.19%; 最新日涨幅-1.80%; 状态confirmed_rebound; 底部已确认
8,75.41169032964775,73.96817568937689,000967,盈峰环境,bottom_area,2022-02-17,6.19,2022-01-28,6.01,2.9950083194675643,6.988352745424292,30.52023121387284,False,0.8143,1.4827,1,1,1,100.0,9.015025041736227,9.015025041736227,5.004991680532436,2.9950083194675643,历史1/1次成功; 当前距低点3.00%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
9,75.10318738575671,70.005707863277,300562,乐心医疗,bottom_area,2022-02-17,11.58,2022-02-14,11.54,0.34662045060659386,3.5528596187175054,31.957547169811328,False,-2.1959,3.4451,1,1,1,100.0,17.559153175591536,17.559153175591536,7.6533795493934065,0.34662045060659386,历史1/1次成功; 当前距低点0.35%; 最新日涨幅-2.20%; 状态bottom_area; 底部未确认
10,74.57008742617094,74.83160045728496,600211,西藏药业,bottom_area,2022-02-17,42.35,2022-01-28,40.65,4.1820418204182115,6.519065190651903,28.18021201413428,False,1.074,1.1583,2,2,2,100.0,11.541160257196122,13.252533280349695,3.817958179581789,4.1820418204182115,历史2/2次成功; 当前距低点4.18%; 最新日涨幅1.07%; 状态bottom_area; 底部未确认
11,74.4269516427618,74.49469815333816,688311,盟升电子,bottom_area,2022-02-17,56.3,2022-02-14,54.11,4.047311033080757,7.5586767695435295,29.443212935193635,True,-1.5562,0.8537,2,2,2,100.0,21.357888756786508,23.893805309734503,3.9526889669192427,4.047311033080757,历史2/2次成功; 当前距低点4.05%; 最新日涨幅-1.56%; 状态bottom_area; 底部已确认
