rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.08692753567544,87.87685752330226,300586,美联新材,bottom_area,2023-04-14,15.26,2023-04-13,15.02,1.59786950732357,2.596537949400803,27.087378640776706,False,1.5303,1.3864,2,2,2,100.0,69.69134206257787,124.33414043583537,13.402130492676429,1.59786950732357,历史2/2次成功; 当前距低点1.60%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
2,96.30480892805949,86.06401829016703,000983,山西焦煤,bottom_area,2023-04-14,10.4,2023-04-11,10.25,1.4634146341463448,3.8048780487804934,27.715091678420308,False,0.1927,0.9982,3,3,3,100.0,21.938729333444627,27.212389380530986,13.536585365853654,1.4634146341463448,历史3/3次成功; 当前距低点1.46%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
3,92.16458082606484,82.67170507923638,002347,泰尔股份,bottom_area,2023-04-14,4.89,2023-04-11,4.81,1.6632016632016646,4.365904365904365,32.06214689265538,False,0.0,1.9008,2,2,2,100.0,22.816155222237516,29.585798816568047,13.336798336798333,1.6632016632016646,历史2/2次成功; 当前距低点1.66%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,89.40966534038931,79.39580241407383,001299,美能能源,bottom_area,2023-04-14,16.21,2023-04-14,16.03,1.1228945726762303,2.121023081721771,29.07079646017699,False,0.0617,2.8871,1,1,1,100.0,15.247322794492616,15.247322794492616,13.87710542732377,1.1228945726762303,历史1/1次成功; 当前距低点1.12%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
5,84.23120791259232,77.15810871402982,300530,领湃科技,bottom_area,2023-04-14,23.59,2023-04-06,22.95,2.7886710239651444,6.753812636165581,28.393135725429016,False,0.0,0.2478,3,4,3,75.0,27.802573379948058,34.07510431154381,12.211328976034855,2.7886710239651444,历史3/4次成功; 当前距低点2.79%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,81.55647713657173,71.56503080657205,002329,皇氏集团,bottom_area,2023-04-14,6.21,2023-04-14,6.18,0.48543689320388755,1.9417475728155358,30.32694475760992,False,-0.7987,2.8632,1,1,1,100.0,27.644230769230756,27.644230769230756,14.51456310679611,0.48543689320388755,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
7,81.35336868654146,74.3783065732683,002006,精工科技,bottom_area,2023-04-14,22.18,2023-04-11,21.6,2.685185185185177,4.62962962962963,29.938371715861166,False,0.9558,0.8127,2,3,2,66.66666666666666,46.311086714106686,61.48648648648647,12.314814814814824,2.685185185185177,历史2/3次成功; 当前距低点2.69%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
8,75.1491843287771,69.53402504036433,002125,湘潭电化,bottom_area,2023-04-14,12.73,2023-04-10,12.32,3.327922077922079,7.629870129870126,29.236071223434806,False,1.7586,1.4234,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,11.67207792207792,3.327922077922079,历史2/3次成功; 当前距低点3.33%; 最新日涨幅1.76%; 状态bottom_area; 底部未确认
9,73.36902028628171,69.41221060492906,002645,华宏科技,bottom_area,2023-04-14,15.49,2023-03-20,14.82,4.520917678812415,11.066126855600542,29.22636103151863,True,-0.2576,0.8343,1,1,1,100.0,16.50485436893203,16.50485436893203,10.479082321187585,4.520917678812415,历史1/1次成功; 当前距低点4.52%; 最新日涨幅-0.26%; 状态bottom_area; 底部已确认
10,72.9390053389337,64.77737104102236,001319,铭科精技,bottom_area,2023-04-14,20.6,2023-04-13,20.37,1.129111438389791,1.9636720667648433,27.431421446384036,False,0.6843,2.1717,1,2,1,50.0,28.396479142747793,28.396479142747793,13.87088856161021,1.129111438389791,历史1/2次成功; 当前距低点1.13%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
11,69.95766625887536,62.070642275483166,300763,锦浪科技,bottom_area,2023-04-14,124.68,2023-04-14,123.35,1.0782326712606507,2.5618159708147634,30.14893255563736,False,-0.3357,1.574,1,2,1,50.0,35.693617021276594,35.693617021276594,13.921767328739348,1.0782326712606507,历史1/2次成功; 当前距低点1.08%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
