rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_date,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,history_success_dates,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,58.7187026895863,53.550765875278515,600198,大唐电信,bottom_area,2024-09-27,7.44,2024-09-25,10.29,2024-09-27,7.09,4.936530324400572,9.732016925246832,31.098153547133133,27.69679300291544,False,-1.846965699208436,12.852592658954956,9,25,9,36.0,34.18309147802059,59.01639344262295,2004-05-11; 2008-04-23; 2011-01-25; 2012-12-04; 2014-05-19; 2015-06-30; 2015-09-02; 2020-02-04; 2024-02-06,15.063469675599428,4.936530324400572,历史9/25次成功; 当前距低点4.94%; 最新日涨幅-1.85%; 状态bottom_area; 底部未确认
