rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.29953807819233,79.15549345148256,300337,银邦股份,bottom_area,2021-10-25,4.83,2021-10-22,4.7,2.765957446808508,3.404255319148939,27.131782945736433,False,2.766,1.0716,1,1,1,100.0,34.09610983981694,34.09610983981694,17.234042553191493,2.765957446808508,历史1/1次成功; 当前距低点2.77%; 最新日涨幅2.77%; 状态bottom_area; 底部未确认
2,87.26930361238446,76.87358719460826,001212,中旗新材,bottom_area,2021-10-25,30.91,2021-10-12,30.0,3.0333333333333337,6.733333333333344,32.65993265993266,False,2.1143,4.1059,1,1,1,100.0,25.105307497893843,25.105307497893843,16.96666666666667,3.0333333333333337,历史1/1次成功; 当前距低点3.03%; 最新日涨幅2.11%; 状态bottom_area; 底部未确认
3,85.90600164504902,76.12808275862068,000789,万年青,bottom_area,2021-10-25,11.99,2021-10-25,11.6,3.362068965517247,3.7068965517241357,31.401537551744536,False,-0.9091,2.8805,1,1,1,100.0,47.599999999999994,47.599999999999994,16.637931034482754,3.362068965517247,历史1/1次成功; 当前距低点3.36%; 最新日涨幅-0.91%; 状态bottom_area; 底部未确认
4,81.29838813348364,72.15153634759466,002284,亚太股份,bottom_area,2021-10-25,6.91,2021-10-25,6.68,3.443113772455096,3.892215568862286,29.31216931216931,False,-0.2886,1.5211,1,1,1,100.0,27.214170692431566,27.214170692431566,16.556886227544904,3.443113772455096,历史1/1次成功; 当前距低点3.44%; 最新日涨幅-0.29%; 状态bottom_area; 底部未确认
