rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_date,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,history_success_dates,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,73.95454465929703,65.15501171218952,688793,倍轻松,bottom_area,2024-02-20,27.1,2024-02-08,36.96,2024-02-19,26.3,3.041825095057037,6.197718631178703,28.841991341991342,26.67748917748918,False,-0.367647058823517,0.6566959923797915,5,9,5,55.55555555555556,30.97572064532621,45.707732634338136,2023-07-12; 2023-09-13; 2023-12-01; 2023-12-26; 2024-02-02,16.958174904942965,3.041825095057037,历史5/9次成功; 当前距低点3.04%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
