rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.94811737386715,80.74705690333934,603306,华懋科技,bottom_area,2024-09-23,17.51,2024-09-19,17.11,2.3378141437755824,8.12390414962011,31.367829923786605,False,-1.6844,4.2449,3,3,3,100.0,26.54447930724555,49.205252246026255,7.6621858562244185,2.3378141437755824,历史3/3次成功; 当前距低点2.34%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
2,84.40302700387589,81.41327400373861,300473,德尔股份,bottom_area,2024-09-23,15.93,2024-09-18,15.45,3.1067961165048574,4.919093851132696,29.612756264236907,False,1.3359,5.8592,3,3,3,100.0,17.0794040288693,21.37137137137137,6.893203883495143,3.1067961165048574,历史3/3次成功; 当前距低点3.11%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
3,83.58702031075632,78.61192965760048,301386,未来电器,bottom_area,2024-09-23,17.16,2024-09-18,16.86,1.7793594306049865,4.626334519572961,28.224776500638566,False,-0.8666,1.337,2,2,2,100.0,24.88639332999926,27.880184331797242,8.220640569395014,1.7793594306049865,历史2/2次成功; 当前距低点1.78%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
4,82.52762310708461,79.00450448989427,688358,祥生医疗,bottom_area,2024-09-23,19.33,2024-09-18,18.82,2.7098831030818173,5.5791710945802375,29.274708756106726,False,-0.155,0.2519,3,3,3,100.0,21.73676325226245,29.46360153256704,7.2901168969181835,2.7098831030818173,历史3/3次成功; 当前距低点2.71%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
5,82.28904512796211,78.79161167166622,002674,兴业科技,bottom_area,2024-09-23,7.93,2024-09-18,7.72,2.72020725388601,3.367875647668403,32.16168717047452,False,0.7624,0.3126,1,1,1,100.0,31.578947368421055,31.578947368421055,7.279792746113991,2.72020725388601,历史1/1次成功; 当前距低点2.72%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
6,82.24625949383353,78.07855295116971,603079,圣达生物,bottom_area,2024-09-23,10.36,2024-09-18,10.13,2.270483711747272,4.6396841066140055,30.616438356164377,False,0.0,0.853,1,1,1,100.0,22.232558139534888,22.232558139534888,7.729516288252729,2.270483711747272,历史1/1次成功; 当前距低点2.27%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,81.89424639434259,79.65184831851346,300521,爱司凯,bottom_area,2024-09-23,10.23,2024-09-18,9.88,3.542510121457486,4.149797570850185,28.920863309352512,False,0.4912,0.7998,5,6,5,83.33333333333334,32.3948282908774,73.27586206896554,6.457489878542515,3.542510121457486,历史5/6次成功; 当前距低点3.54%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
8,81.31775136099183,74.49245935825279,301456,盘古智能,bottom_area,2024-09-23,17.55,2024-09-23,17.48,0.40045766590389176,2.1167048054919966,30.079999999999995,False,-0.8475,1.6226,1,1,1,100.0,42.34141309953585,42.34141309953585,9.599542334096109,0.40045766590389176,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
9,80.18266073047751,76.50295582120654,603132,金徽股份,bottom_area,2024-09-23,10.52,2024-09-18,10.26,2.534113060428848,5.165692007797265,31.554369579719815,False,-1.2207,1.1634,2,2,2,100.0,22.799643005292072,33.20754716981132,7.465886939571152,2.534113060428848,历史2/2次成功; 当前距低点2.53%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
10,79.3911319132623,79.33641714281899,300455,航天智装,bottom_area,2024-09-23,10.15,2024-09-18,9.67,4.963805584281287,6.721820062047573,29.82583454281567,False,1.6016,1.3879,3,3,3,100.0,28.676848790216763,53.103448275862064,5.036194415718714,4.963805584281287,历史3/3次成功; 当前距低点4.96%; 最新日涨幅1.60%; 状态bottom_area; 底部未确认
11,79.19828077705417,75.99235336928733,601808,中海油服,bottom_area,2024-09-23,13.44,2024-09-18,13.07,2.830910482019887,3.519510328997698,30.25613660618996,False,0.6742,0.1361,1,1,1,100.0,17.88617886178861,17.88617886178861,7.1690895179801135,2.830910482019887,历史1/1次成功; 当前距低点2.83%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
12,77.84232425306021,76.08386423302912,300761,立华股份,bottom_area,2024-09-23,17.48,2024-09-20,16.84,3.8004750593824266,4.750593824228033,32.369477911646584,False,1.216,0.8591,1,1,1,100.0,30.263157894736853,30.263157894736853,6.199524940617574,3.8004750593824266,历史1/1次成功; 当前距低点3.80%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
13,77.10875038504858,73.78135590314217,002600,领益智造,bottom_area,2024-09-23,6.12,2024-09-18,5.96,2.684563758389264,8.557046979865767,30.616996507566935,True,-3.1646,2.6861,4,5,4,80.0,21.03312511972955,38.381201044386415,7.315436241610737,2.684563758389264,历史4/5次成功; 当前距低点2.68%; 最新日涨幅-3.16%; 状态bottom_area; 底部已确认
