rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.07557650508885,75.6041935483871,002663,普邦股份,bottom_area,2022-05-30,1.87,2022-05-30,1.86,0.5376344086021511,2.150537634408592,29.27756653992395,False,-2.0942,2.4995,1,1,1,100.0,66.45569620253163,66.45569620253163,14.46236559139785,0.5376344086021511,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-2.09%; 状态bottom_area; 底部未确认
2,81.52348091817002,73.55565099304023,002811,郑中设计,bottom_area,2022-05-30,8.77,2022-05-30,8.6,1.976744186046511,4.1860465116279215,32.96960249415433,False,-2.1205,3.0197,1,1,1,100.0,16.78832116788322,16.78832116788322,13.023255813953488,1.976744186046511,历史1/1次成功; 当前距低点1.98%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
3,80.93343846703888,76.02399026405371,688188,柏楚电子,bottom_area,2022-05-30,211.42,2022-05-26,203.02,4.137523396709673,5.6349128164712825,30.629399302945398,False,1.8597,0.7889,1,1,1,100.0,34.07281509974057,34.07281509974057,10.862476603290327,4.137523396709673,历史1/1次成功; 当前距低点4.14%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
4,64.31349858809773,56.75154012472525,000753,漳州发展,bottom_area,2022-05-30,3.85,2022-05-30,3.82,0.7853403141361323,3.141361256544505,29.259259259259267,False,-1.2821,6.1182,1,2,1,50.0,43.344709897610926,43.344709897610926,14.214659685863868,0.7853403141361323,历史1/2次成功; 当前距低点0.79%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
5,63.688154654398545,58.88962123203035,002690,美亚光电,bottom_area,2022-05-30,18.2,2022-05-25,17.62,3.2917139614074817,5.732122587968206,29.57633892885691,False,1.5625,0.7032,1,2,1,50.0,23.25123152709359,23.25123152709359,11.708286038592517,3.2917139614074817,历史1/2次成功; 当前距低点3.29%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
6,59.18970588235294,51.469309462915604,600071,凤凰光学,bottom_area,2022-05-30,24.84,2022-05-30,24.84,0.0,0.0,28.98799313893653,False,-10.0,0.2713,1,2,1,50.0,27.791986359761296,27.791986359761296,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
