rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.34259605645623,84.2316709118696,000935,四川双马,bottom_area,2023-05-09,18.36,2023-05-05,18.12,1.3245033112582694,3.532008830022078,32.68945022288261,False,0.0,0.5364,1,1,1,100.0,43.71794871794874,43.71794871794874,8.675496688741731,1.3245033112582694,历史1/1次成功; 当前距低点1.32%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,89.373648575193,82.85841690375956,002245,蔚蓝锂芯,bottom_area,2023-05-09,10.81,2023-04-26,10.7,1.0280373831775813,8.317757009345799,29.512516469038214,False,-1.9056,1.614,3,3,3,100.0,21.840549125830286,25.653923541247494,8.97196261682242,1.0280373831775813,历史3/3次成功; 当前距低点1.03%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
3,86.50835116788265,79.92440456650122,688075,安旭生物,bottom_area,2023-05-09,65.54,2023-05-09,64.99,0.8462840436990481,4.016002461917218,30.01292267930218,False,-2.8461,2.4291,5,5,5,100.0,27.010388097500325,40.134529147982065,9.153715956300951,0.8462840436990481,历史5/5次成功; 当前距低点0.85%; 最新日涨幅-2.85%; 状态bottom_area; 底部未确认
4,85.93621471234324,81.97734075075023,300409,道氏技术,bottom_area,2023-05-09,12.59,2023-04-26,12.28,2.5244299674267143,8.55048859934854,28.811594202898554,True,-2.4031,0.9176,2,2,2,100.0,42.9195756800168,50.03460207612457,7.475570032573287,2.5244299674267143,历史2/2次成功; 当前距低点2.52%; 最新日涨幅-2.40%; 状态bottom_area; 底部已确认
5,85.83188172265764,79.61780883775936,600203,福日电子,bottom_area,2023-05-09,5.74,2023-05-09,5.68,1.056338028169023,3.3450704225352186,28.19216182048041,False,-1.0345,2.1193,2,2,2,100.0,21.43150291389641,24.045801526717554,8.943661971830979,1.056338028169023,历史2/2次成功; 当前距低点1.06%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
6,84.74769131157989,77.25012406528562,605286,同力天启,bottom_area,2023-05-09,28.53,2023-05-09,28.49,0.1404001404001499,3.2994032994033042,29.252545319096114,False,-2.9922,4.7403,3,3,3,100.0,20.64643217955895,30.46080191502094,9.85959985959985,0.1404001404001499,历史3/3次成功; 当前距低点0.14%; 最新日涨幅-2.99%; 状态bottom_area; 底部未确认
7,84.70787002277157,80.62899162301885,002724,海洋王,bottom_area,2023-05-09,8.5,2023-04-25,8.3,2.4096385542168584,8.192771084337345,28.999144568006834,True,-1.0477,0.973,3,3,3,100.0,17.596599605555337,25.204081632653047,7.590361445783142,2.4096385542168584,历史3/3次成功; 当前距低点2.41%; 最新日涨幅-1.05%; 状态bottom_area; 底部已确认
8,84.52866278620753,79.0943132718395,001201,东瑞股份,bottom_area,2023-05-09,24.83,2023-05-05,24.46,1.5126737530662202,2.207686017988549,28.01648028251912,False,0.7302,1.3289,1,1,1,100.0,18.4043517679057,18.4043517679057,8.48732624693378,1.5126737530662202,历史1/1次成功; 当前距低点1.51%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
9,83.57678337415979,76.31024316109423,605133,嵘泰股份,bottom_area,2023-05-09,26.38,2023-05-09,26.32,0.22796352583586138,3.875379939209725,31.3510693792384,False,-2.8719,3.6102,1,1,1,100.0,60.01483679525222,60.01483679525222,9.772036474164139,0.22796352583586138,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-2.87%; 状态bottom_area; 底部未确认
10,83.4722850834422,79.14493606138109,000629,钒钛股份,bottom_area,2023-05-09,4.17,2023-04-25,4.08,2.2058823529411726,9.803921568627459,31.08108108108108,False,0.2404,0.9953,1,1,1,100.0,27.173913043478265,27.173913043478265,7.794117647058828,2.2058823529411726,历史1/1次成功; 当前距低点2.21%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
11,83.01624805037578,75.65520142521929,688010,福光股份,bottom_area,2023-05-09,23.31,2023-05-09,23.28,0.1288659793814329,2.4914089347078963,30.006013229104024,False,-1.4376,1.3174,2,2,2,100.0,28.59685945273632,42.08955223880597,9.871134020618568,0.1288659793814329,历史2/2次成功; 当前距低点0.13%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
12,82.90342482949873,77.76478279461243,000059,华锦股份,bottom_area,2023-05-09,6.81,2023-04-25,6.7,1.641791044776111,5.970149253731335,29.916317991631804,False,-2.2956,1.1124,2,2,2,100.0,18.645518154311638,25.41603630862328,8.358208955223889,1.641791044776111,历史2/2次成功; 当前距低点1.64%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
13,82.57412409895493,79.5966632242476,002363,隆基机械,bottom_area,2023-05-09,6.71,2023-04-25,6.51,3.0721966205837203,7.219662058371745,28.774617067833702,True,-1.757,0.832,2,2,2,100.0,36.83479311386288,54.96828752642705,6.9278033794162805,3.0721966205837203,历史2/2次成功; 当前距低点3.07%; 最新日涨幅-1.76%; 状态bottom_area; 底部已确认
14,82.18275611856555,76.33997584443817,300353,东土科技,bottom_area,2023-05-09,10.74,2023-05-04,10.62,1.129943502824868,6.30885122410546,31.48387096774194,False,-2.7174,3.3517,1,1,1,100.0,21.377672209026137,21.377672209026137,8.870056497175133,1.129943502824868,历史1/1次成功; 当前距低点1.13%; 最新日涨幅-2.72%; 状态bottom_area; 底部未确认
15,81.43024150464721,77.51249062004702,600405,动力源,bottom_area,2023-05-09,5.52,2023-04-28,5.39,2.4118738404452675,8.719851576994445,29.908972691807552,True,-2.8169,2.3199,2,2,2,100.0,17.535284818614105,21.8568665377176,7.588126159554733,2.4118738404452675,历史2/2次成功; 当前距低点2.41%; 最新日涨幅-2.82%; 状态bottom_area; 底部已确认
16,81.08294055241558,77.89661663575697,002553,南方精工,bottom_area,2023-05-09,9.95,2023-04-26,9.67,2.8955532574974083,7.445708376421931,28.844738778513612,True,-1.9704,1.598,2,2,2,100.0,25.52945195081221,32.14285714285715,7.104446742502592,2.8955532574974083,历史2/2次成功; 当前距低点2.90%; 最新日涨幅-1.97%; 状态bottom_area; 底部已确认
17,80.78024657367368,73.99663692945565,300454,深信服,bottom_area,2023-05-09,116.03,2023-05-04,115.57,0.39802716968071994,3.7466470537336787,31.00298507462687,False,-1.9851,0.9301,2,2,2,100.0,22.979241270579003,29.49391262831224,9.60197283031928,0.39802716968071994,历史2/2次成功; 当前距低点0.40%; 最新日涨幅-1.99%; 状态bottom_area; 底部未确认
18,80.34828582048607,73.51013383576385,605305,中际联合,bottom_area,2023-05-09,33.11,2023-05-09,33.0,0.3333333333333316,5.818181818181823,29.487179487179482,False,-5.2104,2.7185,3,3,3,100.0,13.118999117009956,15.395207931699245,9.66666666666667,0.3333333333333316,历史3/3次成功; 当前距低点0.33%; 最新日涨幅-5.21%; 状态bottom_area; 底部未确认
19,80.2247741172188,76.40454677830361,601138,工业富联,bottom_area,2023-05-09,14.7,2023-05-08,14.35,2.4390243902439,6.132404181184675,27.780573729240064,False,0.1362,0.9846,1,1,1,100.0,15.298507462686556,15.298507462686556,7.5609756097561,2.4390243902439,历史1/1次成功; 当前距低点2.44%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
20,80.09641721844878,75.2895519909087,002385,大北农,bottom_area,2023-05-09,6.97,2023-04-25,6.85,1.7518248175182498,4.963503649635047,30.73811931243681,False,-0.1433,1.2553,1,1,1,100.0,23.353293413173663,23.353293413173663,8.24817518248175,1.7518248175182498,历史1/1次成功; 当前距低点1.75%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
21,79.96995269450994,73.92103716848554,688350,富淼科技,bottom_area,2023-05-09,16.18,2023-05-05,16.04,0.872817955112223,4.301745635910232,32.774518021793796,False,-1.5815,2.7302,2,2,2,100.0,28.392807022265636,38.54748603351957,9.127182044887777,0.872817955112223,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
22,79.87245858537057,73.67879459167462,688181,八亿时空,bottom_area,2023-05-09,34.26,2023-05-09,34.0,0.7647058823529354,2.617647058823531,27.31936725096195,False,-0.9254,0.7639,2,2,2,100.0,25.76518281418983,28.477257745550418,9.235294117647065,0.7647058823529354,历史2/2次成功; 当前距低点0.76%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
23,79.10659022155255,76.82875282620283,300607,拓斯达,confirmed_rebound,2023-05-09,11.94,2023-04-25,11.54,3.466204506065861,19.324090121317163,30.565583634175702,True,-2.7687,1.9184,2,2,2,100.0,36.99838225824183,45.9265890778872,6.5337954939341385,3.466204506065861,历史2/2次成功; 当前距低点3.47%; 最新日涨幅-2.77%; 状态confirmed_rebound; 底部已确认
24,79.01240269399489,74.03268007647314,300598,诚迈科技,bottom_area,2023-05-09,42.98,2023-05-08,42.31,1.5835499881824497,4.18340817773575,28.141983695652172,False,-2.118,1.9816,1,1,1,100.0,14.533193814672712,14.533193814672712,8.41645001181755,1.5835499881824497,历史1/1次成功; 当前距低点1.58%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
25,77.75572393128998,74.53070919181036,300661,圣邦股份,bottom_area,2023-05-09,122.9,2023-04-25,119.58,2.7763840107041373,6.790433182806494,30.20079383609619,False,-0.4455,0.8122,1,1,1,100.0,31.832606108687024,31.832606108687024,7.223615989295864,2.7763840107041373,历史1/1次成功; 当前距低点2.78%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
26,77.6731765388994,70.77274927173391,300671,富满微,bottom_area,2023-05-09,42.02,2023-05-09,41.97,0.11913271384323151,2.9544913033118942,32.86948176583494,False,-1.9599,1.5474,1,1,1,100.0,18.894472361809044,18.894472361809044,9.88086728615677,0.11913271384323151,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
27,77.24285717334378,73.03207075076558,688289,圣湘生物,confirmed_rebound,2023-05-09,18.35,2023-04-26,17.98,2.057842046718582,12.45828698553948,27.058823529411757,False,-2.7041,1.1767,1,1,1,100.0,25.182530200451346,25.182530200451346,7.942157953281419,2.057842046718582,历史1/1次成功; 当前距低点2.06%; 最新日涨幅-2.70%; 状态confirmed_rebound; 底部未确认
28,76.73099264158054,69.75544785598231,688048,长光华芯,bottom_area,2023-05-09,86.0,2023-05-09,86.0,0.0,4.732558139534876,27.73109243697479,False,-3.0767,1.8069,2,2,2,100.0,17.771225032162963,19.48504983388705,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
29,76.63400678463569,70.53811988131243,688182,灿勤科技,bottom_area,2023-05-09,17.01,2023-05-05,16.9,0.6508875739645147,5.3254437869822615,27.746900384779828,False,-2.5773,1.9723,1,1,1,100.0,24.15130940834142,24.15130940834142,9.349112426035486,0.6508875739645147,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
30,76.22687922836727,73.67602077329197,002806,华锋股份,bottom_area,2023-05-09,10.6,2023-04-25,10.27,3.213242453748784,6.621226874391429,31.896551724137932,False,-1.7609,1.5723,2,2,2,100.0,15.925879396984929,20.35175879396985,6.786757546251216,3.213242453748784,历史2/2次成功; 当前距低点3.21%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
31,76.2081057523647,69.5367456677586,605358,立昂微,bottom_area,2023-05-09,41.38,2023-05-09,41.3,0.1937046004842746,3.438256658595646,32.42801047120419,False,-2.4747,2.8216,1,1,1,100.0,13.16339869281045,13.16339869281045,9.806295399515726,0.1937046004842746,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-2.47%; 状态bottom_area; 底部未确认
32,75.50218990293047,69.77923780487802,688328,深科达,bottom_area,2023-05-09,19.85,2023-05-09,19.68,0.8638211382113908,3.201219512195117,28.669807901413556,False,-1.9753,2.0181,1,1,1,100.0,22.681451612903224,22.681451612903224,9.13617886178861,0.8638211382113908,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
33,74.69576401829892,72.80215359828142,603363,傲农生物,bottom_area,2023-05-09,9.65,2023-04-25,9.31,3.6519871106337254,9.559613319011802,29.576399394856278,True,-0.3099,1.2679,1,1,1,100.0,24.078947368421055,24.078947368421055,6.3480128893662755,3.6519871106337254,历史1/1次成功; 当前距低点3.65%; 最新日涨幅-0.31%; 状态bottom_area; 底部已确认
34,74.4241351625878,68.82211153808882,301367,瑞迈特,bottom_area,2023-05-09,214.5,2023-05-09,212.6,0.8936970837253083,3.4807149576669834,28.872532619605217,False,-2.9412,3.359,1,1,1,100.0,17.901832736465128,17.901832736465128,9.106302916274691,0.8936970837253083,历史1/1次成功; 当前距低点0.89%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
35,74.20946593445386,69.17149061537783,002455,百川股份,bottom_area,2023-05-09,7.73,2023-05-05,7.63,1.310615989515079,4.587155963302759,28.691588785046722,False,-1.9036,1.2043,2,3,2,66.66666666666666,23.941012929062143,35.42600896860987,8.689384010484922,1.310615989515079,历史2/3次成功; 当前距低点1.31%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
36,73.7159924718357,67.57153430094652,688321,微芯生物,bottom_area,2023-05-09,23.16,2023-05-09,23.06,0.4336513443191736,3.5993061578490977,28.606811145510836,False,-3.3792,1.0932,1,1,1,100.0,15.754082612872244,15.754082612872244,9.566348655680827,0.4336513443191736,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
37,73.56211057954947,68.61041117944289,300432,富临精工,bottom_area,2023-05-09,9.81,2023-04-26,9.68,1.3429752066115785,7.334710743801661,32.54355400696864,True,-1.9,1.2072,2,3,2,66.66666666666666,12.127569805648486,13.323239969719907,8.657024793388421,1.3429752066115785,历史2/3次成功; 当前距低点1.34%; 最新日涨幅-1.90%; 状态bottom_area; 底部已确认
38,73.4827880940456,71.03406548016763,002383,合众思壮,bottom_area,2023-05-09,6.73,2023-04-28,6.52,3.220858895705535,5.828220858895718,28.50877192982456,False,-2.1802,1.3021,1,1,1,100.0,18.48184818481848,18.48184818481848,6.779141104294466,3.220858895705535,历史1/1次成功; 当前距低点3.22%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
39,73.27919249644064,66.7564271003736,601369,陕鼓动力,bottom_area,2023-05-09,9.17,2023-05-09,9.16,0.10917030567685357,2.2925764192139635,31.488406881077037,False,-1.7149,0.6349,2,3,2,66.66666666666666,36.068111455108365,55.572755417956664,9.890829694323147,0.10917030567685357,历史2/3次成功; 当前距低点0.11%; 最新日涨幅-1.71%; 状态bottom_area; 底部未确认
40,73.1632944235289,67.84741452277537,002309,中利集团,bottom_area,2023-05-09,3.88,2023-05-09,3.84,1.0416666666666676,5.72916666666666,29.92700729927008,False,-3.9604,3.5411,2,3,2,66.66666666666666,23.740579871552146,30.136986301369873,8.958333333333334,1.0416666666666676,历史2/3次成功; 当前距低点1.04%; 最新日涨幅-3.96%; 状态bottom_area; 底部未确认
41,72.22163651380639,68.36571553386845,603232,格尔软件,bottom_area,2023-05-09,14.45,2023-04-27,14.15,2.120141342756176,8.551236749116601,32.29665071770334,True,-2.3649,2.5472,2,3,2,66.66666666666666,20.338554455300404,22.78481012658228,7.879858657243824,2.120141342756176,历史2/3次成功; 当前距低点2.12%; 最新日涨幅-2.36%; 状态bottom_area; 底部已确认
42,72.18415660829618,66.40261761346473,688107,安路科技,bottom_area,2023-05-09,50.34,2023-05-05,50.03,0.6196282230661648,5.676594043573848,32.673933521733275,False,-0.7296,1.0714,2,3,2,66.66666666666666,40.4231359967146,67.95615731785945,9.380371776933835,0.6196282230661648,历史2/3次成功; 当前距低点0.62%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
43,71.75078498293517,65.22798634812288,301326,捷邦科技,bottom_area,2023-05-09,31.64,2023-05-09,31.64,0.0,3.3501896333754813,29.02646926873037,False,-3.566,4.6273,1,1,1,100.0,10.096700796359514,10.096700796359514,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.57%; 状态bottom_area; 底部未确认
44,70.89595668552425,70.26417672469468,688227,品高股份,confirmed_rebound,2023-05-09,24.69,2023-05-04,23.62,4.530059271803558,12.066045723962734,29.132913291329128,True,-2.6036,2.6887,1,1,1,100.0,31.412429378531087,31.412429378531087,5.469940728196443,4.530059271803558,历史1/1次成功; 当前距低点4.53%; 最新日涨幅-2.60%; 状态confirmed_rebound; 底部已确认
45,70.74860896883537,66.80798191081468,002584,西陇科学,bottom_area,2023-05-09,5.12,2023-05-09,5.02,1.9920318725099708,4.780876494023909,32.52688172043012,False,-8.2437,10.6345,2,4,2,50.0,49.24631494697527,68.08510638297875,8.00796812749003,1.9920318725099708,历史2/4次成功; 当前距低点1.99%; 最新日涨幅-8.24%; 状态bottom_area; 底部未确认
46,69.96340935889585,68.26664648211596,300771,智莱科技,confirmed_rebound,2023-05-09,10.34,2023-04-25,9.97,3.711133400200594,10.330992978936804,32.176870748299315,True,-1.9905,2.5648,1,1,1,100.0,10.634573304157549,10.634573304157549,6.288866599799406,3.711133400200594,历史1/1次成功; 当前距低点3.71%; 最新日涨幅-1.99%; 状态confirmed_rebound; 底部已确认
47,68.76495377013364,63.17751147121179,300727,润禾材料,bottom_area,2023-05-09,27.25,2023-05-09,27.1,0.5535055350553453,3.8376383763837603,27.11135018827326,False,-2.8867,1.7042,2,3,2,66.66666666666666,22.273319486404827,26.812499999999993,9.446494464944655,0.5535055350553453,历史2/3次成功; 当前距低点0.55%; 最新日涨幅-2.89%; 状态bottom_area; 底部未确认
48,67.28497348652904,62.045569813397684,000721,西安饮食,bottom_area,2023-05-09,12.15,2023-05-09,12.06,0.7462686567164167,3.565505804311772,29.802095459837012,False,-0.7353,7.8997,2,3,2,66.66666666666666,18.550514430346464,20.485175202156327,9.253731343283583,0.7462686567164167,历史2/3次成功; 当前距低点0.75%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
49,66.99752669771604,65.81172976501308,688238,和元生物,confirmed_rebound,2023-05-09,16.65,2023-04-27,16.0,4.062499999999991,11.375000000000002,28.507596067917778,True,-3.3101,0.9956,1,1,1,100.0,11.958224543080954,11.958224543080954,5.93750000000001,4.062499999999991,历史1/1次成功; 当前距低点4.06%; 最新日涨幅-3.31%; 状态confirmed_rebound; 底部已确认
50,66.4555492856705,66.43013607370658,688251,井松智能,confirmed_rebound,2023-05-09,26.14,2023-04-26,24.9,4.979919678714868,11.726907630522096,32.7390599675851,True,-2.608,2.6673,1,1,1,100.0,16.313725490196084,16.313725490196084,5.020080321285132,4.979919678714868,历史1/1次成功; 当前距低点4.98%; 最新日涨幅-2.61%; 状态confirmed_rebound; 底部已确认
51,65.81014316970871,61.24757107354202,300552,万集科技,bottom_area,2023-05-09,17.29,2023-05-04,17.08,1.2295081967213166,7.728337236533961,31.129032258064527,True,-2.0397,2.5483,1,2,1,50.0,23.929299796057098,23.929299796057098,8.770491803278684,1.2295081967213166,历史1/2次成功; 当前距低点1.23%; 最新日涨幅-2.04%; 状态bottom_area; 底部已确认
52,65.1833973146344,63.77523636545743,688039,当虹科技,bottom_area,2023-05-09,54.71,2023-05-04,52.68,3.853454821564163,8.599088838268795,28.130968622100955,True,-1.4057,3.1405,2,3,2,66.66666666666666,16.905627376113205,17.019445878506282,6.146545178435837,3.853454821564163,历史2/3次成功; 当前距低点3.85%; 最新日涨幅-1.41%; 状态bottom_area; 底部已确认
53,63.863699466330004,59.62634253276173,603029,天鹅股份,bottom_area,2023-05-09,18.87,2023-04-25,18.61,1.3970983342289176,7.415368081676513,29.640831758034025,True,-2.0758,2.2154,1,2,1,50.0,17.26734803657881,17.26734803657881,8.602901665771084,1.3970983342289176,历史1/2次成功; 当前距低点1.40%; 最新日涨幅-2.08%; 状态bottom_area; 底部已确认
54,62.61174912479281,58.47011591420341,002403,爱仕达,bottom_area,2023-05-09,7.92,2023-04-25,7.81,1.4084507042253562,7.298335467349568,28.545288197621225,True,-2.2222,0.9925,1,2,1,50.0,11.190233977619528,11.190233977619528,8.591549295774644,1.4084507042253562,历史1/2次成功; 当前距低点1.41%; 最新日涨幅-2.22%; 状态bottom_area; 底部已确认
55,62.02313049281147,58.32917570979315,002769,普路通,bottom_area,2023-05-09,8.59,2023-04-25,8.44,1.7772511848341277,7.464454976303327,28.231292517006807,True,-1.8286,1.0025,1,2,1,50.0,14.953271028037399,14.953271028037399,8.222748815165874,1.7772511848341277,历史1/2次成功; 当前距低点1.78%; 最新日涨幅-1.83%; 状态bottom_area; 底部已确认
56,61.89160552923737,59.69788795963629,300758,七彩化学,bottom_area,2023-05-09,9.96,2023-04-26,9.66,3.1055900621118084,7.142857142857137,30.252707581227433,True,-2.0649,1.2223,1,2,1,50.0,38.59480269489894,38.59480269489894,6.8944099378881925,3.1055900621118084,历史1/2次成功; 当前距低点3.11%; 最新日涨幅-2.06%; 状态bottom_area; 底部已确认
57,61.024645684858115,57.623224935255244,001266,宏英智能,bottom_area,2023-05-09,24.09,2023-04-25,23.62,1.9898391193903422,8.044030482641823,28.6404833836858,True,-2.9412,2.1529,1,2,1,50.0,13.763753373468953,13.763753373468953,8.010160880609659,1.9898391193903422,历史1/2次成功; 当前距低点1.99%; 最新日涨幅-2.94%; 状态bottom_area; 底部已确认
58,59.27408655918559,55.198608144915305,688229,博睿数据,bottom_area,2023-05-09,53.77,2023-05-09,53.1,1.2617702448210955,8.079096045197739,31.92307692307692,False,-4.4598,3.6528,1,2,1,50.0,11.21206614573869,11.21206614573869,8.738229755178907,1.2617702448210955,历史1/2次成功; 当前距低点1.26%; 最新日涨幅-4.46%; 状态bottom_area; 底部未确认
59,58.91095927899576,56.134829142752096,002623,亚玛顿,bottom_area,2023-05-09,26.59,2023-04-25,25.95,2.466281310211948,7.013487475915222,30.42895442359249,True,-1.9904,0.7904,1,2,1,50.0,11.601884570082444,11.601884570082444,7.533718689788052,2.466281310211948,历史1/2次成功; 当前距低点2.47%; 最新日涨幅-1.99%; 状态bottom_area; 底部已确认
60,58.159169663256485,53.207769009935234,600933,爱柯迪,bottom_area,2023-05-09,18.15,2023-05-09,18.09,0.3316749585406231,3.0403537866224473,27.553063676411693,False,-2.3669,0.949,1,2,1,50.0,18.731117824773406,18.731117824773406,9.668325041459378,0.3316749585406231,历史1/2次成功; 当前距低点0.33%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
61,57.723592442437806,52.49451064483429,688298,东方生物,bottom_area,2023-05-09,54.12,2023-05-09,54.11,0.01848087229716875,2.4209942709295924,30.34243048403708,False,-2.3457,0.8896,2,6,2,33.33333333333333,13.83501989429302,15.470039788586028,9.981519127702832,0.01848087229716875,历史2/6次成功; 当前距低点0.02%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
