rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.68512874142833,77.6622269533745,301386,未来电器,bottom_area,2023-07-31,27.13,2023-07-28,26.84,1.080476900149028,2.2727272727272707,28.13922356091031,False,-0.1105,10.4491,1,1,1,100.0,27.880184331797242,27.880184331797242,8.919523099850974,1.080476900149028,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
2,83.39943059593543,77.77407012266933,688095,福昕软件,bottom_area,2023-07-31,99.42,2023-07-31,98.11,1.3352359596371444,5.279787993069012,27.325925925925926,False,-4.2565,6.2943,2,2,2,100.0,25.152731777645194,31.679509356817103,8.664764040362856,1.3352359596371444,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-4.26%; 状态bottom_area; 底部未确认
3,82.72477678652982,82.42344376630888,002045,国光电器,bottom_area,2023-07-31,13.95,2023-07-28,13.31,4.808414725770088,6.386175807663408,27.937195452084456,False,2.8003,3.6341,4,4,4,100.0,26.70230828529398,33.77563329312426,5.1915852742299125,4.808414725770088,历史4/4次成功; 当前距低点4.81%; 最新日涨幅2.80%; 状态bottom_area; 底部未确认
4,81.77422180007473,76.43921909440141,688143,长盈通,bottom_area,2023-07-31,30.59,2023-07-31,30.15,1.4593698175787773,3.2504145936981774,27.85355348169419,False,-0.5527,2.0369,1,1,1,100.0,25.949367088607595,25.949367088607595,8.540630182421223,1.4593698175787773,历史1/1次成功; 当前距低点1.46%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
5,81.06198915544739,75.85078053731029,300515,三德科技,bottom_area,2023-07-31,13.42,2023-07-28,13.22,1.5128593040847147,2.7987897125567263,27.162534435261698,False,-0.4451,1.2686,1,1,1,100.0,23.441396508728182,23.441396508728182,8.487140695915285,1.5128593040847147,历史1/1次成功; 当前距低点1.51%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
6,80.61342596383835,76.39439571884309,605118,力鼎光电,bottom_area,2023-07-31,14.54,2023-07-28,14.23,2.178496134926203,3.5839775122979605,30.210887690044142,False,0.0,0.7314,1,1,1,100.0,12.050359712230225,12.050359712230225,7.821503865073797,2.178496134926203,历史1/1次成功; 当前距低点2.18%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,79.75354554520213,77.25683088844153,300342,天银机电,bottom_area,2023-07-31,11.48,2023-07-28,11.11,3.330333033303339,4.230423042304237,28.368794326241137,False,-0.087,4.5173,3,3,3,100.0,19.9461838944793,26.68539325842696,6.669666966696661,3.330333033303339,历史3/3次成功; 当前距低点3.33%; 最新日涨幅-0.09%; 状态bottom_area; 底部未确认
8,78.31428987266541,75.20830227639934,688287,退市观典,bottom_area,2023-07-31,11.09,2023-07-28,10.78,2.8756957328385946,3.617810760667909,27.941176470588243,False,0.362,0.6173,1,1,1,100.0,14.219830899308223,14.219830899308223,7.124304267161406,2.8756957328385946,历史1/1次成功; 当前距低点2.88%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
9,77.35698923659675,74.51761657594972,600990,四创电子,bottom_area,2023-07-31,23.41,2023-07-24,22.72,3.0369718309859213,3.3890845070422517,29.199127454035533,False,1.1231,0.6929,1,1,1,100.0,12.483399734395755,12.483399734395755,6.96302816901408,3.0369718309859213,历史1/1次成功; 当前距低点3.04%; 最新日涨幅1.12%; 状态bottom_area; 底部未确认
10,75.0555364489334,73.17529508409358,601360,三六零,bottom_area,2023-07-31,11.87,2023-07-24,11.45,3.6681222707423577,5.065502183406115,29.1460396039604,False,1.1935,1.8148,1,1,1,100.0,13.003300330033007,13.003300330033007,6.331877729257643,3.6681222707423577,历史1/1次成功; 当前距低点3.67%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
11,73.33473439874564,69.44027055578795,000037,深南电A,bottom_area,2023-07-31,10.52,2023-07-31,10.3,2.135922330097076,2.815533980582516,30.311231393775362,False,0.286,3.924,3,6,3,50.0,32.47405090542621,45.16765285996055,7.864077669902924,2.135922330097076,历史3/6次成功; 当前距低点2.14%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
12,72.90571770461847,72.62850965250965,002219,新里程,bottom_area,2023-07-31,3.93,2023-07-28,3.75,4.800000000000004,6.400000000000006,27.884615384615387,False,0.0,0.8036,1,1,1,100.0,23.938223938223942,23.938223938223942,5.199999999999997,4.800000000000004,历史1/1次成功; 当前距低点4.80%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
13,72.81845120656025,71.48566757382785,002755,奥赛康,bottom_area,2023-07-31,8.26,2023-07-17,7.94,4.030226700251881,6.171284634760696,28.853046594982075,False,-1.432,0.4136,1,1,1,100.0,30.831099195710454,30.831099195710454,5.969773299748119,4.030226700251881,历史1/1次成功; 当前距低点4.03%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
14,72.42803657725926,67.75948241233952,002829,星网宇达,bottom_area,2023-07-31,31.06,2023-07-28,30.6,1.5032679738562003,2.7450980392156854,31.6506589233862,False,-0.3849,2.2941,2,3,2,66.66666666666666,18.711111430456917,21.628131021194598,8.4967320261438,1.5032679738562003,历史2/3次成功; 当前距低点1.50%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
15,71.2892384660407,68.43323856744557,002403,爱仕达,bottom_area,2023-07-31,8.65,2023-07-28,8.41,2.8537455410225947,3.091557669441139,32.61217948717949,False,0.4646,1.8734,2,3,2,66.66666666666666,16.4145792167227,21.63892445582587,7.146254458977405,2.8537455410225947,历史2/3次成功; 当前距低点2.85%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
16,70.78160561972105,68.31589467343161,688027,国盾量子,bottom_area,2023-07-31,140.97,2023-07-28,136.68,3.138718173836693,3.7167105648229324,27.096223597183695,False,0.9452,0.8277,2,3,2,66.66666666666666,19.276910984476316,26.382393397524062,6.861281826163307,3.138718173836693,历史2/3次成功; 当前距低点3.14%; 最新日涨幅0.95%; 状态bottom_area; 底部未确认
