rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.81703954360735,78.25771428571427,300446,航天智造,bottom_area,2022-10-12,9.14,2022-10-10,8.75,4.4571428571428635,5.028571428571423,32.69230769230769,False,1.4428,1.7673,1,1,1,100.0,51.92697768762679,51.92697768762679,10.542857142857136,4.4571428571428635,历史1/1次成功; 当前距低点4.46%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
2,82.73656184927451,77.55470715959338,601155,新城控股,bottom_area,2022-10-12,16.8,2022-10-12,16.15,4.024767801857599,4.024767801857599,29.321663019693666,False,2.3143,0.9092,2,2,2,100.0,24.2536438055306,24.642857142857142,10.9752321981424,4.024767801857599,历史2/2次成功; 当前距低点4.02%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
3,82.22778852282018,77.03485644058033,300342,天银机电,bottom_area,2022-10-12,8.07,2022-10-12,7.76,3.994845360824749,4.12371134020619,31.929824561403514,False,2.4112,0.8421,2,2,2,100.0,21.09195625409008,26.68539325842696,11.00515463917525,3.994845360824749,历史2/2次成功; 当前距低点3.99%; 最新日涨幅2.41%; 状态bottom_area; 底部未确认
4,82.16206709946937,76.93125226860253,600178,东安动力,bottom_area,2022-10-12,6.03,2022-10-11,5.8,3.9655172413793176,4.310344827586207,28.746928746928752,False,1.8581,0.7476,1,1,1,100.0,36.84210526315788,36.84210526315788,11.034482758620682,3.9655172413793176,历史1/1次成功; 当前距低点3.97%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
5,79.58779078613411,74.6483312525642,000902,新洋丰,bottom_area,2022-10-12,13.08,2022-10-12,12.57,4.057279236276848,4.136833731105804,27.758620689655167,False,1.1601,0.9231,1,1,1,100.0,25.693160813308673,25.693160813308673,10.942720763723152,4.057279236276848,历史1/1次成功; 当前距低点4.06%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
6,79.40422566909793,74.1647125424555,605080,浙江自然,bottom_area,2022-10-12,46.06,2022-10-12,44.36,3.832281334535624,4.147880973850324,29.810126582278485,False,0.7877,1.822,1,1,1,100.0,20.335021425788852,20.335021425788852,11.167718665464376,3.832281334535624,历史1/1次成功; 当前距低点3.83%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
7,78.77076902757265,73.64080877234605,002677,浙江美大,bottom_area,2022-10-12,11.24,2022-10-11,10.82,3.88170055452865,4.251386321626609,27.81854569713142,False,0.4468,0.5197,1,1,1,100.0,18.124118476727787,18.124118476727787,11.118299445471349,3.88170055452865,历史1/1次成功; 当前距低点3.88%; 最新日涨幅0.45%; 状态bottom_area; 底部未确认
8,78.31543411153645,73.27207533502354,603165,荣晟环保,bottom_area,2022-10-12,10.86,2022-10-11,10.45,3.9234449760765564,3.9234449760765564,28.668941979522188,False,2.5496,0.6591,1,1,1,100.0,16.653386454183263,16.653386454183263,11.076555023923444,3.9234449760765564,历史1/1次成功; 当前距低点3.92%; 最新日涨幅2.55%; 状态bottom_area; 底部未确认
9,77.200694377361,72.81734093067425,600126,杭钢股份,bottom_area,2022-10-12,4.07,2022-10-11,3.9,4.358974358974368,4.358974358974368,31.698774080560423,False,2.5189,0.2484,1,1,1,100.0,19.54732510288064,19.54732510288064,10.641025641025632,4.358974358974368,历史1/1次成功; 当前距低点4.36%; 最新日涨幅2.52%; 状态bottom_area; 底部未确认
10,76.39239851111024,72.54230487141817,000683,博源化工,bottom_area,2022-10-12,7.32,2022-10-12,6.99,4.721030042918456,4.721030042918456,28.891149542217697,False,1.385,1.1738,1,1,1,100.0,22.50673854447439,22.50673854447439,10.278969957081543,4.721030042918456,历史1/1次成功; 当前距低点4.72%; 最新日涨幅1.39%; 状态bottom_area; 底部未确认
11,75.91052901818938,72.4534453167422,002053,云南能投,bottom_area,2022-10-12,10.72,2022-10-10,10.21,4.995102840352593,5.288932419196857,30.068493150684922,False,1.5152,0.7858,1,1,1,100.0,25.38860103626942,25.38860103626942,10.004897159647406,4.995102840352593,历史1/1次成功; 当前距低点5.00%; 最新日涨幅1.52%; 状态bottom_area; 底部未确认
12,75.21336139090691,71.7235195863989,300579,数字认证,bottom_area,2022-10-12,19.73,2022-10-11,18.8,4.946808510638296,5.106382978723409,27.30085073472544,False,3.2984,0.8942,1,1,1,100.0,20.872274143302178,20.872274143302178,10.053191489361705,4.946808510638296,历史1/1次成功; 当前距低点4.95%; 最新日涨幅3.30%; 状态bottom_area; 底部未确认
13,69.97114356577305,66.35830264404188,002600,领益智造,bottom_area,2022-10-12,4.5,2022-10-10,4.3,4.651162790697678,4.883720930232557,30.533117932148635,False,2.9748,0.4102,2,3,2,66.66666666666666,27.29186634497801,38.381201044386415,10.34883720930232,4.651162790697678,历史2/3次成功; 当前距低点4.65%; 最新日涨幅2.97%; 状态bottom_area; 底部未确认
14,69.84131991335087,66.01404640577849,002641,公元股份,bottom_area,2022-10-12,5.14,2022-10-12,4.92,4.471544715447149,8.536585365853657,31.380753138075313,False,-3.7453,10.9871,1,1,1,100.0,17.038539553752532,17.038539553752532,10.528455284552852,4.471544715447149,历史1/1次成功; 当前距低点4.47%; 最新日涨幅-3.75%; 状态bottom_area; 底部未确认
15,64.05229866938434,60.165191835858444,601919,中远海控,bottom_area,2022-10-12,11.33,2022-10-10,10.88,4.1360294117646985,5.055147058823519,28.13738441215323,False,0.1768,0.9313,1,2,1,50.0,40.45881126173098,40.45881126173098,10.8639705882353,4.1360294117646985,历史1/2次成功; 当前距低点4.14%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
16,62.72215357511115,57.79329404917792,002774,快意电梯,bottom_area,2022-10-12,5.98,2022-10-11,5.8,3.103448275862079,5.51724137931035,32.00468933177022,False,2.2222,2.2001,1,2,1,50.0,15.049226441631497,15.049226441631497,11.89655172413792,3.103448275862079,历史1/2次成功; 当前距低点3.10%; 最新日涨幅2.22%; 状态bottom_area; 底部未确认
17,61.0074614751115,58.157742615162356,603236,移远通信,bottom_area,2022-10-12,110.48,2022-10-12,105.29,4.929243043024027,5.404121948903027,32.315505271277964,False,0.245,1.4566,1,2,1,50.0,39.389337383102855,39.389337383102855,10.070756956975973,4.929243043024027,历史1/2次成功; 当前距低点4.93%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
18,59.19250497628975,56.23627768987344,688001,华兴源创,bottom_area,2022-10-12,26.48,2022-10-12,25.28,4.746835443037972,5.142405063291128,27.08393423709259,False,3.4375,0.351,1,2,1,50.0,26.82291666666668,26.82291666666668,10.253164556962027,4.746835443037972,历史1/2次成功; 当前距低点4.75%; 最新日涨幅3.44%; 状态bottom_area; 底部未确认
19,58.5084190006874,55.64501906148196,000715,中兴商业,bottom_area,2022-10-12,4.8,2022-10-12,4.58,4.803493449781654,5.021834061135361,28.881987577639755,False,0.8403,3.8983,1,2,1,50.0,24.33862433862435,24.33862433862435,10.196506550218345,4.803493449781654,历史1/2次成功; 当前距低点4.80%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
20,58.078365497580286,55.17778122760928,600183,生益科技,bottom_area,2022-10-12,13.24,2022-10-11,12.64,4.746835443037972,4.905063291139234,28.425821064552657,False,3.6805,0.4613,1,2,1,50.0,21.132075471698116,21.132075471698116,10.253164556962027,4.746835443037972,历史1/2次成功; 当前距低点4.75%; 最新日涨幅3.68%; 状态bottom_area; 底部未确认
21,56.297759722254696,53.72097401929526,002156,通富微电,bottom_area,2022-10-12,14.75,2022-10-12,14.05,4.982206405693945,5.12455516014234,27.315054319710285,False,3.8001,2.4953,1,2,1,50.0,16.184971098265883,16.184971098265883,10.017793594306054,4.982206405693945,历史1/2次成功; 当前距低点4.98%; 最新日涨幅3.80%; 状态bottom_area; 底部未确认
22,56.093549907919005,53.51631675874772,000889,中嘉博创,bottom_area,2022-10-12,1.9,2022-10-12,1.81,4.972375690607727,5.524861878453031,28.74015748031496,False,2.7027,2.1541,1,3,1,33.33333333333333,34.408602150537625,34.408602150537625,10.027624309392271,4.972375690607727,历史1/3次成功; 当前距低点4.97%; 最新日涨幅2.70%; 状态bottom_area; 底部未确认
23,54.94082648691876,52.25111772810443,603313,梦百合,bottom_area,2022-10-12,9.82,2022-10-11,9.37,4.802561366061911,5.229455709711849,28.144171779141107,False,3.043,0.6711,1,3,1,33.33333333333333,25.52486187845302,25.52486187845302,10.197438633938088,4.802561366061911,历史1/3次成功; 当前距低点4.80%; 最新日涨幅3.04%; 状态bottom_area; 底部未确认
