rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.02549149299924,87.17743549392898,300745,欣锐科技,bottom_area,2024-01-11,24.61,2024-01-10,24.05,2.3284823284823233,3.783783783783784,27.777777777777768,False,1.1924,2.3071,4,4,4,100.0,21.862232273487457,36.150000000000006,5.671517671517677,2.3284823284823233,历史4/4次成功; 当前距低点2.33%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
2,87.87645392372566,84.05480506019688,603286,日盈电子,bottom_area,2024-01-11,23.49,2024-01-11,23.1,1.6883116883116753,2.1212121212121144,31.37254901960783,False,0.8587,2.683,3,3,3,100.0,13.893310266384404,16.874999999999986,6.311688311688325,1.6883116883116753,历史3/3次成功; 当前距低点1.69%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
3,86.91188782562877,85.36515639309366,688079,美迪凯,bottom_area,2024-01-11,10.42,2024-01-10,10.11,3.066271018793279,6.52818991097923,28.19602272727273,False,0.969,3.1002,4,4,4,100.0,21.162657612593186,30.064655172413808,4.9337289812067215,3.066271018793279,历史4/4次成功; 当前距低点3.07%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
4,86.19221816052386,82.81991043042282,605178,时空科技,bottom_area,2024-01-11,21.71,2024-01-11,21.3,1.9248826291079817,2.2535211267605653,30.163934426229506,False,1.4012,5.264,3,3,3,100.0,10.153993681661406,11.97247706422018,6.075117370892018,1.9248826291079817,历史3/3次成功; 当前距低点1.92%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
5,84.37523357263629,82.28046511627906,603013,亚普股份,bottom_area,2024-01-11,16.78,2024-01-10,16.34,2.6927784577723455,2.8763769889840813,28.175824175824175,False,1.5124,0.4017,1,1,1,100.0,53.30739299610896,53.30739299610896,5.307221542227655,2.6927784577723455,历史1/1次成功; 当前距低点2.69%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
6,84.2491371647819,81.15331051213008,603039,泛微网络,bottom_area,2024-01-11,41.25,2024-01-10,40.42,2.053438891637799,4.057397328055419,28.320624224153217,False,0.5362,0.4614,2,2,2,100.0,19.43629669389389,25.971438060445035,5.946561108362201,2.053438891637799,历史2/2次成功; 当前距低点2.05%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
7,83.96947770121922,83.17884126689424,688111,金山办公,bottom_area,2024-01-11,256.7,2024-01-10,248.0,3.508064516129027,4.995967741935478,29.541451218819255,False,2.2302,0.7049,4,4,4,100.0,14.823808406819378,27.68058076225045,4.491935483870972,3.508064516129027,历史4/4次成功; 当前距低点3.51%; 最新日涨幅2.23%; 状态bottom_area; 底部未确认
8,83.78369899141998,81.99316906770447,000070,特发信息,bottom_area,2024-01-11,7.51,2024-01-10,7.3,2.876712328767123,3.1506849315068552,29.604628736740597,False,2.5956,1.0429,2,2,2,100.0,34.04340417899739,50.60532687651331,5.123287671232878,2.876712328767123,历史2/2次成功; 当前距低点2.88%; 最新日涨幅2.60%; 状态bottom_area; 底部未确认
9,83.17206695052931,82.77316015460347,002146,荣盛发展,bottom_area,2024-01-11,1.66,2024-01-10,1.6,3.7499999999999893,4.37499999999999,27.927927927927932,False,1.8405,2.225,4,4,4,100.0,15.608387927975553,19.587628865979376,4.250000000000011,3.7499999999999893,历史4/4次成功; 当前距低点3.75%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
10,82.30343977405158,78.0747926209186,000700,模塑科技,bottom_area,2024-01-11,6.44,2024-01-11,6.36,1.2578616352201268,2.3584905660377276,30.869565217391298,False,0.625,2.2538,1,1,1,100.0,9.799554565701547,9.799554565701547,6.742138364779874,1.2578616352201268,历史1/1次成功; 当前距低点1.26%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
11,81.70049514646762,79.39309970732506,688072,拓荆科技,bottom_area,2024-01-11,200.09,2024-01-10,195.19,2.5103745068907246,3.4889082432501675,27.643090154211148,False,1.1935,1.1125,2,2,2,100.0,15.573943994816789,19.9367088607595,5.489625493109275,2.5103745068907246,历史2/2次成功; 当前距低点2.51%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
12,81.44033296766705,81.91644981232172,300454,深信服,bottom_area,2024-01-11,65.93,2024-01-10,63.21,4.303116595475409,5.995886726783736,30.52319191030996,False,3.8268,1.7616,4,4,4,100.0,17.782557258094812,29.49391262831224,3.6968834045245917,4.303116595475409,历史4/4次成功; 当前距低点4.30%; 最新日涨幅3.83%; 状态bottom_area; 底部未确认
13,80.90818564006454,78.05785020404237,600981,苏豪汇鸿,bottom_area,2024-01-11,2.87,2024-01-10,2.81,2.1352313167259807,2.8469750889679744,27.948717948717945,False,1.4134,1.2524,1,1,1,100.0,20.463320463320475,20.463320463320475,5.864768683274019,2.1352313167259807,历史1/1次成功; 当前距低点2.14%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
14,80.21437165195094,80.28660702471919,605218,伟时电子,bottom_area,2024-01-11,21.34,2024-01-11,20.51,4.046806435884926,4.485616772306183,29.78432043820609,False,2.8434,4.4403,3,3,3,100.0,22.54476182009046,42.36874236874236,3.953193564115075,4.046806435884926,历史3/3次成功; 当前距低点4.05%; 最新日涨幅2.84%; 状态bottom_area; 底部未确认
15,80.1158475817981,79.33432668519724,300601,康泰生物,bottom_area,2024-01-11,25.5,2024-01-09,24.64,3.490259740259738,6.006493506493507,27.911059098888234,False,0.9901,1.5565,3,3,3,100.0,10.602789747255038,11.580726965342352,4.509740259740262,3.490259740259738,历史3/3次成功; 当前距低点3.49%; 最新日涨幅0.99%; 状态bottom_area; 底部未确认
16,79.84658957990462,78.05888798832876,002413,雷科防务,bottom_area,2024-01-11,5.1,2024-01-10,4.96,2.822580645161284,3.2258064516129057,27.906976744186046,False,2.0,1.1834,1,1,1,100.0,28.894472361809044,28.894472361809044,5.177419354838716,2.822580645161284,历史1/1次成功; 当前距低点2.82%; 最新日涨幅2.00%; 状态bottom_area; 底部未确认
17,79.30532101209116,76.49728445864241,001236,弘业期货,bottom_area,2024-01-11,10.57,2024-01-10,10.35,2.125603864734306,2.608695652173909,28.025034770514612,False,1.537,1.4635,1,1,1,100.0,11.955168119551693,11.955168119551693,5.874396135265695,2.125603864734306,历史1/1次成功; 当前距低点2.13%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
18,79.12417130378931,79.19456647398843,600172,黄河旋风,bottom_area,2024-01-11,3.6,2024-01-08,3.46,4.046242774566478,4.624277456647403,29.098360655737704,False,2.8571,1.6513,1,1,1,100.0,51.074589127686465,51.074589127686465,3.953757225433522,4.046242774566478,历史1/1次成功; 当前距低点4.05%; 最新日涨幅2.86%; 状态bottom_area; 底部未确认
19,78.98436239397779,77.97819217239847,601777,千里科技,bottom_area,2024-01-11,3.41,2024-01-08,3.3,3.333333333333343,3.9393939393939497,28.41648590021693,False,1.791,0.2528,2,2,2,100.0,18.054796625798296,27.96352583586626,4.666666666666657,3.333333333333343,历史2/2次成功; 当前距低点3.33%; 最新日涨幅1.79%; 状态bottom_area; 底部未确认
20,78.96281993073534,77.0756995989184,600006,东风股份,bottom_area,2024-01-11,5.62,2024-01-10,5.47,2.742230347349184,2.925045703839125,27.645502645502646,False,1.8116,0.5721,1,1,1,100.0,22.6235741444867,22.6235741444867,5.257769652650817,2.742230347349184,历史1/1次成功; 当前距低点2.74%; 最新日涨幅1.81%; 状态bottom_area; 底部未确认
21,78.73532928442192,76.38193978824359,601016,节能风电,bottom_area,2024-01-11,2.96,2023-12-27,2.89,2.4221453287197177,5.8823529411764675,29.166666666666664,False,0.6803,0.3324,1,1,1,100.0,14.970059880239523,14.970059880239523,5.577854671280283,2.4221453287197177,历史1/1次成功; 当前距低点2.42%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
22,78.3557763434988,76.3778978331378,603186,华正新材,bottom_area,2024-01-11,31.14,2024-01-10,30.33,2.670623145400601,3.461918892185957,30.911161731207294,False,1.798,1.221,1,1,1,100.0,17.994186046511643,17.994186046511643,5.329376854599399,2.670623145400601,历史1/1次成功; 当前距低点2.67%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
23,78.27434053196733,76.72064418298339,002385,大北农,bottom_area,2024-01-11,5.57,2024-01-09,5.41,2.957486136783736,3.3271719038816956,27.38255033557047,False,1.0889,0.986,1,1,1,100.0,23.353293413173663,23.353293413173663,5.042513863216263,2.957486136783736,历史1/1次成功; 当前距低点2.96%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
24,78.1798953738152,76.72644721521773,002355,兴民智通,bottom_area,2024-01-11,5.11,2024-01-10,4.96,3.0241935483871036,3.2258064516129057,28.427128427128423,False,2.2,2.6196,4,5,4,80.0,17.535529599679155,21.138211382113823,4.975806451612897,3.0241935483871036,历史4/5次成功; 当前距低点3.02%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
25,77.36435925428873,76.79915930844125,603306,华懋科技,bottom_area,2024-01-11,23.48,2024-01-11,22.66,3.6187113857016784,3.6187113857016784,27.603833865814696,False,3.4361,1.8013,2,2,2,100.0,15.214092837855201,19.519094766619503,4.381288614298322,3.6187113857016784,历史2/2次成功; 当前距低点3.62%; 最新日涨幅3.44%; 状态bottom_area; 底部未确认
26,76.58248616093921,76.65709160288851,002284,亚太股份,bottom_area,2024-01-11,8.22,2024-01-10,7.9,4.050632911392409,5.69620253164556,30.457746478873233,False,3.1368,2.3172,2,2,2,100.0,19.744809897113992,27.214170692431566,3.9493670886075916,4.050632911392409,历史2/2次成功; 当前距低点4.05%; 最新日涨幅3.14%; 状态bottom_area; 底部未确认
27,76.1811700093686,74.90100862641012,001366,播恩集团,bottom_area,2024-01-11,15.54,2024-01-11,15.07,3.1187790311877825,3.384207033842069,27.478344562078927,False,1.7682,9.5982,1,1,1,100.0,15.547445255474459,15.547445255474459,4.881220968812218,3.1187790311877825,历史1/1次成功; 当前距低点3.12%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
28,75.9600084590816,74.49176497550638,601933,永辉超市,bottom_area,2024-01-11,2.76,2024-01-10,2.68,2.9850746268656576,3.731343283582076,32.83208020050125,False,0.0,0.37,1,1,1,100.0,11.70825335892515,11.70825335892515,5.014925373134342,2.9850746268656576,历史1/1次成功; 当前距低点2.99%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
29,75.91225093877645,74.47272589321325,300413,芒果超媒,bottom_area,2024-01-11,22.97,2024-01-11,22.3,3.004484304932727,3.8116591928251022,28.79948914431673,False,2.1343,2.1414,1,1,1,100.0,11.843817787418656,11.843817787418656,4.995515695067273,3.004484304932727,历史1/1次成功; 当前距低点3.00%; 最新日涨幅2.13%; 状态bottom_area; 底部未确认
30,75.59430725275428,74.25476459404888,301488,豪恩汽电,bottom_area,2024-01-11,64.79,2024-01-10,62.86,3.07031498568248,3.802099904549794,30.0,False,2.3215,4.789,1,1,1,100.0,11.478939577445836,11.478939577445836,4.929685014317521,3.07031498568248,历史1/1次成功; 当前距低点3.07%; 最新日涨幅2.32%; 状态bottom_area; 底部未确认
31,75.072842267869,74.92770385845795,002632,道明光学,bottom_area,2024-01-11,8.26,2024-01-11,7.95,3.899371069182385,4.276729559748415,31.876606683804624,False,2.7363,6.7144,1,1,1,100.0,25.259515570934255,25.259515570934255,4.100628930817615,3.899371069182385,历史1/1次成功; 当前距低点3.90%; 最新日涨幅2.74%; 状态bottom_area; 底部未确认
32,74.52223751921017,74.01234578724882,002324,普利特,confirmed_rebound,2024-01-11,11.38,2024-01-09,10.98,3.6429872495446296,12.477231329690339,28.608582574772434,False,3.5487,1.8132,2,2,2,100.0,10.74385331296014,13.260869565217392,4.357012750455371,3.6429872495446296,历史2/2次成功; 当前距低点3.64%; 最新日涨幅3.55%; 状态confirmed_rebound; 底部未确认
33,73.8815258386263,74.88560548880497,002041,登海种业,bottom_area,2024-01-11,12.47,2024-01-10,11.91,4.701931150293874,4.701931150293874,29.484902309058615,False,2.297,0.5767,2,2,2,100.0,18.2043468358871,21.395106715252467,3.298068849706126,4.701931150293874,历史2/2次成功; 当前距低点4.70%; 最新日涨幅2.30%; 状态bottom_area; 底部未确认
