rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.02549149299924,87.17743549392898,300745,欣锐科技,bottom_area,2024-01-11,24.61,2024-01-10,24.05,2.3284823284823233,3.783783783783784,27.777777777777768,False,1.1924,2.3071,4,4,4,100.0,21.862232273487457,36.150000000000006,5.671517671517677,2.3284823284823233,历史4/4次成功; 当前距低点2.33%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
34,73.3496862178534,73.32924600990641,002195,岩山科技,bottom_area,2024-01-11,2.87,2024-01-11,2.76,3.985507246376824,4.347826086956526,29.230769230769234,False,3.2374,1.8414,1,1,1,100.0,17.72151898734177,17.72151898734177,4.014492753623176,3.985507246376824,历史1/1次成功; 当前距低点3.99%; 最新日涨幅3.24%; 状态bottom_area; 底部未确认
35,73.12033236390715,74.25466646135284,301360,荣旗科技,bottom_area,2024-01-11,69.86,2024-01-11,66.66,4.800480048004805,6.705670567056704,32.489366011748025,False,1.3639,10.8322,2,2,2,100.0,16.020220273138687,23.857583403420236,3.199519951995195,4.800480048004805,历史2/2次成功; 当前距低点4.80%; 最新日涨幅1.36%; 状态bottom_area; 底部未确认
36,72.91134650288579,72.86872628929659,301509,金凯生科,bottom_area,2024-01-11,61.55,2024-01-10,59.2,3.9695945945945845,6.418918918918914,29.69956062225388,False,3.7068,5.8181,1,1,1,100.0,15.05054819877544,15.05054819877544,4.030405405405416,3.9695945945945845,历史1/1次成功; 当前距低点3.97%; 最新日涨幅3.71%; 状态bottom_area; 底部未确认
37,69.79884713720818,68.59299164041255,002660,茂硕电源,bottom_area,2024-01-11,10.33,2024-01-10,10.02,3.093812375249506,3.9920159680638756,31.275720164609055,False,2.5819,8.9828,2,3,2,66.66666666666666,20.21622144792876,24.71428571428572,4.906187624750494,3.093812375249506,历史2/3次成功; 当前距低点3.09%; 最新日涨幅2.58%; 状态bottom_area; 底部未确认
38,67.41615181404883,67.72575526669658,002862,实丰文化,bottom_area,2024-01-11,18.2,2024-01-11,17.46,4.238258877434125,5.0973654066437595,30.13205282112844,False,-6.1856,26.7368,1,1,1,100.0,23.381642512077295,23.381642512077295,3.7617411225658746,4.238258877434125,历史1/1次成功; 当前距低点4.24%; 最新日涨幅-6.19%; 状态bottom_area; 底部未确认
39,64.29279034568265,65.48912715673481,605167,利柏特,confirmed_rebound,2024-01-11,10.16,2024-01-09,9.68,4.958677685950417,10.0206611570248,30.309575233981285,True,-1.6457,19.0375,1,1,1,100.0,10.994152046783618,10.994152046783618,3.0413223140495833,4.958677685950417,历史1/1次成功; 当前距低点4.96%; 最新日涨幅-1.65%; 状态confirmed_rebound; 底部已确认
40,61.94501563972146,60.39617980907752,300451,创业慧康,bottom_area,2024-01-11,5.74,2024-01-10,5.59,2.683363148479434,3.577817531305907,29.773869346733672,False,1.773,1.8767,1,2,1,50.0,23.89380530973452,23.89380530973452,5.316636851520566,2.683363148479434,历史1/2次成功; 当前距低点2.68%; 最新日涨幅1.77%; 状态bottom_area; 底部未确认
41,57.88601094357824,57.00651253754279,605118,力鼎光电,bottom_area,2024-01-11,21.26,2024-01-10,20.6,3.203883495145632,6.7961165048543615,29.62077212162623,False,1.5767,3.0863,1,2,1,50.0,12.050359712230225,12.050359712230225,4.796116504854369,3.203883495145632,历史1/2次成功; 当前距低点3.20%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
42,57.00877652620181,57.03525323950448,600986,浙文互联,bottom_area,2024-01-11,5.17,2024-01-10,4.97,4.024144869215295,4.426559356136834,30.489510489510497,False,3.1936,2.4191,1,2,1,50.0,22.25969645868466,22.25969645868466,3.975855130784705,4.024144869215295,历史1/2次成功; 当前距低点4.02%; 最新日涨幅3.19%; 状态bottom_area; 底部未确认
43,56.54826507081858,57.42112995896033,000058,深赛格,confirmed_rebound,2024-01-11,7.21,2024-01-09,6.88,4.796511627906978,8.575581395348836,27.426160337552748,True,0.5579,1.7469,1,2,1,50.0,34.82352941176472,34.82352941176472,3.2034883720930227,4.796511627906978,历史1/2次成功; 当前距低点4.80%; 最新日涨幅0.56%; 状态confirmed_rebound; 底部已确认
