rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.94478888153766,78.33001435323933,002534,西子洁能,bottom_area,2023-09-21,12.5,2023-09-21,12.49,0.08006405124099109,1.6813450760608413,27.803468208092486,False,-0.9509,0.3936,3,3,3,100.0,25.712690269187092,33.11594202898551,14.919935948759008,0.08006405124099109,历史3/3次成功; 当前距低点0.08%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
2,86.92993545774125,78.00851917625764,601777,千里科技,bottom_area,2023-09-21,3.62,2023-08-25,3.56,1.6853932584269677,8.146067415730338,27.93522267206478,True,-1.3624,0.4595,1,1,1,100.0,27.96352583586626,27.96352583586626,13.314606741573032,1.6853932584269677,历史1/1次成功; 当前距低点1.69%; 最新日涨幅-1.36%; 状态bottom_area; 底部已确认
3,84.50118982659708,74.14359076522499,300561,汇金科技,bottom_area,2023-09-21,12.52,2023-09-21,12.46,0.481540930979123,2.166934189406096,32.539252842447205,False,-0.4769,2.2023,2,2,2,100.0,24.79303273041607,27.62128325508607,14.518459069020876,0.481540930979123,历史2/2次成功; 当前距低点0.48%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
4,83.82589263606525,75.69343973941368,300503,昊志机电,bottom_area,2023-09-21,15.66,2023-09-19,15.35,2.019543973941371,7.817589576547239,29.55484167049105,True,-0.7605,9.5539,1,1,1,100.0,19.61290322580645,19.61290322580645,12.98045602605863,2.019543973941371,历史1/1次成功; 当前距低点2.02%; 最新日涨幅-0.76%; 状态bottom_area; 底部已确认
5,83.46739620835756,77.51637732262219,603106,恒银科技,bottom_area,2023-09-21,7.34,2023-09-21,7.09,3.5260930888575457,4.090267983074754,30.829268292682926,False,2.371,7.1542,1,1,1,100.0,34.60144927536232,34.60144927536232,11.473906911142453,3.5260930888575457,历史1/1次成功; 当前距低点3.53%; 最新日涨幅2.37%; 状态bottom_area; 底部未确认
6,81.29332931159851,76.21992410684297,600338,西藏珠峰,bottom_area,2023-09-21,14.43,2023-08-25,13.87,4.037490987743335,11.175198269646726,28.320413436692515,True,-0.7565,0.7118,2,2,2,100.0,30.512922359665453,31.213191990577155,10.962509012256664,4.037490987743335,历史2/2次成功; 当前距低点4.04%; 最新日涨幅-0.76%; 状态bottom_area; 底部已确认
7,79.71208670647276,69.82753865983746,688322,奥比中光,bottom_area,2023-09-21,28.01,2023-09-21,27.9,0.3942652329749211,2.32974910394266,27.24902216427641,False,-1.3732,1.137,3,4,3,75.0,21.351953715162754,28.749462827675128,14.605734767025078,0.3942652329749211,历史3/4次成功; 当前距低点0.39%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
8,79.60350527100282,72.12550213249057,600375,汉马科技,bottom_area,2023-09-21,5.57,2023-09-21,5.45,2.201834862385323,11.376146788990829,30.395913154533844,False,-7.9339,4.4444,1,1,1,100.0,22.073578595317713,22.073578595317713,12.798165137614676,2.201834862385323,历史1/1次成功; 当前距低点2.20%; 最新日涨幅-7.93%; 状态bottom_area; 底部未确认
9,77.0561951638805,68.19132315387655,603258,电魂网络,bottom_area,2023-09-21,27.95,2023-09-21,27.69,0.9389671361502274,2.3474178403755817,31.93215339233038,False,-1.4109,2.568,1,1,1,100.0,15.065420560747667,15.065420560747667,14.061032863849771,0.9389671361502274,历史1/1次成功; 当前距低点0.94%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
10,73.87447699262674,65.50003097257138,603232,格尔软件,bottom_area,2023-09-21,11.65,2023-09-21,11.53,1.0407632263660105,2.948829141370337,29.176904176904184,False,-1.1874,2.5087,2,4,2,50.0,20.338554455300404,22.78481012658228,13.95923677363399,1.0407632263660105,历史2/4次成功; 当前距低点1.04%; 最新日涨幅-1.19%; 状态bottom_area; 底部未确认
11,72.76031854356583,64.32099869703988,002386,天原股份,bottom_area,2023-09-21,5.72,2023-08-31,5.67,0.8818342151675453,5.996472663139327,31.604342581423396,False,-0.6944,0.4197,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,14.118165784832454,0.8818342151675453,历史2/3次成功; 当前距低点0.88%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
