rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.2875309932881,77.21133465721994,000612,焦作万方,bottom_area,2021-07-01,6.9,2021-06-18,6.83,1.0248901903367538,7.17423133235725,27.02991452991452,True,-2.6798,1.2994,1,1,1,100.0,15.581098339719038,15.581098339719038,8.975109809663246,1.0248901903367538,历史1/1次成功; 当前距低点1.02%; 最新日涨幅-2.68%; 状态bottom_area; 底部已确认
2,77.45675542166892,70.95336784662366,002679,福建金森,bottom_area,2021-07-01,17.62,2021-07-01,17.55,0.3988603988604005,6.495726495726499,30.522565320665084,False,-5.0647,6.3784,1,1,1,100.0,33.50951374207188,33.50951374207188,9.6011396011396,0.3988603988604005,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
3,59.93797445091132,58.74984901277585,601015,陕西黑猫,bottom_area,2021-07-01,8.95,2021-06-29,8.61,3.9488966318234597,7.084785133565635,27.28040540540541,False,0.0,0.0,1,3,1,33.33333333333333,65.6514382402707,65.6514382402707,6.05110336817654,3.9488966318234597,历史1/3次成功; 当前距低点3.95%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
