rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.45157378741378,78.63200489428533,300614,百川畅银,bottom_area,2023-09-04,22.46,2023-09-01,21.91,2.510269283432226,3.24052943861251,29.775641025641026,False,1.721,1.881,2,2,2,100.0,11.480746561886047,11.8614931237721,7.489730716567775,2.510269283432226,历史2/2次成功; 当前距低点2.51%; 最新日涨幅1.72%; 状态bottom_area; 底部未确认
2,81.58693306564744,76.54685987112983,000028,国药一致,bottom_area,2023-09-04,31.97,2023-08-30,31.45,1.653418124006358,2.861685214626398,28.765571913929783,False,-0.1562,0.7852,2,2,2,100.0,12.240070934754426,14.150943396226415,8.346581875993643,1.653418124006358,历史2/2次成功; 当前距低点1.65%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
3,75.0657188998814,74.88195949008976,603155,新亚强,bottom_area,2023-09-04,22.82,2023-08-29,21.76,4.871323529411758,6.525735294117638,28.39749917736097,False,0.5729,0.2857,2,2,2,100.0,20.261167404024544,25.624375624375624,5.128676470588242,4.871323529411758,历史2/2次成功; 当前距低点4.87%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
4,74.38895853132874,72.44463792633799,002755,奥赛康,bottom_area,2023-09-04,7.75,2023-08-24,7.48,3.6096256684491923,6.550802139037423,32.97491039426523,False,-0.1289,0.222,1,1,1,100.0,30.831099195710454,30.831099195710454,6.390374331550808,3.6096256684491923,历史1/1次成功; 当前距低点3.61%; 最新日涨幅-0.13%; 状态bottom_area; 底部未确认
5,71.11218256104902,69.00887512230089,688202,美迪西,bottom_area,2023-09-04,73.1,2023-08-29,70.68,3.4238822863610454,8.658743633276726,28.526645768025073,True,1.5419,1.8565,2,3,2,66.66666666666666,17.304624024394695,23.795418261555337,6.576117713638954,3.4238822863610454,历史2/3次成功; 当前距低点3.42%; 最新日涨幅1.54%; 状态bottom_area; 底部已确认
