rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.2432069834956,84.21304222714613,002006,精工科技,bottom_area,2023-04-07,23.02,2023-04-06,22.27,3.3677593174674447,3.996407723394704,27.765163801492047,False,2.6304,1.3762,3,3,3,100.0,35.330825112752166,61.48648648648647,4.632240682532555,3.3677593174674447,历史3/3次成功; 当前距低点3.37%; 最新日涨幅2.63%; 状态bottom_area; 底部未确认
2,85.00784974058674,81.75350723054011,603030,全筑股份,bottom_area,2023-04-07,2.07,2023-04-07,2.03,1.9704433497536966,2.955665024630545,28.771929824561415,False,0.4854,1.9205,2,2,2,100.0,21.645796064400706,27.906976744186036,6.029556650246304,1.9704433497536966,历史2/2次成功; 当前距低点1.97%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
3,84.0646790329598,81.30331104417571,002347,泰尔股份,bottom_area,2023-04-07,4.97,2023-04-06,4.86,2.263374485596696,2.263374485596696,31.355932203389823,False,1.222,1.5631,2,2,2,100.0,22.816155222237516,29.585798816568047,5.736625514403304,2.263374485596696,历史2/2次成功; 当前距低点2.26%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
4,82.53029904563957,80.02124579053006,000887,中鼎股份,bottom_area,2023-04-07,12.4,2023-04-06,12.11,2.394715111478125,2.9727497935590526,28.512396694214885,False,1.5561,0.8189,2,2,2,100.0,17.53331314354936,23.84615384615385,5.605284888521875,2.394715111478125,历史2/2次成功; 当前距低点2.39%; 最新日涨幅1.56%; 状态bottom_area; 底部未确认
5,81.53548352094968,81.6411108341583,300393,中来股份,bottom_area,2023-04-07,14.84,2023-03-20,14.26,4.0673211781206176,7.8541374474053365,27.61421319796954,True,0.0674,1.7265,3,3,3,100.0,20.884963012222048,23.89610389610389,3.9326788218793824,4.0673211781206176,历史3/3次成功; 当前距低点4.07%; 最新日涨幅0.07%; 状态bottom_area; 底部已确认
6,81.52946410134369,78.95126791686576,002329,皇氏集团,bottom_area,2023-04-07,6.59,2023-04-06,6.44,2.3291925465838426,2.950310559006203,27.395715896279583,False,0.4573,1.9312,1,1,1,100.0,27.644230769230756,27.644230769230756,5.670807453416157,2.3291925465838426,历史1/1次成功; 当前距低点2.33%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
7,81.4380944356751,76.44654913769755,002125,湘潭电化,bottom_area,2023-04-07,12.73,2023-04-06,12.64,0.712025316455695,2.531645569620255,27.398047099368178,False,-0.6245,0.9422,3,3,3,100.0,23.333155157078114,32.067510548523195,7.287974683544306,0.712025316455695,历史3/3次成功; 当前距低点0.71%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
8,80.53523280175163,78.35976534380491,002374,中锐股份,bottom_area,2023-04-07,4.38,2023-04-07,4.27,2.5761124121779937,2.8103044496487146,30.90614886731392,False,1.8605,1.2645,2,2,2,100.0,10.82420238478892,12.068965517241388,5.423887587822007,2.5761124121779937,历史2/2次成功; 当前距低点2.58%; 最新日涨幅1.86%; 状态bottom_area; 底部未确认
9,80.41681006734615,75.88209142842435,002192,融捷股份,bottom_area,2023-04-07,75.02,2023-04-06,74.29,0.9826356171759183,2.3017902813299145,29.43579027355623,False,0.1201,2.1255,2,2,2,100.0,17.809143202072256,25.707231766279197,7.0173643828240815,0.9826356171759183,历史2/2次成功; 当前距低点0.98%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
10,79.41061478757823,76.79952282217171,001299,美能能源,bottom_area,2023-04-07,16.73,2023-03-31,16.36,2.2616136919315464,4.217603911980448,27.610619469026553,False,1.95,3.9631,1,1,1,100.0,15.247322794492616,15.247322794492616,5.738386308068454,2.2616136919315464,历史1/1次成功; 当前距低点2.26%; 最新日涨幅1.95%; 状态bottom_area; 底部未确认
11,78.37603777795047,73.03156398104268,001227,兰州银行,bottom_area,2023-04-07,3.05,2023-04-06,3.04,0.3289473684210456,2.3026315789473633,27.61904761904762,False,0.0,1.1247,1,1,1,100.0,11.137440758293856,11.137440758293856,7.671052631578955,0.3289473684210456,历史1/1次成功; 当前距低点0.33%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,78.2590136313001,72.4620496586112,300763,锦浪科技,bottom_area,2023-04-07,127.58,2023-04-07,127.58,0.0,2.900141087944821,27.753553428846484,False,-1.9972,1.3085,2,2,2,100.0,22.10779386350115,35.693617021276594,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.00%; 状态bottom_area; 底部未确认
13,75.63690370413379,75.77829761221489,603051,鹿山新材,bottom_area,2023-04-07,48.02,2023-04-04,46.13,4.0971168437025804,5.874701929330155,31.14925373134328,False,2.0833,7.249,2,2,2,100.0,15.58991406374611,18.738110336081178,3.9028831562974196,4.0971168437025804,历史2/2次成功; 当前距低点4.10%; 最新日涨幅2.08%; 状态bottom_area; 底部未确认
14,75.60158626905276,72.77767196367945,002729,好利科技,bottom_area,2023-04-07,20.7,2023-04-06,20.29,2.0206998521439137,3.35140463282405,31.54520917678813,False,-0.337,1.982,1,1,1,100.0,13.144449605202036,13.144449605202036,5.979300147856087,2.0206998521439137,历史1/1次成功; 当前距低点2.02%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
