rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.58376403380385,80.70471536070346,603327,福蓉科技,bottom_area,2023-05-31,11.38,2023-05-30,11.3,0.707964601769912,2.30088495575221,27.096774193548384,False,-0.2629,0.246,4,4,4,100.0,29.510078778165898,52.609776304888165,9.29203539823009,0.707964601769912,历史4/4次成功; 当前距低点0.71%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
2,86.37286975879692,85.27922220933692,688075,安旭生物,bottom_area,2023-05-31,67.45,2023-05-10,64.65,4.33101314771848,7.6566125290023015,30.37906525953047,True,0.9882,2.2564,5,5,5,100.0,27.010388097500325,40.134529147982065,5.668986852281521,4.33101314771848,历史5/5次成功; 当前距低点4.33%; 最新日涨幅0.99%; 状态bottom_area; 底部已确认
3,85.68820645924446,80.81175465475576,600009,上海机场,bottom_area,2023-05-31,46.6,2023-05-31,45.72,1.9247594050743715,2.777777777777785,28.42830306825298,False,-0.2141,0.463,3,3,3,100.0,21.829065044759854,27.704918032786885,8.075240594925628,1.9247594050743715,历史3/3次成功; 当前距低点1.92%; 最新日涨幅-0.21%; 状态bottom_area; 底部未确认
4,85.62729680226738,79.42032473880548,300363,博腾股份,bottom_area,2023-05-31,30.76,2023-05-30,30.44,1.0512483574244424,3.777923784494082,27.01989930472309,False,-1.2837,1.1303,1,1,1,100.0,36.97403760071621,36.97403760071621,8.948751642575559,1.0512483574244424,历史1/1次成功; 当前距低点1.05%; 最新日涨幅-1.28%; 状态bottom_area; 底部未确认
5,84.97937225577708,78.96909632395396,605337,李子园,bottom_area,2023-05-31,17.58,2023-05-31,17.38,1.1507479861910201,3.5097813578826207,32.86983391270761,False,-1.5126,1.9948,2,2,2,100.0,19.101084583169285,26.615384615384624,8.84925201380898,1.1507479861910201,历史2/2次成功; 当前距低点1.15%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
6,83.88563633366225,77.86801536281128,002567,唐人神,bottom_area,2023-05-31,6.47,2023-05-30,6.4,1.0937499999999907,2.8124999999999956,31.256713211600427,False,-1.372,1.1652,2,2,2,100.0,12.482609477479864,13.8187221396731,8.90625000000001,1.0937499999999907,历史2/2次成功; 当前距低点1.09%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
7,83.0690546355626,75.71795036361928,601012,隆基绿能,bottom_area,2023-05-31,28.82,2023-05-31,28.78,0.13898540653231115,2.7449617790132006,30.65060240963855,False,-2.3051,1.5087,3,3,3,100.0,12.391597260822351,14.403553299492398,9.861014593467688,0.13898540653231115,历史3/3次成功; 当前距低点0.14%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
8,82.98971999124205,77.58404467625397,601388,怡球资源,bottom_area,2023-05-31,2.77,2023-05-30,2.73,1.4652014652014667,3.296703296703291,27.777777777777775,False,-1.0714,0.4346,2,2,2,100.0,15.509161381254394,18.333333333333325,8.534798534798533,1.4652014652014667,历史2/2次成功; 当前距低点1.47%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
9,82.114982797559,75.7101622276863,002570,贝因美,bottom_area,2023-05-31,4.09,2023-05-30,4.06,0.7389162561576417,3.2019704433497735,29.636048526863085,False,-0.7282,0.6637,3,3,3,100.0,19.703716622181236,35.05154639175259,9.26108374384236,0.7389162561576417,历史3/3次成功; 当前距低点0.74%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
10,81.96816398589534,76.21948984903693,002041,登海种业,bottom_area,2023-05-31,15.38,2023-05-30,15.2,1.1842105263157994,3.4210526315789567,28.30188679245283,False,-0.2594,0.3598,1,1,1,100.0,21.395106715252467,21.395106715252467,8.815789473684202,1.1842105263157994,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
11,81.0566985679833,74.55538509939991,001332,锡装股份,bottom_area,2023-05-31,42.66,2023-05-24,42.4,0.6132075471698066,6.556603773584908,32.290003193867776,False,-0.9519,1.3649,2,2,2,100.0,28.620958639500337,31.086142322097377,9.386792452830193,0.6132075471698066,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-0.95%; 状态bottom_area; 底部未确认
12,81.02166602508541,75.29575323179316,600160,巨化股份,bottom_area,2023-05-31,13.15,2023-05-31,13.0,1.1538461538461564,3.6153846153846203,31.758530183727036,False,-1.7924,0.6305,1,1,1,100.0,16.05657237936772,16.05657237936772,8.846153846153843,1.1538461538461564,历史1/1次成功; 当前距低点1.15%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
13,80.66284893899709,74.72284044278861,603290,斯达半导,bottom_area,2023-05-31,218.13,2023-05-31,216.0,0.9861111111111089,4.152777777777778,28.842035908417067,False,-2.0125,1.2646,3,3,3,100.0,17.42566546302117,23.2822670787034,9.013888888888893,0.9861111111111089,历史3/3次成功; 当前距低点0.99%; 最新日涨幅-2.01%; 状态bottom_area; 底部未确认
