rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.58376403380385,80.70471536070346,603327,福蓉科技,bottom_area,2023-05-31,11.38,2023-05-30,11.3,0.707964601769912,2.30088495575221,27.096774193548384,False,-0.2629,0.246,4,4,4,100.0,29.510078778165898,52.609776304888165,9.29203539823009,0.707964601769912,历史4/4次成功; 当前距低点0.71%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
14,80.27665172948824,75.52507421278956,688289,圣湘生物,bottom_area,2023-05-31,18.12,2023-05-29,17.8,1.7977528089887655,3.8202247191011214,27.789046653144013,False,-0.3848,0.7621,1,1,1,100.0,25.182530200451346,25.182530200451346,8.202247191011235,1.7977528089887655,历史1/1次成功; 当前距低点1.80%; 最新日涨幅-0.38%; 状态bottom_area; 底部未确认
15,80.08380933255673,76.5932735405366,002251,步步高,bottom_area,2023-05-31,4.63,2023-05-30,4.51,2.660753880266078,3.769401330376939,30.07751937984497,False,0.2165,1.2513,1,1,1,100.0,19.0311418685121,19.0311418685121,7.339246119733922,2.660753880266078,历史1/1次成功; 当前距低点2.66%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
16,79.75550817799144,72.50500743453767,600955,维远股份,bottom_area,2023-05-31,18.35,2023-05-31,18.35,0.0,2.561307901907351,27.98273155416012,False,-2.3936,0.488,2,2,2,100.0,22.33874964805201,25.969084423305596,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
17,79.02635246620174,72.21474540008558,600935,华塑股份,bottom_area,2023-05-31,3.7,2023-05-31,3.69,0.2710027100271065,1.084010840108402,27.788649706457928,False,-0.8043,0.2603,1,1,1,100.0,28.50877192982458,28.50877192982458,9.728997289972895,0.2710027100271065,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
18,78.80336745988237,72.01713722168513,002132,恒星科技,bottom_area,2023-05-31,3.64,2023-05-30,3.63,0.27548209366391824,1.9283746556473909,29.51456310679612,False,-0.8174,0.5549,2,2,2,100.0,10.834604275477771,11.088295687885012,9.724517906336082,0.27548209366391824,历史2/2次成功; 当前距低点0.28%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
19,78.68920113363224,75.37770487574167,600386,北巴传媒,bottom_area,2023-05-31,4.12,2023-05-30,4.01,2.743142144638412,3.491271820448892,29.52548330404219,False,0.0,1.6638,1,1,1,100.0,13.505747126436788,13.505747126436788,7.256857855361589,2.743142144638412,历史1/1次成功; 当前距低点2.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
20,78.68124181866223,76.05873658133773,002079,苏州固锝,bottom_area,2023-05-31,12.5,2023-05-10,12.11,3.2204789430223006,7.101568951279945,28.512396694214885,True,-0.7937,1.6786,2,2,2,100.0,19.631336405529957,22.488479262672804,6.7795210569777,3.2204789430223006,历史2/2次成功; 当前距低点3.22%; 最新日涨幅-0.79%; 状态bottom_area; 底部已确认
21,78.55537053065646,72.0987647336162,000798,中水渔业,bottom_area,2023-05-31,10.05,2023-05-26,10.0,0.5000000000000071,3.499999999999996,29.72593113141251,False,-1.3739,1.6409,2,2,2,100.0,14.025616847399025,17.3015873015873,9.499999999999993,0.5000000000000071,历史2/2次成功; 当前距低点0.50%; 最新日涨幅-1.37%; 状态bottom_area; 底部未确认
22,78.46279263077905,73.52143355288648,300729,乐歌股份,bottom_area,2023-05-31,14.73,2023-05-25,14.5,1.586206896551727,6.827586206896553,30.78758949880668,False,-2.2561,1.8986,1,1,1,100.0,11.817125145292525,11.817125145292525,8.413793103448274,1.586206896551727,历史1/1次成功; 当前距低点1.59%; 最新日涨幅-2.26%; 状态bottom_area; 底部未确认
23,77.91463440703644,71.56660502933805,688238,和元生物,bottom_area,2023-05-31,13.01,2023-05-30,12.94,0.5409582689335416,4.17310664605874,28.03114571746385,False,-1.8854,1.0009,2,2,2,100.0,11.666612271540478,11.958224543080954,9.459041731066458,0.5409582689335416,历史2/2次成功; 当前距低点0.54%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
24,77.29352944714049,74.9941796008869,000890,法尔胜,bottom_area,2023-05-31,4.24,2023-05-19,4.1,3.4146341463414775,7.56097560975611,27.689594356261026,True,-0.7026,1.6105,1,1,1,100.0,32.954545454545446,32.954545454545446,6.585365853658523,3.4146341463414775,历史1/1次成功; 当前距低点3.41%; 最新日涨幅-0.70%; 状态bottom_area; 底部已确认
25,76.780815504246,75.61362531482257,300762,上海瀚讯,bottom_area,2023-05-31,11.92,2023-05-10,11.44,4.195804195804199,6.206293706293714,27.50316856780735,False,0.5059,1.0313,1,1,1,100.0,32.580961727183514,32.580961727183514,5.8041958041958015,4.195804195804199,历史1/1次成功; 当前距低点4.20%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
26,76.35946870123644,70.34256347810893,600256,广汇能源,bottom_area,2023-05-31,7.26,2023-05-29,7.21,0.6934812760055453,5.547850208044388,29.10521140609636,False,-2.9412,1.4761,1,1,1,100.0,23.62204724409449,23.62204724409449,9.306518723994456,0.6934812760055453,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
27,76.15018646508514,69.8505782405839,002312,川发龙蟒,bottom_area,2023-05-31,8.56,2023-05-31,8.52,0.4694835680751282,3.286384976525835,27.36572890025576,False,-2.6166,0.9392,1,1,1,100.0,18.231186966640802,18.231186966640802,9.530516431924871,0.4694835680751282,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-2.62%; 状态bottom_area; 底部未确认
28,75.7559320109933,75.61877582750931,002690,美亚光电,bottom_area,2023-05-31,24.81,2023-05-15,23.65,4.904862579281185,8.668076109936578,28.765060240963862,True,-2.3613,0.5666,3,3,3,100.0,21.246572625109707,27.355278093076052,5.095137420718815,4.904862579281185,历史3/3次成功; 当前距低点4.90%; 最新日涨幅-2.36%; 状态bottom_area; 底部已确认
29,75.70216722273615,69.69941983192498,002481,双塔食品,bottom_area,2023-05-31,4.54,2023-05-30,4.51,0.6651884700665244,3.5476718403547705,27.25806451612904,False,-1.5184,0.595,1,1,1,100.0,19.817470664928287,19.817470664928287,9.334811529933477,0.6651884700665244,历史1/1次成功; 当前距低点0.67%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
30,75.48943028607509,74.30062036031013,002370,亚太药业,confirmed_rebound,2023-05-31,4.25,2023-04-25,4.08,4.166666666666665,10.04901960784314,32.56198347107438,True,-1.1628,0.8742,3,3,3,100.0,15.325915915645853,15.633423180592995,5.833333333333336,4.166666666666665,历史3/3次成功; 当前距低点4.17%; 最新日涨幅-1.16%; 状态confirmed_rebound; 底部已确认
31,75.48530607401263,69.47652549100664,001201,东瑞股份,bottom_area,2023-05-31,23.31,2023-05-30,23.16,0.6476683937823773,2.0293609671847963,31.842260153031187,False,-0.6817,0.4984,1,1,1,100.0,18.4043517679057,18.4043517679057,9.352331606217623,0.6476683937823773,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
32,75.0268759700603,70.28384972415898,002455,百川股份,bottom_area,2023-05-31,7.75,2023-05-05,7.63,1.572739187418088,7.86369593709044,28.691588785046722,True,-1.8987,0.7795,2,3,2,66.66666666666666,23.941012929062143,35.42600896860987,8.427260812581913,1.572739187418088,历史2/3次成功; 当前距低点1.57%; 最新日涨幅-1.90%; 状态bottom_area; 底部已确认
33,74.43353343546696,68.78442924630254,603077,和邦生物,bottom_area,2023-05-31,2.35,2023-05-30,2.33,0.858369098712447,2.5751072961373414,29.819277108433727,False,-1.6736,0.5161,1,1,1,100.0,17.26618705035971,17.26618705035971,9.141630901287554,0.858369098712447,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
34,71.23853526850522,70.80167387650128,601598,中国外运,bottom_area,2023-05-31,4.7,2023-05-25,4.49,4.677060133630288,6.45879732739421,27.110389610389607,False,-0.4237,0.6981,2,2,2,100.0,18.41597301708783,18.82640586797067,5.322939866369712,4.677060133630288,历史2/2次成功; 当前距低点4.68%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
35,70.56891103865966,69.58392240728627,002268,电科网安,confirmed_rebound,2023-05-31,29.6,2023-05-30,28.39,4.2620641070799605,10.954561465304682,32.725118483412324,False,3.4242,3.6811,1,1,1,100.0,11.190476190476202,11.190476190476202,5.73793589292004,4.2620641070799605,历史1/1次成功; 当前距低点4.26%; 最新日涨幅3.42%; 状态confirmed_rebound; 底部未确认
36,69.49094882811815,63.44214154146008,600984,建设机械,bottom_area,2023-05-31,4.51,2023-05-31,4.5,0.2222222222222175,2.2222222222222143,28.000000000000004,False,-1.9565,0.6786,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,9.777777777777782,0.2222222222222175,历史2/3次成功; 当前距低点0.22%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
37,68.83005542762817,62.80158287319721,600409,三友化工,bottom_area,2023-05-31,5.24,2023-05-31,5.23,0.19120458891012976,2.485659655831738,29.324324324324323,False,-2.2388,0.7173,2,3,2,66.66666666666666,15.81108961960026,18.95551257253386,9.808795411089871,0.19120458891012976,历史2/3次成功; 当前距低点0.19%; 最新日涨幅-2.24%; 状态bottom_area; 底部未确认
38,64.70199521601185,63.155381594082584,300727,润禾材料,confirmed_rebound,2023-05-31,26.42,2023-05-23,25.47,3.729878288182186,10.91480172752258,31.495427649273804,True,-1.3443,1.1901,2,3,2,66.66666666666666,22.273319486404827,26.812499999999993,6.270121711817814,3.729878288182186,历史2/3次成功; 当前距低点3.73%; 最新日涨幅-1.34%; 状态confirmed_rebound; 底部已确认
39,63.368431527326685,60.64198733851829,300758,七彩化学,bottom_area,2023-05-31,9.92,2023-04-26,9.66,2.6915113871635588,9.523809523809524,30.252707581227433,True,-1.0967,0.6534,1,2,1,50.0,38.59480269489894,38.59480269489894,7.308488612836442,2.6915113871635588,历史1/2次成功; 当前距低点2.69%; 最新日涨幅-1.10%; 状态bottom_area; 底部已确认
40,62.9323834417817,58.94812985399194,000792,盐湖股份,bottom_area,2023-05-31,18.79,2023-05-30,18.5,1.567567567567563,2.6486486486486402,29.49695121951219,False,-0.1594,0.2671,1,2,1,50.0,24.904214559386965,24.904214559386965,8.432432432432439,1.567567567567563,历史1/2次成功; 当前距低点1.57%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
41,60.28144522093114,59.64429547696357,300432,富临精工,confirmed_rebound,2023-05-31,10.11,2023-04-26,9.68,4.442148760330576,11.36363636363636,32.54355400696864,True,-1.462,0.6393,2,3,2,66.66666666666666,12.127569805648486,13.323239969719907,5.557851239669425,4.442148760330576,历史2/3次成功; 当前距低点4.44%; 最新日涨幅-1.46%; 状态confirmed_rebound; 底部已确认
