rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,100.49822115295004,90.08647955646745,300480,光力科技,bottom_area,2023-12-27,20.61,2023-12-26,20.28,1.6272189349112343,3.6489151873767183,29.509906152241918,False,0.7331,1.9004,4,4,4,100.0,28.906122193898153,39.69465648854962,13.372781065088764,1.6272189349112343,历史4/4次成功; 当前距低点1.63%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
2,95.79263747387327,85.3910144927536,603013,亚普股份,bottom_area,2023-12-27,16.78,2023-12-21,16.56,1.328502415458952,4.166666666666675,27.208791208791215,False,0.7203,0.4939,1,1,1,100.0,53.30739299610896,53.30739299610896,13.671497584541047,1.328502415458952,历史1/1次成功; 当前距低点1.33%; 最新日涨幅0.72%; 状态bottom_area; 底部未确认
3,93.12887786287047,84.03423962379287,000070,特发信息,bottom_area,2023-12-27,7.72,2023-12-26,7.57,1.9815059445178265,3.6988110964332805,27.00096432015428,False,1.7128,1.0353,2,2,2,100.0,34.04340417899739,50.60532687651331,13.018494055482172,1.9815059445178265,历史2/2次成功; 当前距低点1.98%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
4,92.47701379311651,82.75061983592673,301499,维科精密,bottom_area,2023-12-27,28.48,2023-12-27,28.05,1.532976827094473,1.7468805704099766,32.73381294964029,False,0.565,4.0046,2,2,2,100.0,21.64412366506522,21.950454687989964,13.467023172905526,1.532976827094473,历史2/2次成功; 当前距低点1.53%; 最新日涨幅0.56%; 状态bottom_area; 底部未确认
5,91.36301649275423,83.31243541133937,688182,灿勤科技,bottom_area,2023-12-27,16.92,2023-12-26,16.5,2.545454545454556,3.636363636363645,29.001721170395868,False,1.4997,2.5807,2,2,2,100.0,37.0756547041707,49.999999999999986,12.454545454545443,2.545454545454556,历史2/2次成功; 当前距低点2.55%; 最新日涨幅1.50%; 状态bottom_area; 底部未确认
6,91.12001001886487,81.96973046943612,300707,威唐工业,bottom_area,2023-12-27,16.81,2023-12-25,16.51,1.81708055723802,6.783767413688658,28.774805867126823,False,0.4782,4.2787,4,5,4,80.0,30.92835559106886,59.14285714285715,13.182919442761978,1.81708055723802,历史4/5次成功; 当前距低点1.82%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
7,90.08047366825353,80.36112177758604,002451,摩恩电气,bottom_area,2023-12-27,6.66,2023-12-27,6.57,1.369863013698628,1.8264840182648419,30.476190476190467,False,0.9091,2.1131,1,1,1,100.0,23.464566929133863,23.464566929133863,13.630136986301371,1.369863013698628,历史1/1次成功; 当前距低点1.37%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
8,89.00372726018878,81.62572715335163,002796,世嘉科技,bottom_area,2023-12-27,10.82,2023-12-26,10.52,2.8517110266159764,3.8973384030418265,28.092959671907046,False,2.0755,2.0657,2,2,2,100.0,31.7614424410541,36.33841886269071,12.148288973384023,2.8517110266159764,历史2/2次成功; 当前距低点2.85%; 最新日涨幅2.08%; 状态bottom_area; 底部未确认
9,87.97060472440154,78.60303832860859,301509,金凯生科,bottom_area,2023-12-27,61.38,2023-12-27,60.5,1.4545454545454588,2.1322314049586764,28.15580097375608,False,0.3433,3.0365,1,1,1,100.0,15.05054819877544,15.05054819877544,13.545454545454541,1.4545454545454588,历史1/1次成功; 当前距低点1.45%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
10,87.11083920002685,77.28167354855331,601628,中国人寿,bottom_area,2023-12-27,27.33,2023-12-27,27.04,1.0724852071005886,3.069526627218942,29.47313510693793,False,-1.1573,0.0598,1,1,1,100.0,25.736235595390532,25.736235595390532,13.927514792899412,1.0724852071005886,历史1/1次成功; 当前距低点1.07%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
11,85.94769838938298,76.1557518535084,002558,巨人网络,bottom_area,2023-12-27,11.04,2023-12-27,10.93,1.0064043915827945,4.300091491308332,28.37483617300131,False,-0.1808,4.0356,1,1,1,100.0,18.872870249017044,18.872870249017044,13.993595608417206,1.0064043915827945,历史1/1次成功; 当前距低点1.01%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
12,84.7186712038253,77.11329215116281,605188,国光连锁,bottom_area,2023-12-27,8.37,2023-12-27,8.17,2.4479804161566623,2.8151774785801766,32.08645054031587,False,1.8248,0.6572,1,1,1,100.0,19.218749999999993,19.218749999999993,12.552019583843338,2.4479804161566623,历史1/1次成功; 当前距低点2.45%; 最新日涨幅1.82%; 状态bottom_area; 底部未确认
13,82.78326171599399,73.5946854870547,600152,维科技术,bottom_area,2023-12-27,6.84,2023-12-27,6.76,1.1834319526627228,1.33136094674556,28.31389183457052,False,0.2933,0.8765,2,3,2,66.66666666666666,23.6894821099949,24.87644151565074,13.816568047337277,1.1834319526627228,历史2/3次成功; 当前距低点1.18%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
14,81.60153340238728,73.65224849759997,301357,北方长龙,bottom_area,2023-12-27,48.55,2023-12-27,47.6,1.995798319327722,2.857142857142856,31.044473417354773,False,-0.1029,8.1243,1,1,1,100.0,17.541229385307357,17.541229385307357,13.004201680672278,1.995798319327722,历史1/1次成功; 当前距低点2.00%; 最新日涨幅-0.10%; 状态bottom_area; 底部未确认
15,81.48881888351234,75.15481081081082,300466,赛摩智能,bottom_area,2023-12-27,6.87,2023-12-26,6.66,3.153153153153153,3.9039039039039007,28.387096774193555,False,1.3274,2.518,1,1,1,100.0,17.33333333333334,17.33333333333334,11.846846846846846,3.153153153153153,历史1/1次成功; 当前距低点3.15%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
16,81.45492664884235,75.05400020956509,600199,金种子酒,bottom_area,2023-12-27,17.94,2023-12-21,17.4,3.103448275862085,5.000000000000006,27.1356783919598,False,-0.1114,0.9467,2,2,2,100.0,21.988506873820672,23.70304114490161,11.896551724137915,3.103448275862085,历史2/2次成功; 当前距低点3.10%; 最新日涨幅-0.11%; 状态bottom_area; 底部未确认
17,81.39298215059988,75.29818277402961,600130,波导股份,bottom_area,2023-12-27,4.67,2023-12-26,4.52,3.318584070796468,3.539823008849561,27.564102564102573,False,2.8634,2.1862,1,1,1,100.0,20.13201320132014,20.13201320132014,11.681415929203531,3.318584070796468,历史1/1次成功; 当前距低点3.32%; 最新日涨幅2.86%; 状态bottom_area; 底部未确认
18,80.99480015087393,74.73165674099572,688308,欧科亿,bottom_area,2023-12-27,26.31,2023-12-25,25.5,3.176470588235289,5.058823529411762,28.571428571428577,False,0.9593,0.7404,1,1,1,100.0,15.344138076194483,15.344138076194483,11.82352941176471,3.176470588235289,历史1/1次成功; 当前距低点3.18%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
19,80.35166373379482,73.89291285400346,002129,TCL中环,bottom_area,2023-12-27,14.77,2023-12-21,14.34,2.998605299860528,6.136680613668067,27.502527805864514,False,-0.939,0.9493,1,1,1,100.0,31.12759643916912,31.12759643916912,12.001394700139471,2.998605299860528,历史1/1次成功; 当前距低点3.00%; 最新日涨幅-0.94%; 状态bottom_area; 底部未确认
20,80.15327928463739,70.42593956562798,002712,思美传媒,bottom_area,2023-12-27,5.43,2023-12-27,5.4,0.5555555555555437,5.37037037037037,28.476821192052977,False,-2.5135,5.9201,1,1,1,100.0,22.379603399433442,22.379603399433442,14.444444444444457,0.5555555555555437,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-2.51%; 状态bottom_area; 底部未确认
