rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.78149569073999,84.72938414382556,000983,山西焦煤,bottom_area,2023-04-17,10.46,2023-04-11,10.25,2.0487804878048865,3.8048780487804934,27.715091678420308,False,0.5769,1.6649,3,3,3,100.0,21.938729333444627,27.212389380530986,12.951219512195115,2.0487804878048865,历史3/3次成功; 当前距低点2.05%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
2,92.65579920278897,84.99270306258325,300586,美联新材,bottom_area,2023-04-17,15.45,2023-04-13,15.02,2.862849533954725,3.9946737683089193,27.087378640776706,False,1.2451,1.2588,2,2,2,100.0,69.69134206257787,124.33414043583537,12.137150466045274,2.862849533954725,历史2/2次成功; 当前距低点2.86%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
3,92.16458082606484,82.67170507923638,002347,泰尔股份,bottom_area,2023-04-17,4.89,2023-04-11,4.81,1.6632016632016646,4.365904365904365,32.06214689265538,False,0.0,1.2459,2,2,2,100.0,22.816155222237516,29.585798816568047,13.336798336798333,1.6632016632016646,历史2/2次成功; 当前距低点1.66%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,90.56602276927627,80.61371257485031,002385,大北农,bottom_area,2023-04-17,7.29,2023-04-17,7.2,1.249999999999998,1.388888888888884,27.19919110212336,False,0.4132,1.1578,1,1,1,100.0,23.353293413173663,23.353293413173663,13.750000000000002,1.249999999999998,历史1/1次成功; 当前距低点1.25%; 最新日涨幅0.41%; 状态bottom_area; 底部未确认
5,84.47727883513333,76.69336947583305,001299,美能能源,bottom_area,2023-04-17,16.4,2023-04-14,16.03,2.308172177167794,2.9943855271366213,29.07079646017699,False,1.1721,3.4924,1,1,1,100.0,15.247322794492616,15.247322794492616,12.691827822832206,2.308172177167794,历史1/1次成功; 当前距低点2.31%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
6,84.28443966476287,74.63464702032164,002329,皇氏集团,bottom_area,2023-04-17,6.23,2023-04-17,6.17,0.9724473257698621,1.782820097244738,30.439684329199544,False,0.3221,2.0538,1,1,1,100.0,27.644230769230756,27.644230769230756,14.027552674230137,0.9724473257698621,历史1/1次成功; 当前距低点0.97%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
7,82.46838504738118,74.56765119768994,300530,领湃科技,bottom_area,2023-04-17,23.43,2023-04-06,22.95,2.091503267973858,6.753812636165581,28.393135725429016,False,-0.6783,0.2326,3,4,3,75.0,27.802573379948058,34.07510431154381,12.908496732026142,2.091503267973858,历史3/4次成功; 当前距低点2.09%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
8,79.81783388412198,75.86223285379364,300393,中来股份,bottom_area,2023-04-17,14.94,2023-03-20,14.26,4.768583450210376,7.8541374474053365,27.61421319796954,True,-0.4,2.886,3,3,3,100.0,20.884963012222048,23.89610389610389,10.231416549789623,4.768583450210376,历史3/3次成功; 当前距低点4.77%; 最新日涨幅-0.40%; 状态bottom_area; 底部已确认
9,76.43492537606716,71.52830657326832,002006,精工科技,bottom_area,2023-04-17,22.45,2023-04-11,21.6,3.935185185185175,5.601851851851839,29.938371715861166,False,1.2173,0.8482,2,3,2,66.66666666666666,46.311086714106686,61.48648648648647,11.064814814814824,3.935185185185175,历史2/3次成功; 当前距低点3.94%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
10,71.46423133372528,64.38375942181476,300763,锦浪科技,bottom_area,2023-04-17,125.69,2023-04-14,123.35,1.8970409404134605,3.2184839886501817,30.14893255563736,False,0.8101,1.7671,1,2,1,50.0,35.693617021276594,35.693617021276594,13.102959059586539,1.8970409404134605,历史1/2次成功; 当前距低点1.90%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
11,70.22959384846132,66.57298607932537,002125,湘潭电化,bottom_area,2023-04-17,12.89,2023-04-10,12.32,4.626623376623379,7.629870129870126,29.236071223434806,False,1.2569,1.2143,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,10.37337662337662,4.626623376623379,历史2/3次成功; 当前距低点4.63%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
12,68.0227887292815,61.86720903807688,001319,铭科精技,bottom_area,2023-04-17,20.86,2023-04-13,20.37,2.405498281786934,3.092783505154634,27.431421446384036,False,1.2621,3.4573,1,2,1,50.0,28.396479142747793,28.396479142747793,12.594501718213067,2.405498281786934,历史1/2次成功; 当前距低点2.41%; 最新日涨幅1.26%; 状态bottom_area; 底部未确认
