rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.76551556399879,83.54597008953355,603226,菲林格尔,bottom_area,2023-10-11,5.41,2023-09-12,5.25,3.0476190476190506,8.952380952380947,29.71887550200803,True,0.0,0.987,3,3,3,100.0,18.62656730163969,20.479302832244016,11.952380952380949,3.0476190476190506,历史3/3次成功; 当前距低点3.05%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
2,89.99296998235104,81.96909885160728,002534,西子洁能,bottom_area,2023-10-11,12.79,2023-09-22,12.48,2.483974358974349,7.2115384615384635,27.861271676300582,True,-0.6988,0.378,3,3,3,100.0,25.712690269187092,33.11594202898551,12.516025641025653,2.483974358974349,历史3/3次成功; 当前距低点2.48%; 最新日涨幅-0.70%; 状态bottom_area; 底部已确认
3,89.4606132051019,78.288836160471,601226,华电科工,bottom_area,2023-10-11,5.89,2023-09-25,5.87,0.340715502555359,4.088586030664399,27.975460122699385,False,0.0,0.3296,1,1,1,100.0,39.54659949622166,39.54659949622166,14.659284497444641,0.340715502555359,历史1/1次成功; 当前距低点0.34%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,88.90183125020543,78.19887574193896,300649,杭州园林,bottom_area,2023-10-11,18.01,2023-10-11,17.9,0.6145251396648211,2.0670391061452573,31.15384615384616,False,-0.9896,3.7615,2,2,2,100.0,48.22576914179969,71.60305343511452,14.38547486033518,0.6145251396648211,历史2/2次成功; 当前距低点0.61%; 最新日涨幅-0.99%; 状态bottom_area; 底部未确认
5,87.09131145621281,78.3964342077202,000006,深振业A,bottom_area,2023-10-11,4.4,2023-10-11,4.32,1.8518518518518534,2.77777777777778,29.18032786885245,False,0.4566,1.5488,1,1,1,100.0,18.809980806142043,18.809980806142043,13.148148148148145,1.8518518518518534,历史1/1次成功; 当前距低点1.85%; 最新日涨幅0.46%; 状态bottom_area; 底部未确认
6,86.60582080919136,78.6741314163947,002333,罗普斯金,bottom_area,2023-10-11,6.12,2023-10-11,5.98,2.341137123745814,3.3444816053511586,27.16199756394641,False,-0.3257,4.163,2,2,2,100.0,32.10711859427502,46.728971962616825,12.658862876254185,2.341137123745814,历史2/2次成功; 当前距低点2.34%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
7,84.55324742870563,78.20834995659985,301313,凡拓数创,bottom_area,2023-10-11,28.72,2023-10-09,27.8,3.3093525179856047,10.215827338129497,30.93167701863354,False,2.4982,9.9001,3,4,3,75.0,39.831579019392564,52.43243243243245,11.690647482014395,3.3093525179856047,历史3/4次成功; 当前距低点3.31%; 最新日涨幅2.50%; 状态bottom_area; 底部未确认
8,83.37908421968385,74.77196638527354,600032,浙江新能,bottom_area,2023-10-11,9.86,2023-09-22,9.7,1.6494845360824757,5.154639175257732,27.395209580838326,False,-0.9045,1.1875,1,1,1,100.0,19.31608133086876,19.31608133086876,13.350515463917523,1.6494845360824757,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
9,82.28296817639817,72.30631411758344,600004,白云机场,bottom_area,2023-10-11,10.73,2023-10-11,10.67,0.5623242736644846,1.9681349578256873,27.661016949152543,False,-0.9234,0.5667,1,1,1,100.0,32.57211538461537,32.57211538461537,14.437675726335513,0.5623242736644846,历史1/1次成功; 当前距低点0.56%; 最新日涨幅-0.92%; 状态bottom_area; 底部未确认
10,79.12610871866777,74.08752889349572,000058,深赛格,bottom_area,2023-10-11,7.08,2023-09-22,6.81,3.9647577092511086,7.635829662261387,27.16577540106952,True,-0.8403,2.8761,1,1,1,100.0,34.82352941176472,34.82352941176472,11.03524229074889,3.9647577092511086,历史1/1次成功; 当前距低点3.96%; 最新日涨幅-0.84%; 状态bottom_area; 底部已确认
11,78.07909264884161,72.50229852440413,300749,顶固集创,bottom_area,2023-10-11,9.12,2023-09-11,8.81,3.518728717366614,9.421112372304199,28.663967611336027,True,-0.7617,2.1316,1,1,1,100.0,20.833333333333336,20.833333333333336,11.481271282633385,3.518728717366614,历史1/1次成功; 当前距低点3.52%; 最新日涨幅-0.76%; 状态bottom_area; 底部已确认
