rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.86207540408705,82.55453769273223,000572,海马汽车,bottom_area,2024-11-18,4.45,2024-11-18,4.4,1.1363636363636322,8.636363636363633,27.39273927392738,False,-4.9145,4.5953,4,4,4,100.0,15.083047223877905,22.92191435768261,8.863636363636369,1.1363636363636322,历史4/4次成功; 当前距低点1.14%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
14,77.99574941318451,74.5228403484045,300520,科大国创,confirmed_rebound,2024-11-18,21.63,2024-11-18,21.08,2.609108159392793,13.757115749525628,27.10926694329185,False,-9.875,12.5929,3,3,3,100.0,16.836596515161727,23.65591397849461,7.390891840607207,2.609108159392793,历史3/3次成功; 当前距低点2.61%; 最新日涨幅-9.88%; 状态confirmed_rebound; 底部未确认
15,76.90939418752043,72.31368336509334,688262,国芯科技,confirmed_rebound,2024-11-18,27.08,2024-11-18,26.61,1.7662532882375004,10.033821871476894,31.488156539649854,False,-6.2976,6.7663,4,5,4,80.0,21.29430571115501,34.73541383989144,8.2337467117625,1.7662532882375004,历史4/5次成功; 当前距低点1.77%; 最新日涨幅-6.30%; 状态confirmed_rebound; 底部未确认
16,75.97727667010909,71.44937991940274,002298,中电鑫龙,bottom_area,2024-11-18,5.16,2024-11-18,5.07,1.7751479289940801,8.086785009861936,27.1551724137931,False,-4.6211,7.5339,3,4,3,75.0,17.37482364252282,23.734729493891784,8.22485207100592,1.7751479289940801,历史3/4次成功; 当前距低点1.78%; 最新日涨幅-4.62%; 状态bottom_area; 底部未确认
17,75.67016913064752,69.93657041237817,688089,嘉必优,confirmed_rebound,2024-11-18,20.98,2024-11-18,20.8,0.8653846153846141,12.932692307692296,30.942895086321382,False,-7.9017,6.6197,2,2,2,100.0,27.309931911048885,40.83912611717973,9.134615384615387,0.8653846153846141,历史2/2次成功; 当前距低点0.87%; 最新日涨幅-7.90%; 状态confirmed_rebound; 底部未确认
18,74.78381516198532,70.37759517531157,300399,天利科技,confirmed_rebound,2024-11-18,20.78,2024-11-18,20.41,1.812836844683983,19.990200881920618,28.461268839817738,False,-16.3109,12.8157,3,4,3,75.0,22.289586995650758,31.95098963242225,8.187163155316018,1.812836844683983,历史3/4次成功; 当前距低点1.81%; 最新日涨幅-16.31%; 状态confirmed_rebound; 底部未确认
19,74.23878634047786,72.25430867058384,688260,昀冢科技,confirmed_rebound,2024-11-18,17.95,2024-11-18,17.33,3.5776110790536704,15.291402192729384,30.680000000000007,False,-8.3716,5.4021,2,2,2,100.0,33.17882758508712,35.05853357979052,6.42238892094633,3.5776110790536704,历史2/2次成功; 当前距低点3.58%; 最新日涨幅-8.37%; 状态confirmed_rebound; 底部未确认
20,73.47614574492387,66.79649613174897,605218,伟时电子,bottom_area,2024-11-18,24.75,2024-11-18,24.75,0.0,9.4949494949495,29.886685552407926,False,-10.0,6.3101,3,4,3,75.0,22.696215762091207,42.36874236874236,10.0,0.0,历史3/4次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
21,70.61082176440976,65.52493641740375,688058,宝兰德,confirmed_rebound,2024-11-18,31.9,2024-11-18,31.56,1.0773130544993659,13.022813688212937,28.564961521050254,False,-9.8615,3.631,2,3,2,66.66666666666666,21.906147930084103,24.27558257345491,8.922686945500635,1.0773130544993659,历史2/3次成功; 当前距低点1.08%; 最新日涨幅-9.86%; 状态confirmed_rebound; 底部未确认
22,70.10981863784431,64.489200266034,000670,盈方微,confirmed_rebound,2024-11-18,6.54,2024-11-18,6.5,0.6153846153846159,13.076923076923071,27.697441601779754,False,-7.3654,9.5743,3,4,3,75.0,15.791812844682374,23.28519855595668,9.384615384615385,0.6153846153846159,历史3/4次成功; 当前距低点0.62%; 最新日涨幅-7.37%; 状态confirmed_rebound; 底部未确认
23,68.10748897436706,64.16505901601619,688141,杰华特,bottom_area,2024-11-18,22.33,2024-11-18,21.92,1.8704379562043638,7.709854014598529,27.079174983366595,False,-5.1805,5.7827,2,3,2,66.66666666666666,14.102101556427233,14.184814596821663,8.129562043795637,1.8704379562043638,历史2/3次成功; 当前距低点1.87%; 最新日涨幅-5.18%; 状态bottom_area; 底部未确认
24,66.33000856515424,61.98895157264105,002428,云南锗业,bottom_area,2024-11-18,20.32,2024-11-18,20.03,1.4478282576135753,9.885172241637544,32.33108108108108,False,-7.4681,11.3038,1,2,1,50.0,49.99999999999999,49.99999999999999,8.552171742386424,1.4478282576135753,历史1/2次成功; 当前距低点1.45%; 最新日涨幅-7.47%; 状态bottom_area; 底部未确认
25,66.2679085803446,61.39722334272306,000566,海南海药,bottom_area,2024-11-18,5.08,2024-11-18,5.03,0.9940357852882667,7.355864811133203,29.254571026722925,False,-3.9698,4.429,2,3,2,66.66666666666666,28.31697992749272,37.53581661891116,9.005964214711733,0.9940357852882667,历史2/3次成功; 当前距低点0.99%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
26,66.09518777667533,62.122270649812194,688168,安博通,confirmed_rebound,2024-11-18,38.45,2024-11-18,37.79,1.7464937814236667,13.760254035459123,30.93932748538012,False,-10.2265,4.9174,2,3,2,66.66666666666666,11.815106477373549,12.015306122448962,8.253506218576334,1.7464937814236667,历史2/3次成功; 当前距低点1.75%; 最新日涨幅-10.23%; 状态confirmed_rebound; 底部未确认
27,62.46085858207605,57.84587477729729,300678,中科信息,confirmed_rebound,2024-11-18,37.39,2024-11-18,37.03,0.9721847150958666,11.477180664326221,27.020102483247932,False,-8.2454,9.0417,2,3,2,66.66666666666666,19.170910005640856,24.552238805970156,9.027815284904134,0.9721847150958666,历史2/3次成功; 当前距低点0.97%; 最新日涨幅-8.25%; 状态confirmed_rebound; 底部未确认
28,59.27366201475101,55.45802622698884,301333,诺思格,confirmed_rebound,2024-11-18,53.85,2024-11-18,53.05,1.5080113100848338,11.02733270499529,27.408319649698964,False,-8.7752,3.7928,1,2,1,50.0,25.840279645065877,25.840279645065877,8.491988689915168,1.5080113100848338,历史1/2次成功; 当前距低点1.51%; 最新日涨幅-8.78%; 状态confirmed_rebound; 底部未确认
29,58.9805489518038,54.78732881355932,300380,安硕信息,confirmed_rebound,2024-11-18,53.7,2024-11-18,53.1,1.1299435028248614,13.483992467043308,29.1811149639904,False,-10.3805,20.1088,1,2,1,50.0,17.599999999999994,17.599999999999994,8.870056497175138,1.1299435028248614,历史1/2次成功; 当前距低点1.13%; 最新日涨幅-10.38%; 状态confirmed_rebound; 底部未确认
30,56.99270584867857,52.40978723404256,601777,千里科技,bottom_area,2024-11-18,6.69,2024-11-18,6.65,0.6015037593984968,7.368421052631568,27.322404371584696,False,-4.9716,2.0337,1,2,1,50.0,27.96352583586626,27.96352583586626,9.398496240601503,0.6015037593984968,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-4.97%; 状态bottom_area; 底部未确认
31,54.594442314883786,50.787752048358946,301378,通达海,confirmed_rebound,2024-11-18,31.86,2024-11-18,31.48,1.2071156289707718,12.770012706480301,27.11275758277378,False,-10.1016,10.6052,1,3,1,33.33333333333333,16.487324457413823,16.487324457413823,8.79288437102923,1.2071156289707718,历史1/3次成功; 当前距低点1.21%; 最新日涨幅-10.10%; 状态confirmed_rebound; 底部未确认
32,51.72658050992501,47.811789677288004,300578,会畅科技,confirmed_rebound,2024-11-18,20.86,2024-11-18,20.68,0.8704061895551243,12.040618955512581,27.565674255691768,False,-9.892,7.3922,1,2,1,50.0,16.75438596491228,16.75438596491228,9.129593810444876,0.8704061895551243,历史1/2次成功; 当前距低点0.87%; 最新日涨幅-9.89%; 状态confirmed_rebound; 底部未确认
33,51.23141984098732,49.36845911949687,002416,爱施德,bottom_area,2024-11-18,14.84,2024-11-18,14.4,3.055555555555552,7.638888888888887,32.74170948155067,False,-1.0007,5.3548,1,3,1,33.33333333333333,11.084905660377352,11.084905660377352,6.944444444444449,3.055555555555552,历史1/3次成功; 当前距低点3.06%; 最新日涨幅-1.00%; 状态bottom_area; 底部未确认
