rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.86207540408705,82.55453769273223,000572,海马汽车,bottom_area,2024-11-18,4.45,2024-11-18,4.4,1.1363636363636322,8.636363636363633,27.39273927392738,False,-4.9145,4.5953,4,4,4,100.0,15.083047223877905,22.92191435768261,8.863636363636369,1.1363636363636322,历史4/4次成功; 当前距低点1.14%; 最新日涨幅-4.91%; 状态bottom_area; 底部未确认
2,87.03773515983794,82.77236812085387,002693,双成药业,bottom_area,2024-11-18,22.53,2024-11-15,22.01,2.3625624716038143,9.76828714220808,28.49252761533463,False,1.3951,11.6978,5,6,5,83.33333333333334,34.707942057942056,102.85714285714285,7.637437528396187,2.3625624716038143,历史5/6次成功; 当前距低点2.36%; 最新日涨幅1.40%; 状态bottom_area; 底部未确认
3,83.90332765543324,80.08113344923423,688195,腾景科技,bottom_area,2024-11-18,38.97,2024-11-18,38.0,2.5526315789473655,9.210526315789473,27.105313638979478,False,-4.4619,5.4901,8,8,8,100.0,19.14587875932377,38.77410468319559,7.447368421052635,2.5526315789473655,历史8/8次成功; 当前距低点2.55%; 最新日涨幅-4.46%; 状态bottom_area; 底部未确认
4,83.87230383621117,77.81901058032878,300581,晨曦航空,bottom_area,2024-11-18,12.29,2024-11-18,12.16,1.069078947368413,7.319078947368425,27.402985074626862,False,-3.3805,4.2997,2,2,2,100.0,22.131777313595503,32.54926891290528,8.930921052631588,1.069078947368413,历史2/2次成功; 当前距低点1.07%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
5,82.21533573730514,76.36099294486544,600318,新力金融,bottom_area,2024-11-18,9.0,2024-11-18,8.9,1.1235955056179736,6.853932584269656,27.049180327868843,False,-4.1534,8.7577,1,1,1,100.0,31.627906976744185,31.627906976744185,8.876404494382028,1.1235955056179736,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-4.15%; 状态bottom_area; 底部未确认
6,81.25032043448701,77.08237377702794,688010,福光股份,confirmed_rebound,2024-11-18,29.72,2024-11-18,29.07,2.235982112143098,13.96628826969385,30.62052505966587,False,-9.8027,6.0891,3,3,3,100.0,26.0237257672806,42.08955223880597,7.764017887856903,2.235982112143098,历史3/3次成功; 当前距低点2.24%; 最新日涨幅-9.80%; 状态confirmed_rebound; 底部未确认
7,80.84841356359088,74.58156030816643,688143,长盈通,confirmed_rebound,2024-11-18,22.35,2024-11-18,22.18,0.7664562669071312,10.054102795311092,32.990936555891246,False,-7.0686,6.536,4,4,4,100.0,17.736992455455304,25.949367088607595,9.23354373309287,0.7664562669071312,历史4/4次成功; 当前距低点0.77%; 最新日涨幅-7.07%; 状态confirmed_rebound; 底部未确认
8,80.62601691277007,74.98793174604329,301321,翰博高新,confirmed_rebound,2024-11-18,16.08,2024-11-18,15.89,1.1957205789804766,10.509754562617987,29.752431476569406,False,-6.5116,4.8573,2,2,2,100.0,18.67835841999342,19.679430097951904,8.804279421019524,1.1957205789804766,历史2/2次成功; 当前距低点1.20%; 最新日涨幅-6.51%; 状态confirmed_rebound; 底部未确认
9,79.73950304596515,73.38345570172156,300712,永福股份,bottom_area,2024-11-18,26.67,2024-11-18,26.5,0.6415094339622706,7.471698113207549,28.37837837837838,False,-6.0585,5.1905,3,3,3,100.0,16.215576404061963,25.401730531520393,9.35849056603773,0.6415094339622706,历史3/3次成功; 当前距低点0.64%; 最新日涨幅-6.06%; 状态bottom_area; 底部未确认
10,79.69949161352997,73.65464220583043,603297,永新光学,bottom_area,2024-11-18,85.5,2024-11-18,84.77,0.8611537100389336,6.3819747552200194,28.161016949152547,False,-4.799,2.459,3,3,3,100.0,20.36598206838279,37.91980808773132,9.138846289961066,0.8611537100389336,历史3/3次成功; 当前距低点0.86%; 最新日涨幅-4.80%; 状态bottom_area; 底部未确认
11,79.18900000000001,71.99,300337,银邦股份,confirmed_rebound,2024-11-18,14.81,2024-11-18,14.81,0.0,29.912221471978377,32.033042680128496,False,-19.9892,15.7706,4,5,4,80.0,51.38046630670999,131.5277777777778,10.0,0.0,历史4/5次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态confirmed_rebound; 底部未确认
12,79.1777401632415,73.45386804498526,301577,美信科技,bottom_area,2024-11-18,58.98,2024-11-18,58.36,1.0623714873200778,9.287183002056205,28.820587876570308,False,-6.7952,14.9888,1,1,1,100.0,15.247715247715247,15.247715247715247,8.937628512679922,1.0623714873200778,历史1/1次成功; 当前距低点1.06%; 最新日涨幅-6.80%; 状态bottom_area; 底部未确认
13,78.07605470321158,75.23507089120831,300757,罗博特科,bottom_area,2024-11-18,190.3,2024-11-18,184.66,3.0542618867107194,5.929816960901125,27.584313725490194,False,-1.6893,5.1094,5,6,5,83.33333333333334,25.136853008469995,74.11052233156698,6.945738113289281,3.0542618867107194,历史5/6次成功; 当前距低点3.05%; 最新日涨幅-1.69%; 状态bottom_area; 底部未确认
