rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.7668110351796,77.39987314356436,002855,捷荣技术,bottom_area,2023-03-09,10.35,2023-02-27,10.1,2.4752475247524752,3.861386138613867,31.710615280594993,False,0.0,1.0576,1,1,1,100.0,21.093749999999993,21.093749999999993,17.524752475247528,2.4752475247524752,历史1/1次成功; 当前距低点2.48%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,88.15555251984674,75.43496350902534,300382,斯莱克,bottom_area,2023-03-09,16.13,2023-03-07,15.9,1.4465408805031361,4.213836477987421,27.79291553133515,False,0.2486,0.7428,2,3,2,66.66666666666666,36.80865618228933,49.70059880239522,18.553459119496864,1.4465408805031361,历史2/3次成功; 当前距低点1.45%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
3,83.30989523699817,74.42393413547777,300473,德尔股份,bottom_area,2023-03-09,18.56,2023-03-08,17.88,3.8031319910514525,4.474272930648774,27.90322580645162,False,0.5962,2.0666,1,1,1,100.0,21.37137137137137,21.37137137137137,16.19686800894855,3.8031319910514525,历史1/1次成功; 当前距低点3.80%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
4,77.60839019310579,65.02038343988148,603348,文灿股份,bottom_area,2023-03-09,51.57,2023-03-09,51.42,0.2917152858809774,2.625437572928824,27.76060691205395,False,-2.348,1.3938,2,3,2,66.66666666666666,28.97219153238415,31.539888682745836,19.708284714119024,0.2917152858809774,历史2/3次成功; 当前距低点0.29%; 最新日涨幅-2.35%; 状态bottom_area; 底部未确认
5,66.39114281622962,58.106468512776644,000419,通程控股,bottom_area,2023-03-09,6.13,2023-02-16,5.97,2.6800670016750443,7.035175879396983,30.093676814988285,True,-1.7628,1.8288,1,2,1,50.0,24.82269503546099,24.82269503546099,17.31993299832496,2.6800670016750443,历史1/2次成功; 当前距低点2.68%; 最新日涨幅-1.76%; 状态bottom_area; 底部已确认
