rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.27424337035455,83.45013344516451,002137,实益达,bottom_area,2023-12-05,7.21,2023-11-30,7.05,2.269503546099293,5.6737588652482325,27.31958762886598,False,-2.3035,7.8596,3,3,3,100.0,40.23979317349941,89.3034825870647,5.730496453900708,2.269503546099293,历史3/3次成功; 当前距低点2.27%; 最新日涨幅-2.30%; 状态bottom_area; 底部未确认
2,82.76214334791904,77.37672339932595,000928,中钢国际,bottom_area,2023-12-05,6.0,2023-10-23,5.97,0.5025125628140745,7.705192629815745,31.06235565819862,True,-2.439,1.5674,3,3,3,100.0,16.57232280936585,18.798449612403097,7.497487437185926,0.5025125628140745,历史3/3次成功; 当前距低点0.50%; 最新日涨幅-2.44%; 状态bottom_area; 底部已确认
3,79.66188651535488,75.69746518859,300637,扬帆新材,confirmed_rebound,2023-12-05,10.54,2023-11-30,10.4,1.3461538461538345,8.17307692307692,27.221833449965004,True,-3.4799,7.2727,1,1,1,100.0,31.810193321616865,31.810193321616865,6.653846153846166,1.3461538461538345,历史1/1次成功; 当前距低点1.35%; 最新日涨幅-3.48%; 状态confirmed_rebound; 底部已确认
4,79.44811537510476,76.89784039489919,603273,天元智能,confirmed_rebound,2023-12-05,24.87,2023-12-01,24.31,2.303578774167019,8.144796380090499,27.389486260454,True,-3.38,13.5336,1,1,1,100.0,201.34228187919464,201.34228187919464,5.696421225832982,2.303578774167019,历史1/1次成功; 当前距低点2.30%; 最新日涨幅-3.38%; 状态confirmed_rebound; 底部已确认
5,79.31593797192987,73.48890619992115,688303,大全能源,bottom_area,2023-12-05,29.35,2023-12-05,29.34,0.03408316291752408,2.692569870483978,30.83451202263084,False,-2.4917,1.1542,1,1,1,100.0,32.45492371705965,32.45492371705965,7.965916837082476,0.03408316291752408,历史1/1次成功; 当前距低点0.03%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
6,79.04546384964404,77.66714549300757,300511,雪榕生物,confirmed_rebound,2023-12-05,5.68,2023-10-30,5.51,3.085299455535389,8.34845735027223,27.212681638044923,True,-1.5598,1.6186,3,3,3,100.0,20.170044363592744,29.220779220779214,4.914700544464611,3.085299455535389,历史3/3次成功; 当前距低点3.09%; 最新日涨幅-1.56%; 状态confirmed_rebound; 底部已确认
7,78.49494623549177,72.9774930867463,300538,同益股份,bottom_area,2023-12-05,18.93,2023-12-05,18.89,0.2117522498676503,3.5997882477501304,27.900763358778626,False,-3.0225,5.7552,2,2,2,100.0,25.431657077658826,30.150753768844226,7.78824775013235,0.2117522498676503,历史2/2次成功; 当前距低点0.21%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
8,76.03755423684908,74.41821390233427,605086,龙高股份,bottom_area,2023-12-05,27.5,2023-11-30,26.73,2.88065843621399,6.808829031051254,32.889781571679634,False,-2.964,8.4575,2,2,2,100.0,15.839328693022429,17.79249448123621,5.11934156378601,2.88065843621399,历史2/2次成功; 当前距低点2.88%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
9,75.38066739093792,70.18053538405154,002142,宁波银行,bottom_area,2023-12-05,21.14,2023-12-05,21.08,0.28462998102467874,3.6527514231499207,27.510316368638243,False,-3.6902,0.8981,1,1,1,100.0,27.95425667090217,27.95425667090217,7.715370018975322,0.28462998102467874,历史1/1次成功; 当前距低点0.28%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
10,74.67921525370562,74.0328371828704,600328,中盐化工,confirmed_rebound,2023-12-05,7.88,2023-10-26,7.61,3.547963206307484,8.147174770039422,28.207547169811313,True,-2.1118,0.8115,2,2,2,100.0,22.968781146513187,37.26315789473683,4.452036793692516,3.547963206307484,历史2/2次成功; 当前距低点3.55%; 最新日涨幅-2.11%; 状态confirmed_rebound; 底部已确认
11,74.20773348350724,69.40862298029805,300683,海特生物,bottom_area,2023-12-05,36.4,2023-12-05,36.21,0.5247169290251249,2.7892847279756916,29.87993803253292,False,-0.9793,1.4415,1,1,1,100.0,16.532137518684582,16.532137518684582,7.475283070974875,0.5247169290251249,历史1/1次成功; 当前距低点0.52%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
