rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.63267931183937,77.84757731151,300653,正海生物,bottom_area,2023-05-18,34.5,2023-05-18,34.11,1.1433597185576094,1.7883318674875386,29.129441097028884,False,-0.1158,2.1877,1,1,1,100.0,29.647513278609367,29.647513278609367,13.85664028144239,1.1433597185576094,历史1/1次成功; 当前距低点1.14%; 最新日涨幅-0.12%; 状态bottom_area; 底部未确认
2,86.63455316219955,76.21424005107724,300661,圣邦股份,bottom_area,2023-05-18,119.84,2023-05-17,119.1,0.6213266162888407,2.5020990764063846,30.480971281811815,False,0.117,0.5772,1,1,1,100.0,31.832606108687024,31.832606108687024,14.378673383711158,0.6213266162888407,历史1/1次成功; 当前距低点0.62%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
3,85.69391534402385,78.75986922096747,688048,长光华芯,bottom_area,2023-05-18,86.75,2023-05-12,84.25,2.967359050445104,4.87833827893175,29.20168067226891,False,1.5332,2.6597,2,2,2,100.0,17.771225032162963,19.48504983388705,12.032640949554896,2.967359050445104,历史2/2次成功; 当前距低点2.97%; 最新日涨幅1.53%; 状态bottom_area; 底部未确认
4,85.18827831327978,77.69862866665032,600199,金种子酒,bottom_area,2023-05-18,22.46,2023-05-17,21.9,2.5570776255707868,3.1963470319634832,30.43202033036849,False,0.8079,1.1021,1,1,1,100.0,23.70304114490161,23.70304114490161,12.442922374429214,2.5570776255707868,历史1/1次成功; 当前距低点2.56%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
5,84.73583112809291,76.08258312020459,000629,钒钛股份,bottom_area,2023-05-18,4.15,2023-04-25,4.08,1.715686274509811,9.803921568627459,31.08108108108108,False,-0.7177,0.4168,1,1,1,100.0,27.173913043478265,27.173913043478265,13.284313725490188,1.715686274509811,历史1/1次成功; 当前距低点1.72%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
6,83.83197474502465,75.43930100660545,688289,圣湘生物,bottom_area,2023-05-18,18.31,2023-04-26,17.98,1.8353726362625045,12.45828698553948,27.058823529411757,False,-0.4891,0.4989,1,1,1,100.0,25.182530200451346,25.182530200451346,13.164627363737495,1.8353726362625045,历史1/1次成功; 当前距低点1.84%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
7,82.23993053515245,76.67897765142312,002245,蔚蓝锂芯,bottom_area,2023-05-18,11.1,2023-04-26,10.7,3.7383177570093498,8.317757009345799,29.512516469038214,False,-0.4484,1.2155,3,3,3,100.0,21.840549125830286,25.653923541247494,11.26168224299065,3.7383177570093498,历史3/3次成功; 当前距低点3.74%; 最新日涨幅-0.45%; 状态bottom_area; 底部未确认
8,81.41284155867368,71.19107784431137,002385,大北农,bottom_area,2023-05-18,6.7,2023-05-18,6.68,0.29940119760479733,2.0958083832335417,32.457027300303345,False,-1.4706,1.2036,1,1,1,100.0,23.353293413173663,23.353293413173663,14.7005988023952,0.29940119760479733,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
9,81.13596654516786,77.13921042682271,688206,概伦电子,bottom_area,2023-05-18,27.59,2023-05-15,26.33,4.785415875427276,5.772882643372592,28.6449864498645,False,0.1452,1.1694,2,2,2,100.0,31.34386356342422,39.570720968629594,10.214584124572724,4.785415875427276,历史2/2次成功; 当前距低点4.79%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
10,80.14476853303202,74.23866304608475,688075,安旭生物,bottom_area,2023-05-18,66.84,2023-05-10,64.65,3.3874709976798103,4.94972931167825,30.37906525953047,False,-0.8161,1.3258,4,5,4,80.0,31.086542584917854,40.134529147982065,11.612529002320189,3.3874709976798103,历史4/5次成功; 当前距低点3.39%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
11,79.32809198084995,69.6956786693905,001201,东瑞股份,bottom_area,2023-05-18,23.7,2023-05-18,23.57,0.5515485787017352,1.5697921086126474,30.635668040023532,False,-0.5038,1.2804,1,1,1,100.0,18.4043517679057,18.4043517679057,14.448451421298264,0.5515485787017352,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
