rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.95067440006643,80.97337948981934,600009,上海机场,bottom_area,2023-05-30,46.7,2023-05-30,45.85,1.8538713195201777,3.1188658669574694,28.224796493425174,False,-0.8703,0.6338,3,3,3,100.0,21.829065044759854,27.704918032786885,13.146128680479821,1.8538713195201777,历史3/3次成功; 当前距低点1.85%; 最新日涨幅-0.87%; 状态bottom_area; 底部未确认
17,80.2994242641759,71.1072123286183,603327,福蓉科技,bottom_area,2023-05-30,11.41,2023-05-30,11.3,0.9734513274336233,1.5929203539822985,27.096774193548384,False,-0.3493,0.2819,3,4,3,75.0,35.33162018906968,52.609776304888165,14.026548672566378,0.9734513274336233,历史3/4次成功; 当前距低点0.97%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
18,79.55531571034777,71.50340997803825,600984,建设机械,bottom_area,2023-05-30,4.6,2023-05-30,4.52,1.7699115044247804,2.433628318584078,27.680000000000003,False,1.0989,0.5458,2,3,2,66.66666666666666,19.63516957774231,20.21439509954057,13.230088495575218,1.7699115044247804,历史2/3次成功; 当前距低点1.77%; 最新日涨幅1.10%; 状态bottom_area; 底部未确认
19,79.10045693870997,74.17599504541701,002079,苏州固锝,bottom_area,2023-05-30,12.6,2023-05-10,12.11,4.046242774566476,7.101568951279945,28.512396694214885,True,-1.0212,2.0166,2,2,2,100.0,19.631336405529957,22.488479262672804,10.953757225433524,4.046242774566476,历史2/2次成功; 当前距低点4.05%; 最新日涨幅-1.02%; 状态bottom_area; 底部已确认
20,75.94083657017252,69.49661104075652,603290,斯达半导,bottom_area,2023-05-30,222.61,2023-05-30,216.68,2.7367546612516183,4.028982831825729,28.618020095536156,False,0.1665,1.5251,2,3,2,66.66666666666666,20.697553772814736,23.2822670787034,12.263245338748382,2.7367546612516183,历史2/3次成功; 当前距低点2.74%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
21,67.65588195710083,60.95609523809525,000798,中水渔业,bottom_area,2023-05-30,10.19,2023-05-26,10.0,1.899999999999995,3.499999999999996,29.72593113141251,False,1.1917,2.0376,1,2,1,50.0,17.3015873015873,17.3015873015873,13.100000000000003,1.899999999999995,历史1/2次成功; 当前距低点1.90%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
22,66.62432135058428,62.22571404659283,300758,七彩化学,bottom_area,2023-05-30,10.03,2023-04-26,9.66,3.8302277432712133,9.523809523809524,30.252707581227433,True,0.3,0.8311,1,2,1,50.0,38.59480269489894,38.59480269489894,11.169772256728786,3.8302277432712133,历史1/2次成功; 当前距低点3.83%; 最新日涨幅0.30%; 状态bottom_area; 底部已确认
23,65.37360384615387,59.63384615384617,601388,怡球资源,bottom_area,2023-05-30,2.8,2023-05-30,2.73,2.564102564102558,3.296703296703291,27.777777777777775,False,0.3584,0.6339,1,2,1,50.0,18.333333333333325,18.333333333333325,12.435897435897441,2.564102564102558,历史1/2次成功; 当前距低点2.56%; 最新日涨幅0.36%; 状态bottom_area; 底部未确认
24,65.22371809797632,58.57840012426219,000792,盐湖股份,bottom_area,2023-05-30,18.82,2023-05-30,18.5,1.7297297297297312,2.6486486486486402,29.49695121951219,False,-0.3706,0.4562,1,2,1,50.0,24.904214559386965,24.904214559386965,13.270270270270268,1.7297297297297312,历史1/2次成功; 当前距低点1.73%; 最新日涨幅-0.37%; 状态bottom_area; 底部未确认
25,64.23901461224786,57.42346283412048,002570,贝因美,bottom_area,2023-05-30,4.12,2023-05-30,4.06,1.4778325123152833,3.2019704433497735,29.636048526863085,False,-1.4354,1.1433,1,3,1,33.33333333333333,35.05154639175259,35.05154639175259,13.522167487684717,1.4778325123152833,历史1/3次成功; 当前距低点1.48%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
26,63.17489128236772,58.68441897003998,002455,百川股份,bottom_area,2023-05-30,7.9,2023-05-05,7.63,3.538663171690701,7.86369593709044,28.691588785046722,True,0.0,0.7741,1,3,1,33.33333333333333,35.42600896860987,35.42600896860987,11.4613368283093,3.538663171690701,历史1/3次成功; 当前距低点3.54%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
27,62.8037399707101,59.147787610619474,002753,永东股份,bottom_area,2023-05-30,7.07,2023-04-25,6.78,4.277286135693216,10.619469026548668,29.521829521829513,True,-0.4225,0.9569,1,2,1,50.0,69.36936936936937,69.36936936936937,10.722713864306783,4.277286135693216,历史1/2次成功; 当前距低点4.28%; 最新日涨幅-0.42%; 状态bottom_area; 底部已确认
28,62.15342702642782,57.93877470355731,002405,四维图新,bottom_area,2023-05-30,11.41,2023-05-30,11.0,3.7272727272727284,3.818181818181818,28.664072632944226,False,1.7841,1.3045,1,2,1,50.0,23.478260869565215,23.478260869565215,11.27272727272727,3.7272727272727284,历史1/2次成功; 当前距低点3.73%; 最新日涨幅1.78%; 状态bottom_area; 底部未确认
29,58.87412772955896,55.55406284252831,601068,中铝国际,bottom_area,2023-05-30,5.48,2023-05-26,5.25,4.3809523809523885,5.3333333333333375,29.90654205607477,False,2.2388,1.0889,1,2,1,50.0,18.6700767263427,18.6700767263427,10.619047619047612,4.3809523809523885,历史1/2次成功; 当前距低点4.38%; 最新日涨幅2.24%; 状态bottom_area; 底部未确认
30,57.93354578382322,52.5776846260231,600409,三友化工,bottom_area,2023-05-30,5.36,2023-05-30,5.24,2.2900763358778646,4.198473282442743,29.18918918918919,False,-1.8315,1.0451,1,3,1,33.33333333333333,18.95551257253386,18.95551257253386,12.709923664122137,2.2900763358778646,历史1/3次成功; 当前距低点2.29%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
31,52.074050616101815,48.73426697800647,688298,东方生物,bottom_area,2023-05-30,54.1,2023-05-19,52.05,3.938520653218068,6.570605187319889,32.99433573635429,False,2.5592,0.9705,1,6,1,16.666666666666664,15.470039788586028,15.470039788586028,11.061479346781931,3.938520653218068,历史1/6次成功; 当前距低点3.94%; 最新日涨幅2.56%; 状态bottom_area; 底部未确认
