rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.60095923177998,82.65633459473729,603022,新通联,bottom_area,2025-07-07,10.47,2025-07-04,10.33,1.3552758954501507,1.8393030009680493,31.270791749833666,False,1.0618,4.8104,2,2,2,100.0,18.958944281524914,26.099706744868023,8.64472410454985,1.3552758954501507,历史2/2次成功; 当前距低点1.36%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
2,88.09168022440386,81.76173913043473,002826,易明医药,bottom_area,2025-07-07,18.6,2025-07-07,18.4,1.086956521739146,4.402173913043491,27.301461872777562,False,-1.1164,8.6347,1,1,1,100.0,50.0,50.0,8.913043478260855,1.086956521739146,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-1.12%; 状态bottom_area; 底部未确认
3,86.34636786359653,81.97712243259396,605198,安德利,bottom_area,2025-07-07,40.02,2025-06-20,39.13,2.274469716330183,5.877843087145405,29.748653500897664,False,0.2756,0.6369,1,1,1,100.0,43.241469816272954,43.241469816272954,7.725530283669818,2.274469716330183,历史1/1次成功; 当前距低点2.27%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
4,84.80788409676899,79.39156936754105,000999,华润三九,bottom_area,2025-07-07,31.06,2025-06-23,30.59,1.5364498202026768,4.347826086956528,29.645814167433297,False,0.0644,0.2794,1,1,1,100.0,20.293951384963254,20.293951384963254,8.463550179797325,1.5364498202026768,历史1/1次成功; 当前距低点1.54%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
5,84.52071841990437,83.85028351338987,603327,福蓉科技,bottom_area,2025-07-07,9.13,2025-06-23,8.73,4.581901489117988,7.560137457044674,28.148148148148145,True,-1.5102,0.5601,6,6,6,100.0,44.87644574504772,129.39632545931758,5.418098510882013,4.581901489117988,历史6/6次成功; 当前距低点4.58%; 最新日涨幅-1.51%; 状态bottom_area; 底部已确认
6,82.82902499176855,78.74401142955286,301348,蓝箭电子,bottom_area,2025-07-07,20.51,2025-07-07,20.04,2.345309381237537,3.5429141716566908,29.036827195467417,False,1.284,8.1194,1,1,1,100.0,26.727509778357234,26.727509778357234,7.654690618762464,2.345309381237537,历史1/1次成功; 当前距低点2.35%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
7,82.47852769553178,77.84532407015166,002141,贤丰控股,bottom_area,2025-07-07,4.15,2025-07-04,4.07,1.9656019656019672,4.422604422604415,27.9646017699115,False,0.7282,4.3188,1,1,1,100.0,17.241379310344833,17.241379310344833,8.034398034398032,1.9656019656019672,历史1/1次成功; 当前距低点1.97%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
8,81.51227140831045,78.9970635128473,300640,德艺文创,bottom_area,2025-07-07,6.47,2025-06-23,6.26,3.3546325878594248,7.348242811501597,27.880184331797235,True,2.2117,5.542,2,2,2,100.0,14.600138780466654,17.724867724867735,6.645367412140576,3.3546325878594248,历史2/2次成功; 当前距低点3.35%; 最新日涨幅2.21%; 状态bottom_area; 底部已确认
9,81.44521326774488,77.13023508137431,688556,高测股份,bottom_area,2025-07-07,7.15,2025-06-27,7.0,2.142857142857148,5.999999999999999,31.10236220472441,False,0.4213,1.1159,1,1,1,100.0,15.569620253164562,15.569620253164562,7.857142857142853,2.142857142857148,历史1/1次成功; 当前距低点2.14%; 最新日涨幅0.42%; 状态bottom_area; 底部未确认
10,78.57210345938711,74.79657718807441,002155,湖南黄金,bottom_area,2025-07-07,17.81,2025-06-30,17.39,2.415181138585383,5.405405405405392,29.28019520130134,False,-0.7799,1.4346,1,1,1,100.0,28.834355828220854,28.834355828220854,7.584818861414617,2.415181138585383,历史1/1次成功; 当前距低点2.42%; 最新日涨幅-0.78%; 状态bottom_area; 底部未确认
11,76.46176080490805,75.40607574448526,002811,郑中设计,bottom_area,2025-07-07,10.5,2025-06-23,10.07,4.270109235352529,6.156901688182713,31.728813559322035,False,1.8429,2.4288,2,2,2,100.0,15.709273124134537,16.78832116788322,5.729890764647472,4.270109235352529,历史2/2次成功; 当前距低点4.27%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
12,76.41583281142093,75.5577398860815,002041,登海种业,bottom_area,2025-07-07,9.95,2025-06-23,9.53,4.40713536201469,4.721930745015751,29.719764011799416,False,0.7085,1.1757,2,2,2,100.0,18.2043468358871,21.395106715252467,5.592864637985311,4.40713536201469,历史2/2次成功; 当前距低点4.41%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
13,75.09554940132644,68.80262626713707,002896,中大力德,bottom_area,2025-07-07,54.12,2025-07-07,53.9,0.4081632653061203,2.133580705009274,29.6987087517934,False,-1.7608,2.4592,1,1,1,100.0,11.84536834427426,11.84536834427426,9.59183673469388,0.4081632653061203,历史1/1次成功; 当前距低点0.41%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
14,73.3797729963852,73.0085431161337,605377,华旺科技,bottom_area,2025-07-07,8.85,2025-06-23,8.45,4.733727810650892,4.852071005917162,30.04966887417219,False,0.6826,0.6156,1,1,1,100.0,25.16904583020285,25.16904583020285,5.266272189349108,4.733727810650892,历史1/1次成功; 当前距低点4.73%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
15,70.36424523397964,68.89351732711074,002371,北方华创,bottom_area,2025-07-07,332.68,2025-07-03,320.22,3.8910748860158573,6.648554119043146,28.602006688963204,False,-0.737,0.5186,1,1,1,100.0,15.189075630252091,15.189075630252091,6.108925113984143,3.8910748860158573,历史1/1次成功; 当前距低点3.89%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
16,69.65289866593899,69.45649213291533,002172,澳洋健康,bottom_area,2025-07-07,3.89,2025-06-23,3.71,4.851752021563346,7.547169811320761,27.11198428290766,True,0.5168,3.6914,4,6,4,66.66666666666666,20.54741976028543,29.824561403508774,5.148247978436654,4.851752021563346,历史4/6次成功; 当前距低点4.85%; 最新日涨幅0.52%; 状态bottom_area; 底部已确认
17,68.11675537006651,66.89980780377124,300346,南大光电,bottom_area,2025-07-07,31.06,2025-06-13,29.85,4.053601340033492,8.576214405360117,27.513355998057303,True,-0.1928,1.4908,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,5.946398659966509,4.053601340033492,历史2/3次成功; 当前距低点4.05%; 最新日涨幅-0.19%; 状态bottom_area; 底部已确认
18,63.66698045443413,60.66299557728952,000637,茂化实华,bottom_area,2025-07-07,4.16,2025-07-07,4.06,2.4630541871921316,2.709359605911338,27.370304114490168,False,0.7264,4.6984,1,2,1,50.0,22.627737226277358,22.627737226277358,7.536945812807868,2.4630541871921316,历史1/2次成功; 当前距低点2.46%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
19,63.53160628832539,60.56979256167126,600241,时代万恒,bottom_area,2025-07-07,8.63,2025-07-04,8.42,2.494061757719725,4.2755344418052195,28.03418803418803,False,1.4101,6.2194,1,2,1,50.0,22.50673854447439,22.50673854447439,7.505938242280276,2.494061757719725,历史1/2次成功; 当前距低点2.49%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
