rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.72842177405491,79.9108539027086,300667,必创科技,bottom_area,2022-12-20,15.18,2022-12-20,14.9,1.879194630872479,2.684563758389264,27.529182879377423,False,0.5298,1.4632,1,1,1,100.0,27.287191726332534,27.287191726332534,13.12080536912752,1.879194630872479,历史1/1次成功; 当前距低点1.88%; 最新日涨幅0.53%; 状态bottom_area; 底部未确认
2,88.01219025922487,76.82993307934144,300624,万兴科技,bottom_area,2022-12-20,28.96,2022-12-20,28.9,0.20761245674741272,3.391003460207614,31.00978753879208,False,-1.5636,1.6655,2,2,2,100.0,35.87790043400834,51.195680123425035,14.792387543252586,0.20761245674741272,历史2/2次成功; 当前距低点0.21%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
3,85.10158275963306,77.42049434436531,002047,宝鹰股份,bottom_area,2022-12-20,3.81,2022-12-20,3.72,2.4193548387096735,3.4946236559139754,31.238447319778185,False,0.7937,1.4647,1,1,1,100.0,20.51948051948051,20.51948051948051,12.580645161290327,2.4193548387096735,历史1/1次成功; 当前距低点2.42%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
4,79.56281440484652,75.40447915720645,002395,双象股份,bottom_area,2022-12-20,10.2,2022-12-20,9.75,4.615384615384608,5.230769230769228,28.62371888726208,False,0.7905,1.055,1,1,1,100.0,36.59976387249114,36.59976387249114,10.384615384615392,4.615384615384608,历史1/1次成功; 当前距低点4.62%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
5,77.13287466699947,69.33706397905326,002603,以岭药业,bottom_area,2022-12-20,39.49,2022-12-20,38.8,1.7783505154639299,4.587628865979385,28.094885100074134,False,-2.9014,7.0692,2,3,2,66.66666666666666,30.564712299163222,39.661898569570866,13.22164948453607,1.7783505154639299,历史2/3次成功; 当前距低点1.78%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
6,70.38401619960813,62.55740666391028,688115,思林杰,bottom_area,2022-12-20,40.6,2022-12-19,40.13,1.1711936207326161,2.890605532020923,27.92744252873563,False,0.5697,0.9772,1,2,1,50.0,16.977032898820603,16.977032898820603,13.828806379267384,1.1711936207326161,历史1/2次成功; 当前距低点1.17%; 最新日涨幅0.57%; 状态bottom_area; 底部未确认
7,66.02072875509485,60.306651396290654,300360,炬华科技,bottom_area,2022-12-20,13.62,2022-12-16,13.27,2.6375282592313463,6.782215523737757,27.007700770077008,False,-1.8025,2.1766,1,2,1,50.0,45.323741007194236,45.323741007194236,12.362471740768653,2.6375282592313463,历史1/2次成功; 当前距低点2.64%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
8,59.81296306009257,52.618517598343715,300365,恒华科技,bottom_area,2022-12-20,8.1,2022-12-20,8.05,0.621118012422347,2.236024844720493,29.261862917398947,False,-0.7353,2.0597,1,2,1,50.0,19.111111111111114,19.111111111111114,14.378881987577651,0.621118012422347,历史1/2次成功; 当前距低点0.62%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
9,54.4206314330958,47.322288202692,000679,大连友谊,bottom_area,2022-12-20,5.88,2022-12-20,5.88,0.0,5.272108843537423,29.832935560859198,False,-9.9541,12.0127,1,3,1,33.33333333333333,24.94061757719715,24.94061757719715,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
