rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.371011709425,78.45098991000819,002674,兴业科技,bottom_area,2024-09-18,7.8,2024-09-18,7.72,1.0362694300518145,2.9792746113989694,32.16168717047452,False,-1.0152,0.4385,1,1,1,100.0,31.578947368421055,31.578947368421055,18.963730569948186,1.0362694300518145,历史1/1次成功; 当前距低点1.04%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
2,89.20541806009508,77.54817610384038,301456,盘古智能,bottom_area,2024-09-18,18.6,2024-09-18,18.18,2.31023102310232,4.510451045104512,27.279999999999998,False,-0.8529,1.4137,1,1,1,100.0,42.34141309953585,42.34141309953585,17.68976897689768,2.31023102310232,历史1/1次成功; 当前距低点2.31%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
3,88.01974402199558,76.85392254016278,301386,未来电器,bottom_area,2024-09-18,17.29,2024-09-18,16.86,2.5504151838671394,4.3890865954923015,28.224776500638566,False,-0.0578,1.4111,2,2,2,100.0,24.88639332999926,27.880184331797242,17.449584816132862,2.5504151838671394,历史2/2次成功; 当前距低点2.55%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
4,87.16275562233031,75.25834644296164,600345,长江通信,bottom_area,2024-09-18,14.73,2024-09-18,14.45,1.9377162629757865,3.1833910034602133,28.323412698412703,False,-0.473,1.4817,1,1,1,100.0,25.46419098143237,25.46419098143237,18.062283737024217,1.9377162629757865,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
5,87.14709054407828,75.02392313873139,603079,圣达生物,bottom_area,2024-09-18,10.31,2024-09-18,10.13,1.7769002961500464,4.6396841066140055,30.616438356164377,False,-0.77,1.794,1,1,1,100.0,22.232558139534888,22.232558139534888,18.223099703849954,1.7769002961500464,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
6,86.66657310908087,73.0328009788258,603027,千禾味业,bottom_area,2024-09-18,9.91,2024-09-18,9.85,0.6091370558375686,1.8274111675126874,31.692094313453538,False,-0.502,1.2095,1,1,1,100.0,37.051792828685265,37.051792828685265,19.390862944162432,0.6091370558375686,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
7,84.8030512706336,71.57469722366135,300761,立华股份,bottom_area,2024-09-18,17.39,2024-09-18,17.27,0.694846554719172,2.374059061957152,30.6425702811245,False,-1.0245,0.5033,1,1,1,100.0,30.263157894736853,30.263157894736853,19.30515344528083,0.694846554719172,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
8,81.71764148121332,69.50104192042575,300521,爱司凯,bottom_area,2024-09-18,9.99,2024-09-18,9.88,1.1133603238866339,3.2388663967611184,28.920863309352512,False,-0.6958,1.2849,3,6,3,50.0,42.739265907996135,73.27586206896554,18.88663967611337,1.1133603238866339,历史3/6次成功; 当前距低点1.11%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
9,79.96624960333155,67.69249382309339,688009,中国通号,bottom_area,2024-09-18,4.71,2024-09-18,4.67,0.856531049250536,4.282655246252681,28.153846153846157,False,-4.0733,0.3839,1,1,1,100.0,21.588089330024815,21.588089330024815,19.143468950749465,0.856531049250536,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
10,74.71220227000144,63.417029798438705,000591,太阳能,bottom_area,2024-09-18,4.02,2024-08-23,3.98,1.0050251256281304,7.035175879396981,28.158844765342963,True,-0.2481,0.3685,1,2,1,50.0,32.84132841328414,32.84132841328414,18.99497487437187,1.0050251256281304,历史1/2次成功; 当前距低点1.01%; 最新日涨幅-0.25%; 状态bottom_area; 底部已确认
11,74.37628976133125,63.01444376584635,688358,祥生医疗,bottom_area,2024-09-18,18.99,2024-09-18,18.82,0.9032943676939328,3.2943676939426196,29.274708756106726,False,-1.9618,0.6251,2,3,2,66.66666666666666,25.684345470547626,29.46360153256704,19.09670563230607,0.9032943676939328,历史2/3次成功; 当前距低点0.90%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
12,74.31097843790741,65.10417797225581,605266,健之佳,bottom_area,2024-09-18,17.65,2024-09-18,17.18,2.73573923166472,6.984866123399297,27.203389830508478,False,-3.1284,3.8622,3,5,3,60.0,27.535824841136375,33.154615273148806,17.264260768335284,2.73573923166472,历史3/5次成功; 当前距低点2.74%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
13,73.57987853590932,64.08570066030812,000922,佳电股份,bottom_area,2024-09-18,8.91,2024-09-18,8.7,2.413793103448286,2.9885057471264553,30.6772908366534,False,1.25,0.8098,1,2,1,50.0,40.42553191489362,40.42553191489362,17.586206896551715,2.413793103448286,历史1/2次成功; 当前距低点2.41%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
14,70.27154917287127,59.60152623942479,002806,华锋股份,bottom_area,2024-09-18,8.39,2024-09-18,8.31,0.9626955475330934,3.2490974729241824,32.05233033524121,False,-1.6413,4.3123,2,4,2,50.0,27.507914450538966,34.66407010710809,19.03730445246691,0.9626955475330934,历史2/4次成功; 当前距低点0.96%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
15,69.38134389800567,59.444373927958814,002682,龙洲股份,bottom_area,2024-09-18,3.35,2024-09-18,3.3,1.5151515151515234,3.63636363636364,31.392931392931388,False,-1.7595,2.1177,1,2,1,50.0,26.929674099485425,26.929674099485425,18.484848484848477,1.5151515151515234,历史1/2次成功; 当前距低点1.52%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
16,69.36023620164262,60.53287089708781,000899,赣能股份,bottom_area,2024-09-18,7.31,2024-09-18,7.13,2.524544179523138,3.2258064516129092,28.628628628628633,False,0.9669,0.6315,2,6,2,33.33333333333333,25.459668242296914,27.473958333333325,17.475455820476864,2.524544179523138,历史2/6次成功; 当前距低点2.52%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
17,68.36539163527696,59.13138981208172,301326,捷邦科技,bottom_area,2024-09-18,30.11,2024-09-18,29.51,2.033209081667224,6.743476787529645,30.054515287982923,False,-5.7,12.1743,1,2,1,50.0,41.81240063593006,41.81240063593006,17.966790918332777,2.033209081667224,历史1/2次成功; 当前距低点2.03%; 最新日涨幅-5.70%; 状态bottom_area; 底部未确认
18,68.03946316262356,59.74196765498654,000683,博源化工,bottom_area,2024-09-18,5.04,2024-09-18,4.9,2.8571428571428505,3.6734693877550963,29.69870875179339,False,1.4085,0.8801,1,2,1,50.0,22.50673854447439,22.50673854447439,17.142857142857153,2.8571428571428505,历史1/2次成功; 当前距低点2.86%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
19,68.00541199537459,58.857718028266135,300455,航天智装,bottom_area,2024-09-18,9.87,2024-09-18,9.67,2.06825232678386,3.3092037228541913,29.82583454281567,False,-0.6042,0.8971,1,3,1,33.33333333333333,53.103448275862064,53.103448275862064,17.93174767321614,2.06825232678386,历史1/3次成功; 当前距低点2.07%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
20,67.94371569219201,58.25017510259918,000966,长源电力,bottom_area,2024-09-18,3.93,2024-09-18,3.87,1.5503875968992262,2.3255813953488333,28.33333333333334,False,-0.7576,0.3168,1,2,1,50.0,20.94117647058823,20.94117647058823,18.449612403100772,1.5503875968992262,历史1/2次成功; 当前距低点1.55%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
21,67.90278954699794,58.95549266247379,603132,金徽股份,bottom_area,2024-09-18,10.49,2024-09-18,10.26,2.2417153996101407,3.4113060428849864,31.554369579719815,False,-0.5687,1.0107,1,2,1,50.0,33.20754716981132,33.20754716981132,17.758284600389864,2.2417153996101407,历史1/2次成功; 当前距低点2.24%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
22,66.41479249049787,57.02588744967618,603060,国检集团,bottom_area,2024-09-18,5.6,2024-09-18,5.51,1.6333938294010864,3.629764065335757,29.719387755102044,False,-1.5817,0.9429,1,4,1,25.0,36.2098138747885,36.2098138747885,18.366606170598914,1.6333938294010864,历史1/4次成功; 当前距低点1.63%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
23,65.66012533426203,56.078500709692115,002600,领益智造,bottom_area,2024-09-18,6.04,2024-09-18,5.96,1.342281879194632,4.026845637583897,30.616996507566935,False,-2.7375,2.6451,1,5,1,20.0,38.381201044386415,38.381201044386415,18.65771812080537,1.342281879194632,历史1/5次成功; 当前距低点1.34%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
24,65.41663591177753,57.260625336461445,300401,花园生物,bottom_area,2024-09-18,12.23,2024-09-10,11.91,2.6868178001679284,6.045340050377839,30.023501762632193,False,-0.0817,2.8663,1,2,1,50.0,29.551451187335093,29.551451187335093,17.313182199832074,2.6868178001679284,历史1/2次成功; 当前距低点2.69%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
25,65.21682186759645,58.1595425930353,000155,川能动力,bottom_area,2024-09-18,9.23,2024-08-23,8.9,3.707865168539327,7.752808988764039,29.08366533864542,True,-1.7039,0.5104,1,2,1,50.0,37.70685579196216,37.70685579196216,16.292134831460675,3.707865168539327,历史1/2次成功; 当前距低点3.71%; 最新日涨幅-1.70%; 状态bottom_area; 底部已确认
26,64.5474392206476,57.43067028093517,000037,深南电A,bottom_area,2024-09-18,6.94,2024-09-18,6.7,3.5820895522388088,4.328358208955224,30.785123966942145,False,2.2091,1.7274,2,8,2,25.0,39.8001852690304,45.16765285996055,16.41791044776119,3.5820895522388088,历史2/8次成功; 当前距低点3.58%; 最新日涨幅2.21%; 状态bottom_area; 底部未确认
